edge_id,source_id,relation,target_id,domain,evidence_pdf_page,evidence_bekker_or_page,source_unit,contributor,notes
PHX-E-0308,PHX-04-CASTON,cites,DA-III-9-432a31-b1,aristotle-locus,16,DA 3.9 432a31-b1,PHX-04,Caston,Phantasia differs in being from all other parts of soul
PHX-E-0309,PHX-04-CASTON,cites,Metaph-IV-5-1009b12-17,aristotle-locus,11,Metaph 4.5 1009b12-17,PHX-04,Caston,Aristotle's parallel antirealism critique via alteration thesis (6)
PHX-E-0310,PHX-04-CASTON,cites,Metaph-IV-5-1009b17-31,aristotle-locus,13,Metaph 4.5 1009b17-31,PHX-04,Caston,Empedocles/Parmenides/Hector citations on body-state determining thought
PHX-E-0311,PHX-04-CASTON,cites,Metaph-V-29-1024b23-24,aristotle-locus,18,Metaph 5.29 1024b23-24,PHX-04,Caston,Scene-painting/dream are 'something but not what they produce a phantasia of'
PHX-E-0312,PHX-04-CASTON,cites,Metaph-IX-10-1051b1-6,aristotle-locus,18,Metaph 9.10 1051b1-6,PHX-04,Caston,Linguistic/combinatorial falsehood distinct from phantasia's falsehood
PHX-E-0313,PHX-04-CASTON,cites,Metaph-IX-10-1051b24-25,aristotle-locus,15,Metaph 9.10 1051b24-25,PHX-04,Caston,θιγγάνειν metaphor for all-or-nothing basic operations
PHX-E-0314,PHX-04-CASTON,cites,Insomn-1-459a16-18,aristotle-locus,16,De insomn 1 459a16-18,PHX-04,Caston,Phantastikon = aisthetikon different in being
PHX-E-0315,PHX-04-CASTON,cites,Insomn-2-460b18-27,aristotle-locus,17,De insomn 2 460b18-27,PHX-04,Caston,Textual confirmation of (P): error from change in same way as by object
PHX-E-0316,PHX-04-CASTON,cites,Insomn-3-461a8-24,aristotle-locus,18,De insomn 3 461a8-24,PHX-04,Caston,Alcohol and sickness alter phantasmata
PHX-E-0317,PHX-04-CASTON,cites,DeSens-1-436b18-437a3,aristotle-locus,8,De sens 1 436b18-437a3,PHX-04,Caston,Perceptual apparatus discriminates real differences in environment
PHX-E-0318,PHX-04-CASTON,cites,EN-V-1-1129a17,aristotle-locus,11,EN 5.1 1129a17ff,PHX-04,Caston,Contraries-rule background
PHX-E-0319,PHX-04-CASTON,cites,Rhet-I-11-1370a28,aristotle-locus,17,Rhet 1.11 1370a28,PHX-04,Caston,Phantasia as 'weak sort of sensation' (αἴσθησίς τις ἀσθενής)
PHX-E-0320,PHX-04-CASTON,cites,MA-7-701b17-22,aristotle-locus,18,De motu an 7 701b17-22,PHX-04,Caston,Phantasia and thought have 'power of objects'
PHX-E-0321,PHX-04-CASTON,cites,MA-11-703b18-20,aristotle-locus,18,De motu an 11 703b18-20,PHX-04,Caston,Phantasia and thought represent in object's absence
PHX-E-0322,PHX-04-CASTON,uses-ancient-source,Theophrastus-De-sens-10,ancient-other,6,502.7-9 Diels,PHX-04,Caston,Theophrastus' τὸ αὐτὸν ἢ παραπαλήσιον formula supports weak reading of (1)
PHX-E-0323,PHX-04-CASTON,uses-ancient-source,Theophrastus-De-sens-3,ancient-other,13,499.14-16 Diels,PHX-04,Caston,Theophrastus on Parmenides: body-balance determines thought
PHX-E-0324,PHX-04-CASTON,uses-ancient-source,Theophrastus-De-sens-60-67-73-78,ancient-other,13,515.13-519.4 + 520.24-522.25 Diels,PHX-04,Caston,Theophrastus on Democritus: perceptual qualities not in things
PHX-E-0325,PHX-04-CASTON,cites-ancient-target,Empedocles-DK-31-B-106,ancient-other,5,DA 3.3 427a22-26,PHX-04,Caston,Empedocles fragment cited by Aristotle: 'men's insight increases relative to what is present'
PHX-E-0326,PHX-04-CASTON,cites-ancient-target,Empedocles-DK-31-B-108,ancient-other,5,DA 3.3 427a22-26,PHX-04,Caston,Empedocles fragment: 'thinking continually presents different sorts of things'
PHX-E-0327,PHX-04-CASTON,cites-ancient-target,Homer-Od-18.136,ancient-other,5,DA 3.3 427a26,PHX-04,Caston,Homer's 'for [their] mind is of this sort' cited by Aristotle
PHX-E-0328,PHX-04-CASTON,cites-ancient-target,Anaxagoras-via-DA-1.2,ancient-other,12,DA 1.2 405a16-17,PHX-04,Caston,Anaxagoras's intellect 'simple unmixed and pure' - the limit case
PHX-E-0329,PHX-04-CASTON,cites-ancient-target,Democritus-via-Metaph-4.5,ancient-other,14,Metaph 4.5 1009b11-12,PHX-04,Caston,Democritus vacillates between every-appearance-true and no-appearance-true
PHX-E-0330,PHX-04-CASTON,cites-ancient-target,Plato-Theaetetus-151e-157d,ancient-other,7-8,Theaetetus 151E-157D,PHX-04,Caston,Platonic parallel: knowledge-as-perception linked to all-appearances-true and Secret Doctrine
PHX-E-0331,PHX-04-CASTON,cites-ancient-target,Plato-Sophist-264a-b3,ancient-other,16,Sophist 264AB,PHX-04,Caston,Plato's belief-sensation complex theory of phantasia
PHX-E-0332,PHX-04-CASTON,cites-ancient-target,Plato-Timaeus-52a,ancient-other,16,Timaeus 52A,PHX-04,Caston,Background for belief-sensation complex
PHX-E-0333,PHX-04-CASTON,contests-ancient-source,Alexander-In-Metaph-306-307,ancient-other,12,book 34 fn 32,PHX-04,Caston,Alexander's reconstruction via 'phronesis always correct' rejected
PHX-E-0334,PHX-04-CASTON,follows-ancient-source,Themistius-InDA,ancient-other,6,book 26 31 53 fns 17 28 69,PHX-04,Caston,Themistius supports Caston's 'practically the same' reading and ignorance/error indifference
PHX-E-0335,PHX-04-CASTON,opposes,Protagorean-every-appearance-true,debate-axis,9-14,Metaph 4.5 + DA 3.3,PHX-04,Caston,The master antirealist target of the dilemma's first horn
PHX-E-0336,PHX-04-CASTON,establishes-thesis,CONCEPT:Caston-non-propositional-intentionality,reading,18,book 51-52,PHX-04,Caston,Phantasia's falsehood is not combinatorial like linguistic falsehood; non-conceptual intentionality
PHX-E-0337,PHX-04-CASTON,establishes-thesis,CONCEPT:Caston-phantasia-as-common-currency,reading,18,book 52,PHX-04,Caston,Phantasia (not belief) is common currency of intentional content among mental states
PHX-E-0338,PHX-04-CASTON,establishes-thesis,Aristotle-self-implication,reading,14-15,book 38-41,PHX-04,Caston,Critique of predecessors rebounds on Aristotle; he is committed to (1) (3a) (3b) (6) for sensation/conception
PHX-E-0339,PHX-04-CASTON,establishes-thesis,CONCEPT:Caston-infallibility-thesis,reading,15,book 41 + Metaph 9.10,PHX-04,Caston,Aristotle bites bullet: sensation of proper perceptibles + conception of incomposites are infallible
PHX-E-0340,PHX-04-CASTON,establishes-thesis,CONCEPT:Caston-restriction-strategy-escape,reading,15-18,DA 3.3 + Metaph 9.10,PHX-04,Caston,Aristotle evades dilemma by restricting cause-content correspondence to basic operations; phantasia handles the rest
PHX-E-0341,PHX-04-CASTON,catalogues,CONCEPT:Frede-phantasia-required-by-states,reading,15,book 41 fn 46,PHX-04,Caston,Inventory: imagination association memory expectation thought reasoning deliberation desire action passions dreams
PHX-E-0342,PHX-04-CASTON,reframes-debate-as,CONCEPT:Caston-error-content-cause-divergence,debate-axis,1-2 + 14-18,DA 3.3 passim + Metaph 4.5,PHX-04,Caston,Caston's reframing: the central question is content-cause divergence not faculty psychology
PHX-E-0343,PHX-04-CASTON,shifts-debate-axis,CONCEPT:Caston-faculty-to-intentionality,debate-axis,2 + 18,book 22 + 51-52,PHX-04,Caston,From traditional faculty-psychology framing to intentionality-and-content framing
PHX-E-0344,PHX-04-CASTON,distinguishes-from-cluster,META:Caston-non-engagement-White-1985,modern-secondary,N/A,N/A,PHX-04,Caston,White 1985 absent from Caston's apparatus; independent contemporaneous productions
PHX-E-0345,PHX-04-CASTON,parallel-but-non-engaging,PHX-01-NUSSBAUM,modern-secondary,1,book 20 fn 1,PHX-04,Caston,Caston cites only Nussbaum 1978 De Motu commentary; Nussbaum 1985 essay not engaged
PHX-E-0346,PHX-04-CASTON,forward-references,Caston-1998-Intentionality,future-work,18,book 51 fn 67,PHX-04,Caston,Forthcoming article and book on intentionality in ancient Greek philosophy
PHX-E-0347,PHX-04-CASTON,acknowledges,Broadie-Burnyeat-Charles-Moravcsik-Schofield,modern-secondary,18,book 55 fn 71,PHX-04,Caston,Discussion partners
PHX-E-0348,PHX-04-CASTON,acknowledges-institution,NEH-Clare-Hall-Cambridge,institutional,18,book 55 fn 71,PHX-04,Caston,Support during writing; Brown University signature
PHX-E-0349,PHX-05-OGORMAN,defines,READING:OGorman-epideictic-amplification-thesis,interpretive-thesis,2-3,16-18,PHX-05,O'Gorman,"Signature reading: phantasia's rhetorical home is the epideictic function (Rhet I.3, I.9) anchored in megethos/auxesis, not Book III lexis narrowly construed"
PHX-E-0350,PHX-05-OGORMAN,defines,READING:OGorman-epideictic-as-function,interpretive-thesis,9,33,PHX-05,O'Gorman,Resolves Lanham's classificatory problem and Schiappa 1999 historical worry by re-categorizing epideictic as a discursive function operative across deliberative/forensic
PHX-E-0351,PHX-05-OGORMAN,defines,READING:Gonzalez-rhetorical-order,interpretive-thesis,6-8,27-31,PHX-05,O'Gorman,Maps the DA psychic order (phantasia 'lower' yet foundational) onto a rhetorical order in which epideictic is 'primal'
PHX-E-0352,PHX-05-OGORMAN,defines,READING:Hawhee-lexis-visual-medium,interpretive-thesis,5-6,23-26,PHX-05,O'Gorman,Rhet III.1 lexis-phantasia pairing at 1404a substantively grounded in DA-account of emotions as phantasiai
PHX-E-0353,PHX-05-OGORMAN,defines,CONCEPT:lexis-as-phantasia,concept,5,23-24,PHX-05,O'Gorman,1404a coupling read non-disparagingly: lexis is the rhetorical medium producing phantasmata in audience psyche
PHX-E-0354,PHX-05-OGORMAN,defines,CONCEPT:megethos-amplification,concept,7,28,PHX-05,O'Gorman,Centerpiece concept; magnitude as that which is 'sized up' through comparative phantasia in epideictic auxesis
PHX-E-0355,PHX-05-OGORMAN,defines,GREEK-TERM:pro-ommaton-poiein,concept,5-6,24-25,PHX-05,O'Gorman,Lexical form of energeia/kinēsis; psychological-rhetorical operation by which lexis activates phantasia
PHX-E-0356,PHX-05-OGORMAN,defines,CONCEPT:rhetorical-order,concept,6-7,27,PHX-05,O'Gorman,Rhetorical order paralleling DA's psychic order — epideictic 'primal' in rhetoric as phantasia is 'primal' in psyche
PHX-E-0357,PHX-05-OGORMAN,defines,CONCEPT:comparative-seeing,concept,7,28 (via DA 428b),PHX-05,O'Gorman,Per Frede 1992 (286): phantasia provides 'a kind of comparative seeing' enabling rhetorical sizing-up of magnitude
PHX-E-0358,PHX-05-OGORMAN,defines,CONCEPT:epideictic-auditor-as-theoros,concept,7-8,29-30,PHX-05,O'Gorman,Rhet 1358b: theoros vs kritēs; verbal theōrō tied to phantasia in DA 427b — the spectator-at-picture analogy
PHX-E-0359,PHX-05-OGORMAN,defines,CONCEPT:phantasmatic-function-of-public-discourse,concept,10,34,PHX-05,O'Gorman,Axiom: 'primal function of public discourse is the phantasmatic'
PHX-E-0360,PHX-05-OGORMAN,defines,CONCEPT:phantasmatic-Athens,concept,10,32-36,PHX-05,O'Gorman,"Pericles' Funeral Oration (Thuc 2.21-22, 2.43) read with Loraux 1986 (328): imaginary/phantasmatic Athens grounds Athenian pragmatic deliberation"
PHX-E-0361,PHX-05-OGORMAN,defines,CONCEPT:phantasia-emotion-coupling,concept,6,25 (Rhet 1382a/1384a/1371a),PHX-05,O'Gorman,"Rhetorical emotions definitionally are phantasiai — phobos, aischynē, kalon-of-honor all defined via phantasia"
PHX-E-0362,PHX-05-OGORMAN,defines,CONCEPT:bouleutike-phantasia,concept,5-6,22-26 (DA 434a),PHX-05,O'Gorman,"Bouleutikē as image-combining mental activity also designates political-council deliberation (NE 1141b, Pol 1329a, Rhet 1383a)"
PHX-E-0363,PHX-05-OGORMAN,defines,CONCEPT:fallibility-of-phantasia,concept,5,22 (DA 428a),PHX-05,O'Gorman,Phantasia 'evidently fallible' — most active when we don't perceive distinctly; grounds Aristotle's ambivalence about lexis
PHX-E-0364,PHX-05-OGORMAN,defines,CONCEPT:spatial-logic-of-greatness,concept,9,32-33,PHX-05,O'Gorman,"Epideictic deploys spatial logic of combination/comparison (more-less, big-small) rather than linear logic of enthymeme"
PHX-E-0365,PHX-05-OGORMAN,defines,CONCEPT:psyche-sight,concept,5,21-22 (DA 429a),PHX-05,O'Gorman,Phantasia as 'sort of psychê-sight' — etymological tie to phaos (light) at DA 429a
PHX-E-0366,PHX-05-OGORMAN,defines,CONCEPT:lexis-as-entechnon-risk,concept,6,26 (Rhet 1404a + 1354a),PHX-05,O'Gorman,Lexis as artistic (entechnon) is doubly risky: speakers serve own whims; lexis can warp jury via false phantasmata
PHX-E-0367,PHX-05-OGORMAN,defines,CONCEPT:visualizing-effect-in-sense-perception,concept,5-6,24 (Rhet 1411b),PHX-05,O'Gorman,Per Newman 2002 (12): pro ommatōn poiein is a basic visualizing effect rooted in sense-perception
PHX-E-0368,PHX-05-OGORMAN,defines,CONCEPT:epideictic-classificatory-problem,concept,9,33,PHX-05,O'Gorman,Lanham 1991 (164) — epideictic's classificatory problem reframed: not a generic anomaly but a function present across species
PHX-E-0369,PHX-05-OGORMAN,cites-locus,Rhet-III-1-1404a,aristotle-locus,2-6,1404a,PHX-05,O'Gorman,Anchor passage. Lexis-phantasia conjunction: 'all these things are forms of outward show [phantasia] and intended to affect the audience'
PHX-E-0370,PHX-05-OGORMAN,cites-locus,Rhet-I-9-1368a,aristotle-locus,7,1368a,PHX-05,O'Gorman,Centerpiece. Amplification: 'aims to show superiority... clothe the actions with greatness [megethos] and beauty [kallos]'
PHX-E-0371,PHX-05-OGORMAN,cites-locus,Rhet-III-11-1411b,aristotle-locus,5-7,1411b,PHX-05,O'Gorman,Pro ommatōn poiein — bringing before the eyes as lexical form of energeia/kinēsis
PHX-E-0372,PHX-05-OGORMAN,cites-locus,Rhet-I-3-1358b,aristotle-locus,6-7,1358b,PHX-05,O'Gorman,Audience-classification: theoros (epideictic) vs kritēs (deliberative/judicial); krisis as end of rhetoric
PHX-E-0373,PHX-05-OGORMAN,cites-locus,Rhet-II-5-1382a,aristotle-locus,6,1382a,PHX-05,O'Gorman,Definitional: phobos as 'sort of pain or agitation derived from the imagination [phantasias] of a future destructive or painful evil'
PHX-E-0374,PHX-05-OGORMAN,cites-locus,Rhet-II-6-1384a,aristotle-locus,6,1384a,PHX-05,O'Gorman,Definitional: aischynē 'is imagination [phantasia] about a loss of reputation'
PHX-E-0375,PHX-05-OGORMAN,cites-locus,Rhet-I-11-1371a,aristotle-locus,6,1371a,PHX-05,O'Gorman,Honor/reputation through each person's phantasian that he has the qualities of an important person
PHX-E-0376,PHX-05-OGORMAN,cites-locus,Rhet-I-1-1354a,aristotle-locus,6,1354a,PHX-05,O'Gorman,Lexis can warp the jury by leading them into anger or envy or pity — phantasia's rhetorical danger
PHX-E-0377,PHX-05-OGORMAN,cites-locus,Rhet-I-9-1367b,aristotle-locus,8,1367b,PHX-05,O'Gorman,'Praise is speech that makes clear [emphanizōn] the greatness of virtue' — epideictic as making-clear
PHX-E-0378,PHX-05-OGORMAN,cites-locus,Rhet-III-5-1407b,aristotle-locus,7,1407b,PHX-05,O'Gorman,Lexical devices of expansiveness as means of amplification
PHX-E-0379,PHX-05-OGORMAN,cites-locus,Rhet-III-9-1409a-b,aristotle-locus,7,1409a-1409b,PHX-05,O'Gorman,The period (periodos) as means of amplification
PHX-E-0380,PHX-05-OGORMAN,cites-locus,Rhet-III-11-1412a,aristotle-locus,7,1412a,PHX-05,O'Gorman,Metaphor as means of amplification
PHX-E-0381,PHX-05-OGORMAN,cites-locus,Rhet-I-7-1363b,aristotle-locus,7,1363b,PHX-05,O'Gorman,Analogy as first means of amplification in epideictic
PHX-E-0382,PHX-05-OGORMAN,cites-locus,DA-III-3-427b,aristotle-locus,4-7,427b,PHX-05,O'Gorman,Spectator-at-picture analogy; pathos as phantasia 'that lies in our power'; theōrō tied to phantasia
PHX-E-0383,PHX-05-OGORMAN,cites-locus,DA-III-3-428a,aristotle-locus,4-8,428a,PHX-05,O'Gorman,Phantasia as dunamis/hexis 'by which we judge'; fallible; produces doxa exactly corresponding to direct perception
PHX-E-0384,PHX-05-OGORMAN,cites-locus,DA-III-3-428b,aristotle-locus,5-7,428b,PHX-05,O'Gorman,Phantasia as movement caused by sensation; comparative seeing (Frede gloss)
PHX-E-0385,PHX-05-OGORMAN,cites-locus,DA-III-3-429a,aristotle-locus,5,429a,PHX-05,O'Gorman,Etymology phantasia from phaos (light); phantasia depends on sight; movement produced by sense-perception
PHX-E-0386,PHX-05-OGORMAN,cites-locus,DA-III-7-432a,aristotle-locus,5,432a,PHX-05,O'Gorman,Phantasmata similar to objects perceived 'except that they are without matter'
PHX-E-0387,PHX-05-OGORMAN,cites-locus,DA-III-11-434a,aristotle-locus,5-10,434a,PHX-05,O'Gorman,Bouleutikē as combining many phantasmata into one — deliberative phantasia
PHX-E-0388,PHX-05-OGORMAN,cites-locus,DA-III-10-433a-b,aristotle-locus,5-10,433a-433b,PHX-05,O'Gorman,Phantasia indispensable to deliberative desire; dog example for animal phantasia-driven action
PHX-E-0389,PHX-05-OGORMAN,cites-locus,DeMem-1-450a,aristotle-locus,5,450a,PHX-05,O'Gorman,Tithēmi pro ommatōn — putting a finite magnitude before one's eyes in private mental deliberation
PHX-E-0390,PHX-05-OGORMAN,cites-locus,Poet-17-1455a,aristotle-locus,5,1455a,PHX-05,O'Gorman,Pro ommatōn tithemenon — poet putting scene before his eyes
PHX-E-0391,PHX-05-OGORMAN,cites-locus,Metaph-IX-6-1048b,aristotle-locus,6,1048b,PHX-05,O'Gorman,Energeia/kinēsis distinction underlying lexis-as-kinēsis
PHX-E-0392,PHX-05-OGORMAN,cites-locus,EN-IV-3-1123b,aristotle-locus,9,1123b,PHX-05,O'Gorman,Megalopsychos (great-souled man) as visible exemplar of magnitude — n.13
PHX-E-0393,PHX-05-OGORMAN,cites-locus,EN-VI-7-1141b,aristotle-locus,5,1141b,PHX-05,O'Gorman,Bouleutikē in political-council sense — parallel to DA 434a
PHX-E-0394,PHX-05-OGORMAN,cites-locus,EN-III-4-1113a,aristotle-locus,9,1113a,PHX-05,O'Gorman,Proairesis as bouleutikē orexis — foundation of ethics and hub of politics
PHX-E-0395,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:megethos,greek-term,7,28 (Rhet 1368a),PHX-05,O'Gorman,Per Farrell 1995 (186) the 'root of a great many recurring issues in Aristotelian inquiry'
PHX-E-0396,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:phantasia,greek-term,2-11,16-37,PHX-05,O'Gorman,Central term; broad-appearances sense over narrow image; nine occurrences in Rhetoric
PHX-E-0397,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:pro-ommaton-poiein,greek-term,5,24-25 (Rhet 1411b),PHX-05,O'Gorman,Signature rhetorical operation of phantasia
PHX-E-0398,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:lexis,greek-term,2-10,1404a passim,PHX-05,O'Gorman,Subject of Rhetoric III; conjoined with phantasia at 1404a
PHX-E-0399,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:theoros,greek-term,7-8,1358b + DA 427b,PHX-05,O'Gorman,Epideictic auditor; verbal form theōrō tied to phantasia in DA
PHX-E-0400,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:bouleutike,greek-term,5-9,DA 434a + NE 1141b + Pol 1329a + Rhet 1383a,PHX-05,O'Gorman,Deliberative/image-combining; bridges psychic phantasia to civic deliberation
PHX-E-0401,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:auxesis,greek-term,7,1368a,PHX-05,O'Gorman,Amplification — signature operation of epideictic; clothing actions with megethos and kallos
PHX-E-0402,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:energeia,greek-term,2-7,1411b + Metaph 1048b,PHX-05,O'Gorman,Lifelikeness/actuality in lexis; per Newman 2002 a kind of kinēsis
PHX-E-0403,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:enargeia,greek-term,2-12,n.4,PHX-05,O'Gorman,Visual vividness; per Keuls 1978 (n.4) contaminated with energeia in Greco-Roman rhetorical literature
PHX-E-0404,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:megaloprepeia,greek-term,7-9,NE 1122a-1125a + Rhet 1360b,PHX-05,O'Gorman,Magnificence — virtue of magnitude in material/lexical display
PHX-E-0405,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:megalopsychia,greek-term,7-9,NE 1123b + Rhet,PHX-05,O'Gorman,Great-souled-ness — internalized magnitude rendered visible in epideictic
PHX-E-0406,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:kalon,greek-term,7-9,Rhet 1366b,PHX-05,O'Gorman,Beauty/noble — aesthetic-ethical magnitude rendered visible in epideictic amplification
PHX-E-0407,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:krisis,greek-term,5-6,Rhet 1358b,PHX-05,O'Gorman,Judgment as end of rhetoric; mediated by phantasia-produced lexis
PHX-E-0408,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:doxa,greek-term,4-6,DA 428a + Rhet emotion-defs,PHX-05,O'Gorman,Opinion; phantasia produces doxa corresponding to direct perception; doxa as efficient cause of emotion
PHX-E-0409,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:pathos,greek-term,6,DA 427b,PHX-05,O'Gorman,Pathos as phantasia 'lying in our power' — willful affective state via imagination
PHX-E-0410,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:phainesthai,greek-term,2,17,PHX-05,O'Gorman,Verbal stem of phantasia — 'to appear'
PHX-E-0411,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:phaos,greek-term,5-8,DA 429a,PHX-05,O'Gorman,Light — etymological root of phantasia
PHX-E-0412,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:saphes,greek-term,5,Rhet 1404a,PHX-05,O'Gorman,Clarity as aretē of lexis — visual-manifestation vocabulary
PHX-E-0413,PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:phantasma,greek-term,4-11,DA 432a + 434a passim,PHX-05,O'Gorman,Product of phantasia; 'like aisthemata only without matter'
PHX-E-0414,PHX-05-OGORMAN,engages,Farrell-1995,modern-secondary,7,28,PHX-05,O'Gorman,Anchor citation on megethos as 'root of a great many recurring issues in Aristotelian inquiry'
PHX-E-0415,PHX-05-OGORMAN,endorses-with-modification,Nussbaum-1978-DeMotu,modern-secondary,4-13,19 + n.5 + n.17,PHX-05,O'Gorman,Cluster sibling PHX-01. Endorsed broadening of phantasia to 'appearances in a broad sense' while retaining visual priority
PHX-E-0416,PHX-05-OGORMAN,endorses-and-deploys,PHX-03-FREDE,modern-secondary,4-7,20-22 + 28,PHX-05,O'Gorman,Tripartite gloss of phantasia (capacity/process/product); 'comparative seeing' formula at DA 428b
PHX-E-0417,PHX-05-OGORMAN,endorses-and-deploys,Newman-2002,modern-secondary,5-13,24-25 + n.10,PHX-05,O'Gorman,Bringing-before-eyes as visualizing effect rooted in sense-perception; lexical energeia/kinēsis
PHX-E-0418,PHX-05-OGORMAN,endorses-with-modification,Schofield-1992,modern-secondary,4-13,19-22 + n.8,PHX-05,O'Gorman,Phantasia as comprehensive faculty; Aristotle's skeptical attitude — paired approvingly with Nussbaum
PHX-E-0419,PHX-05-OGORMAN,corrects,Sorabji-1972,modern-secondary,4,19,PHX-05,O'Gorman,Phantasia-as-power-of-having-images reading rejected as too narrowly pictorial
PHX-E-0420,PHX-05-OGORMAN,modifies,Rosenfield-1980,modern-secondary,7-8,29-30 + n.16,PHX-05,O'Gorman,Accepts theoros as mind's-eye witness but substitutes phantasmatic for Heideggerian-contemplative gloss
PHX-E-0421,PHX-05-OGORMAN,modifies,Walker-2000,modern-secondary,8-9,30-33,PHX-05,O'Gorman,Walker's epideictic-primacy thesis accepted; explanans shifted from belief/value to sight/scale
PHX-E-0422,PHX-05-OGORMAN,engages,Schiappa-1999,modern-secondary,6-10,26 + 35,PHX-05,O'Gorman,Concedes Schiappa's historical inadequacy charge but reframes Aristotle's epideictic as function not genre
PHX-E-0423,PHX-05-OGORMAN,prefers-translation,Kennedy-1991,modern-secondary,5,23,PHX-05,O'Gorman,Kennedy's 'outward show' preferred over Freese's 'mere outward show' as faithful to non-disparaging Aristotelian phantasia
PHX-E-0424,PHX-05-OGORMAN,rejects-translation,Freese-1926,modern-secondary,5,23,PHX-05,O'Gorman,Freese's 'mere outward show' rendering criticized as smuggling Herodotean-Polybian pejorative into Aristotle
PHX-E-0425,PHX-05-OGORMAN,aligns-with,Hauser-1999,modern-secondary,8-13,30 + n.21,PHX-05,O'Gorman,Epideictic shapes common language of values prior to deliberation — aligned but recast as phantasmatic
PHX-E-0426,PHX-05-OGORMAN,aligns-with,Sullivan-1992,modern-secondary,8,30,PHX-05,O'Gorman,Sophistic rhetoric of belief as basic rhetorical end — aligned with O'Gorman's primality argument
PHX-E-0427,PHX-05-OGORMAN,engages,Fortenbaugh-1975,modern-secondary,8-13,31 + n.17,PHX-05,O'Gorman,"Cognitive theory of emotions — doxa as efficient cause of emotion (1975, 15)"
PHX-E-0428,PHX-05-OGORMAN,engages,Loraux-1986,modern-secondary,10-13,36 + n.23,PHX-05,O'Gorman,Imaginary Athens — phantasmatic city constituted in Pericles' Funeral Oration
PHX-E-0429,PHX-05-OGORMAN,engages,Lanham-1991,modern-secondary,9,33,PHX-05,O'Gorman,Source of the 'classificatory problem' framing for epideictic
PHX-E-0430,PHX-05-OGORMAN,cites,Benediktson-2000,modern-secondary,2-13,17 + n.7,PHX-05,O'Gorman,Phantasia ties together the visual and the literary in Aristotle
PHX-E-0431,PHX-05-OGORMAN,cites,Freedberg-1989,modern-secondary,2,17,PHX-05,O'Gorman,Visual-arts/poetry parallels pervasive in classical literature
PHX-E-0432,PHX-05-OGORMAN,cites,Keuls-1978,modern-secondary,12-13,n.4 + n.15,PHX-05,O'Gorman,Energeia/enargeia etymological distinction; rhetorical visual imagery traced to Pythagoreans
PHX-E-0433,PHX-05-OGORMAN,cites,Wolin-1960,modern-secondary,8-13,31 + n.20,PHX-05,O'Gorman,Political space had 'origin in vision' — supports phantasia as constitutive of political community
PHX-E-0434,PHX-05-OGORMAN,cites,Rouveret-1989,modern-secondary,13,n.6,PHX-05,O'Gorman,Histoire et Imaginaire de la Peinture Ancienne — visual paradigm in ancient pictorial imagination
PHX-E-0435,PHX-05-OGORMAN,cites-cluster-author,PHX-01-NUSSBAUM,cluster-citation,4-13,19 + n.5 + n.17,PHX-05,O'Gorman,Cluster citation. Endorsed approvingly: phantasia as faculty of appearances in a broad sense (1978 = original MA-vol publication)
PHX-E-0436,PHX-05-OGORMAN,cites-cluster-author,PHX-03-FREDE,cluster-citation,4-7,20-22 + 28,PHX-05,O'Gorman,Cluster citation. Most heavily/approvingly cited modern phantasia source; Frede 1992 'Cognitive Role of Phantasia in Aristotle'
PHX-E-0437,PHX-05-OGORMAN,cites-cluster-author,PHX-02-WHITE,cluster-citation,12,n.6,PHX-05,O'Gorman,Cluster citation. Listed at n.6 among visual-emphasis readers of DA III.3-8
PHX-E-0438,PHX-05-OGORMAN,cites-cluster-author,PHX-04-CASTON,cluster-citation,12-13,n.6 + works cited,PHX-05,O'Gorman,Cluster citation. Caston 1996 'Why Aristotle Needs Imagination' (Phronesis 41) listed at n.6 among visual-emphasis readers
PHX-E-0439,PHX-05-OGORMAN,cites-ancient-source,ANCIENT-INTERLOCUTOR:Thucydides-Pericles-Funeral-Oration,ancient-other,10,35-36 (Thuc 2.21-22 + 2.43),PHX-05,O'Gorman,Exemplum of epideictic phantasmatic function — Spartan invasion seen by Athenians + funeral oration's 'theōmenous' trope
