unit_id,source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
GM-00,C-GRAMMAR-OF-MOTIVES,defines,C-CASUISTRY,dramatism,2,17,burke-own-claim,philosophies are casuistries applying grammatical principles to temporal situations
GM-00,C-CASUISTRY,instances-in-text,C-PHILOSOPHIC-IDIOM,philosophy-of-history-of-philosophy,2,17,burke-own-claim,each philosophic idiom is a casuistry
GM-00,C-UNIVERSAL-GRAMMAR-OPEN-IDIOM,defines,C-GRAMMAR-OF-MOTIVES,dramatism,1,17,burke-own-claim,grammatical principles claim universal validity
GM-00,C-UNIVERSAL-GRAMMAR-OPEN-IDIOM,qualifies,C-PHILOSOPHIC-IDIOM,philosophy-of-history-of-philosophy,1,17,burke-own-claim,philosophic idioms are open to question (not universal)
GM-00,C-AMBIGUITY-AS-RESOURCE,contests,X-SYMBOLIC-LOGIC,dramatism,1,18,burke-own-claim,Burke against logical positivism's no-ambiguity ideal
GM-00,C-AMBIGUITY-AS-RESOURCE,defines,C-GREAT-CENTRAL-MOLTENNESS,dramatism,1,19,burke-own-claim,ambiguity-areas are where transformations take place
GM-00,C-GREAT-CENTRAL-MOLTENNESS,defines,C-COMMON-GROUND-SUBSTANCE,dramatism,1,19,burke-own-claim,distinctions arise out of common ground
GM-00,C-COMMON-GROUND-SUBSTANCE,defines,C-PENTAD-OVERLAPS,dramatism,1,19,burke-own-claim,participation in common substance makes for transformability
GM-00,C-COMMON-GROUND-SUBSTANCE,defines,C-CONSUBSTANTIAL,dramatism,2,19,burke-own-claim,A becomes consubstantial with non-A via descent to logical-substance ground
GM-00,C-CONSUBSTANTIAL,bridges-to-pipeline,P-RHET-IDENTIFICATION,rhetorical-theory,2,19,burke-own-claim,proto-consubstantiation seed for forward Rhetoric of Motives pipeline
GM-00,C-PENTAD-OVERLAPS,defines,C-FINGERS-PALM,dramatism,2,22,burke-own-claim,fingers-and-palm figure for pentad-overlap
GM-00,C-FINGERS-PALM,extends,C-GREAT-CENTRAL-MOLTENNESS,dramatism,2,22,burke-own-claim,second pentad-relational metaphor extending the moltenness figure
GM-00,C-WAKES-OF-LAUNCHES,defines,C-PENTAD-AS-GENERATING-PRINCIPLE,dramatism,2,16,burke-own-claim,Road to Victory aerial photo as opening figure for generating-principle
GM-00,C-PENTAD-AS-GENERATING-PRINCIPLE,defines,C-PENTAD,dramatism,1,16,burke-own-claim,pentad as generating principle is the structural characterization
GM-00,C-PENTAD-SUBSTITUTION,instances-in-text,C-PENTAD-OVERLAPS,dramatism,1,20,burke-own-claim,pentad-substitution works because of the overlaps
GM-00,C-PENTAD-SUBSTITUTION,instances-in-text,L-HERO-FILE,dramatism,1,20,burke-own-claim,hero-villain-file is the fullest worked pentad-substitution
GM-00,L-HERO-FILE,defines,C-CASUISTIC-LOCATION,dramatism,1,20,burke-own-claim,four casuistic locations demonstrated (agent/scene/co-agent/counter-agent)
GM-00,C-CASUISTIC-LOCATION,instances-in-text,I-CHRISTIAN-HERETICS,dramatism,2,20,burke-own-claim,heretical-Judas worship as counter-agent location
GM-00,C-CASUISTIC-LOCATION,cites,I-ENGELS,dramatism,2,21,burke-own-claim,Engels Anti-Duhring slavery passage as secular counter-agent reduction
GM-00,C-CASUISTIC-LOCATION,cites,I-DEWEY,dramatism,2,21,burke-own-claim,Dewey-pragmatist agency reduction as fourth casuistic location
GM-00,C-CASUISTIC-LOCATION,cites,I-MEAD,dramatism,2,21,burke-own-claim,Mead's philosophy of the act as Act-titular reduction
GM-00,I-DEWEY,features-as-locus,C-AGENCY,philosophy-of-history-of-philosophy,1,21,burke-own-claim,Dewey foregrounds intelligence as instrument (agency embodied in scientific method)
GM-00,I-MEAD,features-as-locus,C-ACT,philosophy-of-history-of-philosophy,1,21,burke-own-claim,Mead names his pragmatism a philosophy of the act
GM-00,I-DEWEY,glosses,C-SCENE,philosophy-of-history-of-philosophy,2,21,burke-own-claim,Dewey: experience and nature as continuity (act/scene equivalents)
GM-00,X-METAPHYSICS-GRAND-STYLE,extends,C-PENTAD-OVERLAPS,philosophy-of-history-of-philosophy,2,22,burke-own-claim,grand-style metaphysics exploits pentad-pliancy via reduction-to-one
GM-00,C-METAPHYSICAL-REDUCTION-TO-ONE,instances-in-text,X-METAPHYSICS-GRAND-STYLE,philosophy-of-history-of-philosophy,2,22,burke-own-claim,being-in-general/action-in-general/motion-in-general as titular over-all terms
GM-00,C-NO-METAPHYSICS-IMPLICIT,contests,C-METAPHYSICAL-REDUCTION-TO-ONE,philosophy-of-history-of-philosophy,2,22,burke-own-claim,No-Metaphysics is the atomic-constituent variant (X is nothing but Y)
GM-00,C-DRAMATISM,qualifies,C-METAPHYSICAL-REDUCTION-TO-ONE,dramatism,1,22,burke-own-claim,dramatism makes pliancy explicit and refuses to causally privilege any one term
GM-00,C-DRAMATISM,defines,C-LANGUAGE-AS-MODE-OF-ACTION,dramatism,1,22,burke-own-claim,dramatism's core: language and thought primarily as modes of action
GM-00,C-DRAMATISM,defines,C-SYNOPTIC-PLACEMENT,dramatism,2,22,burke-own-claim,synoptic = system-of-placement (not historical universal-survey)
GM-00,C-SYNOPTIC-PLACEMENT,contests,X-EMPIRICAL-MOTIVE-SCIENCE,dramatism,1,23,burke-own-claim,system-of-placement vs empirical motivational science
GM-00,C-DRAMATISM,defines,C-PHILOSOPHIC-NOT-EMPIRICAL,dramatism,1,23,burke-own-claim,motivation is philosophic not empirical-scientific
GM-00,C-PHILOSOPHIC-NOT-EMPIRICAL,contests,I-BEHAVIORISTS,dramatism,1,20,burke-own-claim,behaviorist stimulus-response = sheer motion not act
GM-00,C-PHILOSOPHIC-NOT-EMPIRICAL,contests,X-EMPIRICAL-MOTIVE-SCIENCE,dramatism,1,23,burke-own-claim,closing programmatic statement
GM-00,C-DRAMATISM,extends,C-HUMAN-BARNYARD,dramatism,3,17,burke-own-claim,project origin in theory of comedy
GM-00,C-HUMAN-BARNYARD,defines,C-TRILOGY-PLAN,dramatism,2,18,burke-own-claim,Grammar/Rhetoric/Symbolic three-volume program
GM-00,C-TRILOGY-PLAN,bridges-to-pipeline,P-RHET-OF-MOTIVES,rhetorical-theory,2,18,burke-own-claim,Rhetoric of Motives 1950 is the named second volume
GM-00,C-TRILOGY-PLAN,bridges-to-pipeline,P-SYMBOLIC-OF-MOTIVES,rhetorical-theory,3,18,burke-own-claim,Symbolic of Motives (eventually War of Words 2018) is the third volume
GM-00,C-ACT,maps-to-pim-dimension,PIM-LUDIC-NARRATIVE-KIN,game-studies,1,15,anticipatory-projection,Act maps to Ludic+Narrative+Kinesthetic
GM-00,C-SCENE,maps-to-pim-dimension,PIM-SPATIAL-KIN,game-studies,1,15,anticipatory-projection,Scene maps to Spatial+Kinesthetic
GM-00,C-AGENT,maps-to-pim-dimension,PIM-SHARED,game-studies,1,15,anticipatory-projection,Agent maps to Shared (+avatar question)
GM-00,C-AGENCY,maps-to-pim-dimension,PIM-KIN-LUD,game-studies,1,15,anticipatory-projection,Agency maps to Kinesthetic(controls)+Ludic(rules-as-means)
GM-00,C-PURPOSE,maps-to-pim-dimension,PIM-LUD-NAR-AFF,game-studies,1,15,anticipatory-projection,Purpose maps to Ludic-goals+Narrative-arc+Affective-regulation
GM-00,C-ACT,awaits-ontological-grounding-in,ARIST-ENERGEIA-DYNAMIS,exegetical-bridge,1,15,exegetical-direct,Act = Aristotelian energeia/dynamis via Burke GM-06 (forward reference)
GM-00,C-SCENE,awaits-ontological-grounding-in,HEID-IN-DER-WELT-SEIN,exegetical-bridge,1,15,anticipatory-projection,Scene anticipated to Heideggerian In-der-Welt-sein (no exegetical access in Burke 1945)
GM-00,C-AGENT,awaits-ontological-grounding-in,HEID-DASEIN,exegetical-bridge,2,15,anticipatory-projection,Agent anticipated to Dasein (anticipatory only)
GM-00,C-AGENCY,awaits-ontological-grounding-in,ARIST-TECHNE,exegetical-bridge,2,15,anticipatory-projection,Agency anticipated to Aristotelian techne (anticipatory)
GM-00,C-PURPOSE,awaits-ontological-grounding-in,ARIST-TELOS,exegetical-bridge,1,15,anticipatory-projection,Purpose anticipated to Aristotelian telos + Heideggerian Worumwillen
GM-00,C-SCENE,maps-to-uexkull-construct,UEX-UMWELT,exegetical-bridge,1,15,anticipatory-projection,Scene parallels Uexkullian Umwelt (Layer C strongest convergence)
GM-00,C-ACT,maps-to-uexkull-construct,UEX-WIRKMAL,exegetical-bridge,2,15,anticipatory-projection,Act parallels Wirkmal-actualization in Funktionskreis
GM-00,C-AGENT,maps-to-uexkull-construct,UEX-INNENWELT,exegetical-bridge,2,15,anticipatory-projection,Agent parallels subject-of-functional-circle (Innenwelt)
GM-00,P-PENTAD-GRAMMATICAL,contests,I-BEHAVIORISTS,dramatism,1,20,burke-own-claim,motives are grammatical-terministic not empirical-psychological
GM-00,P-GRAMMAR-VS-IDIOM,defines,C-UNIVERSAL-GRAMMAR-OPEN-IDIOM,philosophy-of-history-of-philosophy,1,17,burke-own-claim,position grounding the two-level distinction
GM-00,P-AMBIGUITY-AS-RESOURCE,contests,X-SYMBOLIC-LOGIC,dramatism,1,18,burke-own-claim,Burke vs logical-positivism on ambiguity
GM-00,P-COMMON-GROUND-TRANSFORMABILITY,defines,C-COMMON-GROUND-SUBSTANCE,dramatism,1,19,burke-own-claim,position grounding the transformability claim
GM-00,P-COMMON-GROUND-TRANSFORMABILITY,contests,X-METAPHYSICS-GRAND-STYLE,dramatism,1,22,burke-own-claim,refuses to causally privilege any one term as ancestor
GM-00,P-COMMON-GROUND-TRANSFORMABILITY,contests,X-NO-METAPHYSICS,dramatism,1,22,burke-own-claim,refuses the atomic-constituent reduction also
GM-00,P-PHILOSOPHIC-NOT-EMPIRICAL,contests,X-EMPIRICAL-MOTIVE-SCIENCE,dramatism,1,23,burke-own-claim,closing position-statement
GM-00,T-UNIVERSAL-VS-OPEN,qualifies,C-UNIVERSAL-GRAMMAR-OPEN-IDIOM,dramatism,1,17,burke-own-claim,tension in the two-level claim
GM-00,T-PLIANCY-VS-CRITIQUE,qualifies,C-PENTAD-OVERLAPS,dramatism,1,22,burke-own-claim,tension between pliancy-as-feature and pliancy-as-licensing-reductionism
GM-00,T-ACT-VS-MOTION,qualifies,C-ACT,dramatism,2,20,burke-own-claim,tension between grammatical-universality and substantive act/motion threshold
GM-00,T-DRAMATISM-AS-METAPHOR-OR-ONTOLOGY,qualifies,C-LANGUAGE-AS-MODE-OF-ACTION,dramatism,2,22,burke-own-claim,tension on whether dramatism is metaphor or ontology
GM-12,GM-12-MOORE,features,Act,,,486-489-498,exegetical-intra-volume,Moore's signature attentive observation is her characteristic act; trunk-as-act is chapter pivot
GM-12,GM-12-MOORE,features,Scene,,,488-491,exegetical-intra-volume,Descriptive material functions as scene-context for terminal act
GM-12,GM-12-MOORE,features,Agent,,,488-489-497,exegetical-intra-volume,Moore-as-poet plus scene-internal animal agents; Black Earth I-poem
GM-12,GM-12-MOORE,recessive-on,Agency,,,implicit-throughout,exegetical-intra-volume,Agency idiom largely absent from Moore's strategy
GM-12,GM-12-MOORE,recessive-on,Purpose,,,489-implicit,exegetical-intra-volume,Purpose appears only via appreciation-as-secular-glorification analog
GM-12,GM-12-MOORE,foregrounds,act-agent-ratio,,,486-498,exegetical-intra-volume,Signature attentive act diagnostic of Moore-as-agent
GM-12,GM-12-MOORE,foregrounds,scene-act-ratio,,,489-491,exegetical-intra-volume,Description as logical ground of assertive act in Spenser's Ireland
GM-12,GM-12-MOORE,foregrounds,scene-agent-ratio,,,488-494,exegetical-intra-volume,People's Surroundings + basilisk-in-basilica catalog of correspondences
GM-12,GM-12-MOORE,operationalizes,oeuvre-level-dramatism,,,programmatic-throughout,exegetical-intra-volume,Whole-body-of-work as analytic object; chapter's signature contribution
GM-12,GM-12-MOORE,methodologically-pairs-with,GM-10-KEATS,,,GM-12-485-GM-10-447,exegetical-intra-volume,GM-10 single-text + GM-12 oeuvre = two scales of dramatistic application
GM-12,GM-12-MOORE,exemplifies-trope,synecdoche,,,494,exegetical-intra-volume,Chasm-in-sea becomes sea-in-chasm; years subsume synecdochic reversibility
GM-12,GM-12-MOORE,anticipates,GM-13-TROPES,,,494-505,exegetical-intra-volume,Synecdochic reversibility worked here is theorized in GM-13
GM-12,GM-12-MOORE,redeploys-from,GM-04-SCENE,,,488-Burke-489,exegetical-intra-volume,Scene-as-materialism vocabulary applied at scene-as-poem-background
GM-12,GM-12-MOORE,redeploys-from,GM-05-AGENT,,,488-489,exegetical-intra-volume,Agent-as-idealism vocabulary applied at agent-as-poetic-speaker
GM-12,GM-12-MOORE,redeploys-from,GM-06-ACT,,,498,exegetical-intra-volume,Act-as-realism vocabulary applied at trunk-as-act; realism in its purity
GM-12,GM-12-MOORE,explicitly-sources,Henry-James-prefaces,,,489,exegetical-intra-volume,Burke names James as source of act/scene/agent in Moore reading
GM-12,GM-12-MOORE,quotes,Spoils-of-Poynton-preface,,,489,exegetical-intra-volume,James on appreciation as appropriation
GM-12,GM-12-MOORE,locates-in-period-with,T-S-Eliot,,,485-486,exegetical-intra-volume,Eliot's Selected-Poems introduction is Burke's framing source
GM-12,GM-12-MOORE,places-in-imagist-orbit,H-D,,,485-486,exegetical-intra-volume,Via Eliot citation
GM-12,GM-12-MOORE,parallels,William-Carlos-Williams,,,486,exegetical-intra-volume,Objectivist trade-name shared
GM-12,GM-12-MOORE,proportion-theory,Symbolism-Imagism-Objectivism,,,486-487,exegetical-intra-volume,Same ingredients in different proportions; load-bearing transferable
GM-12,Moore-strategy,is-substance-of,Moore-oeuvre,,,485-486,exegetical-intra-volume,Substance-as-strategy programmatic commitment
GM-12,appreciation-as-motive,redeems,complaint,,,489,exegetical-intra-volume,Burke's redemption-of-complaint claim
GM-12,appreciation-as-motive,secular-analog-of,glorification,,,489,exegetical-intra-volume,Closest secular equivalent to religious motive
GM-12,contractility,equates,style,,,498,exegetical-intra-volume,To-a-Snail compression = first grace of style
GM-12,contractility,equates,virtue,,,498,exegetical-intra-volume,Contractility as virtue alongside modesty
GM-12,jeopardy,context-of,contractility,,,499-500,exegetical-intra-volume,Pangolin / Bird-Witted; armored animals as thesaurus of protectivenesses
GM-12,withinness-of-withinness,instances-in,Four-Quartz-Crystal-Clocks,,,487,exegetical-intra-volume,Clocks-for-clocks; motives-behind-motives
GM-12,trunk-as-act,decodes-via,Black-Earth,,,497-498,exegetical-intra-volume,Smooth Gnarled Crape Myrtle readable only against Black Earth
GM-12,trunk-as-act,instances,objects-as-volitions,,,496-498,exegetical-intra-volume,Realism in its purity moment
GM-12,because-and-substitution,characterizes,Moore-objectivist-idiom,,,491,exegetical-intra-volume,Lyric causation rewritten as conjunction
GM-12,Spenser's-Ireland,exemplifies,scene-act-compositional-logic,,,489-490,exegetical-intra-volume,Descriptive material as scene for terminal lyric act
GM-12,Pangolin,opens-motif,armored-animals,,,500,exegetical-intra-volume,Another-armoured-animal as diagnostic incipit
GM-12,Paper-Nautilus,closes-volume,bondage-freedom-merger,,,502,exegetical-intra-volume,Hindered-to-succeed; poet-poem ↔ mother-young
GM-12,The-Fish,figures,synecdochic-reversibility,,,493-494,exegetical-intra-volume,Chasm-in-sea ↔ sea-in-chasm pivot
GM-12,Sojourn-in-the-Whale,prefigures-oppositionally,What-Are-Years,,,492-493,exegetical-intra-volume,Earlier defensive vs. later affirmative rising-water
GM-12,The-Plumet-Basilisk,exemplifies,scene-appropriate-to-agent,,,494,exegetical-intra-volume,Basilisk lives in basilica
GM-12,The-Jerboa,exemplifies,scene-appropriate-to-agent,,,494,exegetical-intra-volume,Honours-the-sand-by-assuming-its-colour
GM-12,An-Octopus,figures,objectivist-esthetic,,,495-496,exegetical-intra-volume,Glacier with relentless accuracy
GM-12,oeuvre-level-dramatism,template-for,player-corpus-analysis,,,GM-12-throughout,anticipatory-projection-dissertation,Player as Moore-oeuvre; PIM dimensions as native vocabulary
GM-12,oeuvre-level-dramatism,template-for,studio-corpus-analysis,,,GM-12-throughout,anticipatory-projection-dissertation,Studio releases as Moore-oeuvre; cross-title motif convergence
GM-12,oeuvre-level-dramatism,template-for,community-archive-analysis,,,GM-12-throughout,anticipatory-projection-dissertation,Forum/wiki/streamer-catalog corpora
GM-12,proportion-theory,template-for,game-studies-school-diagnosis,,,486-487,anticipatory-projection-dissertation,Ludology/narratology/proceduralism as ingredient-proportions not labels
GM-12,trunk-as-act,template-for,designer-late-condensed-system-reading,,,497-498,anticipatory-projection-dissertation,Read later condensed design through earlier overt expression
GM-12,scene-act-ratio,bridges-to,Rickert-ambient-rhetoric,,,489-491,anticipatory-projection-dissertation,Scene contains same quality as act = ambient co-actancy prefiguration
GM-12,scene-appropriate-to-agent,bridges-to,Uexkull-Umwelt,,,488-494,anticipatory-projection-dissertation-parallel,Species-specific perceptual worlds analog; not influence
GM-12,visible-invisible-relation,bridges-to,Aristotelian-phantasia,,,485,anticipatory-projection-dissertation,Power-of-the-visible-is-invisible as phantasia analog
GM-12,objects-as-volitions,bridges-to,Heidegger-energeia-reading,,,496-498,anticipatory-projection-dissertation,Thing-as-actuality not thing-as-stuff
GM-12,appreciation-as-motive,bridges-to,Burke-Rhetoric-1950-consubstantiation,,,489,pending-future-rhetoric-of-motives-pipeline,Appropriation/make-it-one's-own as identification precursor
GM-12,redemption-of-complaint,bridges-to,Gross-incipient-act-2017,,,489,anticipatory-projection-dissertation,Emotion arrested at threshold and transformed
GM-12,oeuvre-level-dramatism,bridges-to,Calleja-PIM-corpus-application,,,GM-12-throughout,anticipatory-projection-dissertation,Primary reciprocal dissertation bridge
GM-12,Coleridge-fancy,footnote-supports,butterfly-poem-reading,,,499-footnote,exegetical-intra-volume,Fancy as common-element-in-contrasted-images
GM-12,Wordsworth-ode,footnote-frames,Virginia-Britannia,,,500-footnote,exegetical-intra-volume,Intimation of glory as Wordsworthian close
GM-12,Verhaeren-clocks,footnote-contrasts-with,Moore-contemplative-clocks,,,495-footnote,exegetical-intra-volume,Ominous vs. contemplative clock-faces
GM-12,refutation-by-silence,opposes,eristic-dialectic,,,492,exegetical-intra-volume,Feminine non-disputational refusal as dialectical posture
GM-12,methodological-poems-Selected-Poems,dropped-from,What-Are-Years,,,502,exegetical-intra-volume,Burke's catalog of nine methodological poems Moore retired
GM-04,Materialism,features-as-locus,Scene,,,127-131,exegetical-burke-grammar-of-motives,"Burke's enumerated correspondence (book p.128): 'For the featuring of scene, the corresponding philosophic terminology is materialism.'"
GM-04,Hobbes,features-as-locus,Scene,,,132-137,exegetical-burke-grammar-of-motives,"Hobbes as 'most thorough and picturesque exemplar of a vocabulary systematically built on extension' (book p.132); reduces sense, imagination, will, passion to motion."
GM-04,Spinoza,features-as-locus,Scene,,,137-152,exegetical-burke-grammar-of-motives,Deus sive Natura = action equals motion (book p.137); the chapter's central interlocutor; Spinoza occupies a watershed scenic position.
GM-04,Darwin,features-as-locus,Scene,,,152-159,exegetical-burke-grammar-of-motives,"Conditions of Existence as higher law (book p.153); 'as nearly perfect an instance of materialism, or reduction to scene, as one could hope for.'"
GM-04,Lucretius,features-as-locus,Scene,,,159-160,exegetical-burke-grammar-of-motives,Atomic void and falling atoms as scenic ground; clinamen as pre-agentification of scene.
GM-04,Epicureanism,features-as-locus,Scene,,,159-160_163,exegetical-burke-grammar-of-motives,Atomic-and-void scene with chance-deviation; Burke's parallel-to-Darwinian-evolution reading.
GM-04,Stoicism,features-as-locus,Scene,,,160-161_165-169,exegetical-burke-grammar-of-motives,Cosmos-as-providential-plan; pronoia/Reason/Will-of-God as scenic ground; Aurelius and Epictetus as exemplar Stoics.
GM-04,Scene,maps-to-pim-dimension,Spatial,,,N/A,anticipatory-projection-dissertation,Primary Calleja-PIM mapping. Scene = bounded subjectively-constituted environment; same structural insight as Calleja's Spatial-involvement dimension.
GM-04,Scene,maps-to-pim-dimension,Kinesthetic,,,N/A,anticipatory-projection-dissertation,Secondary Calleja-PIM mapping. Body-in-space subdimension as scene-agent ratio at the player's micro-temporal phase.
GM-04,Scene,maps-to-uexkull-construct,Umwelt,,,N/A,anticipatory-projection-dissertation,STRONGEST anticipated cross-pipeline mapping. Burke containing-Scene and Uexkull Umwelt converge on motive-locus as bounded subjectively-constituted environment. Burke 1945 = 0 Uexkull hits per Phase 0.
GM-04,Scene,maps-to-uexkull-construct,Merkwelt+Wirkwelt,,,N/A,anticipatory-projection-dissertation,Burke's scene-as-given (perceived) and scene-as-acted-upon (effector) split corresponds to Uexkull's perceptual-world/effector-world distinction.
GM-04,Scene,awaits-ontological-grounding-in,In-der-Welt-sein,,,N/A,anticipatory-projection-dissertation,Heideggerian existential. Burke 1945 = 0 Heidegger hits per Phase 0; Macquarrie-Robinson translation of SZ = 1962. Via BCAP and Being-and-Time corpus indices.
GM-04,Scene,awaits-ontological-grounding-in,Befindlichkeit,,,N/A,anticipatory-projection-dissertation,Heideggerian situatedness/attunement; structural parallel to scene-as-containing-principle for action.
GM-04,Hobbes,reduces-to-motion,Sense,,,133,exegetical-burke-grammar-of-motives,Sense caused by external body or object pressing the organ; qualities are motions of matter pressing organs diversely.
GM-04,Hobbes,reduces-to-motion,Imagination,,,133-134,exegetical-burke-grammar-of-motives,Imagination as 'decaying sense' — a weaker motion; memory same motion further faded.
GM-04,Hobbes,reduces-to-motion,Reason,,,133-134,exegetical-burke-grammar-of-motives,Reason as 'sum total from addition of parcels'; the comptometer-model of mind.
GM-04,Hobbes,reduces-to-motion,Will,,,135,exegetical-burke-grammar-of-motives,Will = 'last appetite in deliberating'; mechanical triumph of stronger motion over weaker.
GM-04,Hobbes,reduces-to-motion,Passion,,,134-135,exegetical-burke-grammar-of-motives,Passions as appetite (horme) and aversion (aphorme); endeavor as the first internal beginning of voluntary motion.
GM-04,Hobbes,exhibits-symmetry-break-via,Act,,,135-137,exegetical-burke-grammar-of-motives,"Tactical re-emergence of 'action' under moral pressure; Hobbes speaks of will as 'the act, not the faculty, of willing.'"
GM-04,Spinoza,equates,Action_and_Motion,,,137,exegetical-burke-grammar-of-motives,Deus sive Natura read as 'action equals motion'; the watershed equation.
GM-04,Spinoza,introduces,Conatus,,,144-145,exegetical-burke-grammar-of-motives,Conatus in suo esse perseverandi as scenically-derived agent-equivalent; an internal motivational locus generated by limited application of the total-context definitions.
GM-04,Conatus,functions-as,Agent-equivalent,,,144-145,exegetical-burke-grammar-of-motives,Burke: 'This concept of the conatus performs the function regularly covered by our term agent.'
GM-04,Spinoza_natura_naturans,pairs-with,Spinoza_natura_naturata,,,140-141,exegetical-burke-grammar-of-motives,Active/passive partition of the scenic whole; primus inter pares pattern with active term foremost.
GM-04,Spinoza_geometry,exhibits,Scenic_contextualism,,,143-144,exegetical-burke-grammar-of-motives,'All determination is negation'; finite things as negations within positive total context.
GM-04,Spinozistic_intuition,is-derived-from,Reason,,,151-152,exegetical-burke-grammar-of-motives,Three kinds of knowledge: intuition derived from Reason hence still scenic; opposite of Bergsonian intuition.
GM-04,Spinoza,bridges,Theistic-to-naturalistic-vocabularies,,,138-139,exegetical-burke-grammar-of-motives,Pantheist merger of God and Nature provides perfect transition between vocabulary registers.
GM-04,Darwin_Conditions-of-Existence,exemplifies,Materialist-higher-law,,,153,exegetical-burke-grammar-of-motives,Darwin's own formulation of Conditions of Existence as 'higher law' subsuming Unity of Type.
GM-04,Darwin_variability,functions-as,Janus-term-between-scene-and-agent,,,157-158,exegetical-burke-grammar-of-motives,Allows two meanings: cause ab extra (scenic) vs internal principle of motion (agentic); productively ambiguous.
GM-04,Darwin_organism,is,Agent-minus,,,155-156,exegetical-burke-grammar-of-motives,Burke's Grammatical equivalent; organisms partially classed under agent because behavior must be accounted for by some internal principle of self-movement.
GM-04,Mivart,exerts-pressure-on,Darwinian-materialism,,,154-155,exegetical-burke-grammar-of-motives,Mivart posits 'internal force or tendency'; Darwin's minimum concession ('tendency to ordinary variability') marks where pressure of agent is visible.
GM-04,Mendel,contrasts-with,Darwin_as-idealoid-biology,,,156,exegetical-burke-grammar-of-motives,Mendelian inheritance laws apply to agents/agent-minuses; cloistered priest sees not selective competition but internal variation.
GM-04,Lucretius_clinamen,is,Pre-agentification-of-scene,,,159-160,exegetical-burke-grammar-of-motives,Atomic swerve as internal seed of action lodged in pure motion; gives scenic derivation for human freedom.
GM-04,Lucretius_clinamen,parallels,Darwin_variability,,,159,exegetical-burke-grammar-of-motives,Both perform 'pre-agentification of scene' function: an internal device for transcending sheer motion and opening toward action.
GM-04,Stoicism,bridges-to,Pragmatism,,,161,exegetical-burke-grammar-of-motives,Marcus Aurelius's moral utilitarianism builds the bridge 'from Providence to pragmatism' via agency-purpose ratio.
GM-04,Stoic_pronoia,is,Purposive-scene,,,161,exegetical-burke-grammar-of-motives,Nature equated with Providence/Reason/Will-of-God/strict logical Necessity; purposive cosmic scene.
GM-04,Epictetus_prokope,differs-from,Aurelius_prokope,,,166-168,exegetical-burke-grammar-of-motives,Slave-Stoic vs emperor-Stoic; ladder-from-spiritual-slavery vs voluntary-self-subjection; same word two scenic situations.
GM-04,Lucretius_De-Rerum-Natura,exhibits-cross-purposes-at,Rhetorical-and-Symbolic-levels,,,162-165,exegetical-burke-grammar-of-motives,Venus-invocation vs plague-ending; Mother-Venus/Mother-Earth/human-mother matrix; Poeni/Poenae pun.
GM-04,Marcus-Aurelius_sex-repression,reads-Reichian-as,Political-dispiriting-device,,,168-169,exegetical-burke-grammar-of-motives,Burke's Symbolic-level reading via Wilhelm Reich; sex-repression as scenic ground of imperial political stability.
GM-04,Stoic_transcendence-of-offal,is-symbolic-collapse-of,Transubstantiation-of-the-excremental,,,166,exegetical-burke-grammar-of-motives,Sudden bursts of hatred-of-the-flesh as Symbolic-plane collapse of the doctrine's panentheistic acceptance.
GM-04,Scene-act-ratio,operates-under,Materialist-construal,,,127-170,exegetical-burke-grammar-of-motives,The materialist version: the act follows mechanically from the scene; will is what the scenic balance of appetites tips toward.
GM-04,Scene-agent-ratio,operates-under,Materialist-construal,,,127-170,exegetical-burke-grammar-of-motives,"The materialist version: agent traits derivable from scenic ground (Hobbesian sovereignty, Darwinian variability, Spinozistic conatus)."
GM-04,Materialism,narrows,Circumference-of-scene,,,131,exegetical-burke-grammar-of-motives,'With materialism the circumference of scene is so narrowed as to involve the reduction of action to motion.'
GM-04,Scene,answers,Where-and-in-what-situation-question,,,127_xv,exegetical-burke-grammar-of-motives,The pentad question for Scene (from GM-00 Introduction recalled in chapter); fixed in chapter's operationalization.
GM-04,Spinoza_intellectual-love-of-God,remains,Scenic-despite-idealistic-edge,,,150-152,exegetical-burke-grammar-of-motives,Particulars understood sub specie aeternitatis = particulars in their total context = apex of scenic comprehension; not its abandonment.
GM-04,Hobbes_State-as-gigantic-man,projects,Scenic-into-political,,,132-133,exegetical-burke-grammar-of-motives,Body-politic mechanism extended from individual body to State; Coriolanus belly-and-members parable as literary counterpart.
GM-04,Scene,maps-to-dissertation,Game-world+room+social-context,,,N/A,anticipatory-projection-dissertation,"Dissertation game-user-motive analytic target: stack of layers (game-world, player's room, social/multiplayer/streaming context)."
GM-04,Pre-agentification-of-scene,maps-to-dissertation,Game-AI-and-procedural-systems,,,N/A,anticipatory-projection-dissertation,"Game-world AI, procedural generation, emergent NPC behavior, dynamic difficulty as pre-agentified scene; level behaves quasi-agentically without being discrete agent."
GM-04,Scenic-circumference,maps-to-dissertation,Game-studies-theory-boundary,,,N/A,anticipatory-projection-dissertation,Different game-studies theories draw player's relevant scene at different radii (screen alone / screen+controller / avatar's diegetic environment / player+room+audience).
GM-04,Scene,awaits-rhetoric-of-motives-modifier,Attitude,,,N/A,anticipatory-projection-future-pipeline,Forward-reference: Attitude as 6th pentad term will modify Scene operationalization via affective-coloring slot; maps to Calleja Affective dimension.
