source_id,relation,target_id,domain,centrality_tier,book_pages,provenance,source_units,notes,resolution_status
C-FEAST-OF-DISCOURSE,bodily-discursive-juncture,TV-SOCRATIC-TRANSCENDENCE,dialectic,2,424,burke,GM-09,food-love-hunger cluster at the roots of purpose,heuristic-pending-3A
C-VERBAL-INSEMINATION,modern-echo,yeats-annunciation,dialectic,2,425,burke,GM-09,Mary's conception through-the-hollow-of-an-ear,heuristic-pending-3A
C-CORRUPTOR-OF-YOUTH,transcendental-reading,C-SOCRATES-AS-SCAPEGOAT,dialectic,1,427,burke,GM-09,corruption = transcendence of tribal-biological order,heuristic-pending-3A
C-SOCRATES-AS-SCAPEGOAT,joins,TV-DIALECTIC-OF-SCAPEGOAT,dialectic,1,427,burke,GM-09,principal interlock: scapegoat operating on theorist of transcendence,heuristic-pending-3A
C-SOCRATES-AS-SCAPEGOAT,joins,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,427,burke,GM-09,Socrates dies that Plato and Aristotle might live,heuristic-pending-3A
C-PHAEDRUS-REPUBLIC-LAWS-SERIES,worked-historical-series,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,427,burke,GM-09,dissolution -> idealistic reclamation -> Benthamite legislation,heuristic-pending-3A
C-MATHEMATICS-AS-DIALECTIC,instances,TV-SOCRATIC-TRANSCENDENCE,dialectic,2,429,burke,GM-09,Platonist movement from imagery to imagery-transcendence,heuristic-pending-3A
C-TITLE-OF-TITLES,limit-of,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,429,burke,GM-09,perfect god-term; Faraday's unified-energy formula,heuristic-pending-3A
C-TITLE-OF-TITLES,objected-to-by,galileo-rebuke,dialectic,2,430,burke,GM-09,explaining everything explains nothing,heuristic-pending-3A
TV-TEMPORIZING-OF-ESSENCE,KEY-apparatus-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,430,burke,GM-09,pun on sequence: logical prior expressible as temporal prior,heuristic-pending-3A
TV-TEMPORIZING-OF-ESSENCE,convertibility,historicist-essentialist,dialectic,1,430,burke,GM-09,historicist and essentialist vocabularies mutually convertible,heuristic-pending-3A
C-GROWING-OUT-OF,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,2,431,burke,GM-09,Neurath's derived-from satisfies both temporalist and essentialist,heuristic-pending-3A
C-PRIMAL-HORDE,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,431,burke,GM-09,Freud's historicist vocabulary forced by Darwinism; underlying claim essential,heuristic-pending-3A
C-MENO-INNATE-KNOWLEDGE,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,432,burke,GM-09,Plato's recollection-doctrine as storial way of stating essential knowledge,heuristic-pending-3A
C-ORIGINAL-SIN-CONVERTIBLE,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,2,432,burke,GM-09,historical-legendary translates to essential-sin,heuristic-pending-3A
C-PEER-GYNT-AS-TIME-ESSENCE,worked-case-of,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,433,burke,GM-09,Peer's search for true self as going-back to maternal origin,heuristic-pending-3A
C-PEER-GYNT-AS-TIME-ESSENCE,christ-child-pattern,C-SCAPEGOAT,dialectic,2,434,burke,GM-09,Peer ends as Christ-child via Solveig as Virgin Mother,heuristic-pending-3A
C-INSOFAR-TEMPORIZING,rhetorical-level,TV-TEMPORIZING-OF-ESSENCE,dialectic,2,439,burke,GM-09,categorical convictions function as day-by-day alliances,heuristic-pending-3A
TV-DISSOLUTION-OF-DRAMA,limit-condition-of,burke-dramatism,dialectic,1,440,burke,GM-09,dramatism contains point at which it abolishes itself,heuristic-pending-3A
TV-DISSOLUTION-OF-DRAMA,four-paths,C-DISSOLUTION-OF-DRAMA,dialectic,1,441,burke,GM-09,act-to-lyric / action-to-motion / philosophies-of-dramatism / super-drama,heuristic-pending-3A
C-DRAMATISM-ABOLISHES-ITSELF,paradox-of,burke-pentad,pentad,1,441,burke,GM-09,principles of development cannot themselves develop,heuristic-pending-3A
C-NEO-LIBERAL-IDEAL,closing-attitude-of,burke-grammar,dialectic,1,441,burke,GM-09,linguistic skepticism = linguistic appreciation,heuristic-pending-3A
C-PURIFICATION-OF-WAR,ethical-purpose-of,burke-grammar,dialectic,1,442,burke,GM-09,overarching aim: tolerance via speculation,heuristic-pending-3A
C-NEO-LIBERAL-IDEAL,tempered-between,dissipation-and-fanaticism,dialectic,1,442,burke,GM-09,avoiding local opportunism and one-terminology imperialism,heuristic-pending-3A
C-ATTITUDE-AS-SIXTH-TERM,addendum-extends,burke-pentad,pentad,1,443,burke,GM-09,1962 addendum: scene-attitude ratio and agent-attitude ratio,heuristic-pending-3A
C-ATTITUDE-AS-SIXTH-TERM,forward-anchor,burke-rhetoric-of-motives,pentad,1,443,burke,GM-09,explicit forward-anchor to Rhetoric of Motives,heuristic-pending-3A
C-RATIO-ORDER-MATTERS,addendum-clarifies,burke-ratios,pentad,1,443,burke,GM-09,scene-act vs act-scene by order of terms,heuristic-pending-3A
C-RATIOS-AS-ANALOGIES,addendum-defines,burke-ratios,pentad,1,444,burke,GM-09,nature of act is implicit / analogously present in nature of scene,heuristic-pending-3A
GM-09-DIALECTIC-GEN,exegetical-bridge-to,aristotle-complete-works,cross-pipeline,1,410,burke,GM-09,direct citation of Aristotle's per-genus-et-differentiam definition,heuristic-pending-3A
GM-09-DIALECTIC-GEN,anticipatory-bridge-to,calleja-in-game,cross-pipeline,2,403,burke,GM-09,incorporation-as-merger; Calleja=0 Burke and Burke=0 Calleja,heuristic-pending-3A
GM-09-DIALECTIC-GEN,anticipatory-bridge-to,heidegger-bcap,cross-pipeline,2,430,burke,GM-09,temporizing of essence parallel to Heideggerian Gewesenheit (parallel-discovery),heuristic-pending-3A
GM-09-DIALECTIC-GEN,anticipatory-bridge-to,uexkull-foray,cross-pipeline,3,411,burke,GM-09,Neurath synusia as closest in-text approach to Umwelt,heuristic-pending-3A
GM-09-DIALECTIC-GEN,forward-anchor-to,burke-rhetoric-of-motives,cross-pipeline,1,443,burke,GM-09,Attitude addendum + identification implicit in scapegoat subsection,heuristic-pending-3A
C-DRAMATISM,defines,C-PENTAD,dramatism,1,15,burke-own-claim,GM-00,pentad as generating-principle of the dramatistic method,heuristic-pending-3A
C-PENTAD,defines,C-ACT,dramatism,1,15,burke-own-claim,GM-00,Act named as one of five key terms,heuristic-pending-3A
C-PENTAD,defines,C-SCENE,dramatism,1,15,burke-own-claim,GM-00,Scene named as one of five key terms,heuristic-pending-3A
C-PENTAD,defines,C-AGENT,dramatism,1,15,burke-own-claim,GM-00,Agent named as one of five key terms,heuristic-pending-3A
C-PENTAD,defines,C-AGENCY,dramatism,1,15,burke-own-claim,GM-00,Agency named as one of five key terms,heuristic-pending-3A
C-PENTAD,defines,C-PURPOSE,dramatism,1,15,burke-own-claim,GM-00,Purpose named as one of five key terms,heuristic-pending-3A
C-ACT,glosses-question,Q-WHAT-WAS-DONE,dramatism,1,15,burke-own-claim,GM-00,Act answers 'what was done?',heuristic-pending-3A
C-SCENE,glosses-question,Q-WHEN-WHERE,dramatism,1,15,burke-own-claim,GM-00,Scene answers 'when or where was it done?',heuristic-pending-3A
C-AGENT,glosses-question,Q-WHO,dramatism,1,15,burke-own-claim,GM-00,Agent answers 'who did it?',heuristic-pending-3A
C-AGENCY,glosses-question,Q-HOW,dramatism,1,15,burke-own-claim,GM-00,Agency answers 'how he did it?',heuristic-pending-3A
C-PURPOSE,glosses-question,Q-WHY,dramatism,1,15,burke-own-claim,GM-00,Purpose answers 'why?',heuristic-pending-3A
C-AGENT,defines,C-CO-AGENT,dramatism,2,19,burke-own-claim,GM-00,Agent subdivides into co-agents (friends),heuristic-pending-3A
C-AGENT,defines,C-COUNTER-AGENT,dramatism,2,19,burke-own-claim,GM-00,Agent subdivides into counter-agents (enemies),heuristic-pending-3A
C-DRAMATISM,defines,C-GRAMMAR-OF-MOTIVES,dramatism,1,16,burke-own-claim,GM-00,Grammar of motives = concern with terms alone,heuristic-pending-3A
C-GRAMMAR-OF-MOTIVES,contests,C-PHILOSOPHIC-IDIOM,philosophy-of-history-of-philosophy,1,17,burke-own-claim,GM-00,Grammar/idiom is the two-level signature distinction,heuristic-pending-3A
C-PHILOSOPHIC-IDIOM,instances-in-text,C-SCENE,philosophy-of-history-of-philosophy,1,17,burke-own-claim,GM-00,God/nature/environment/history/means-of-production as substitutions for Scene,heuristic-pending-3A
C-GRAMMAR-OF-MOTIVES,defines,C-CASUISTRY,dramatism,2,17,burke-own-claim,GM-00,philosophies are casuistries applying grammatical principles to temporal situations,heuristic-pending-3A
C-CASUISTRY,instances-in-text,C-PHILOSOPHIC-IDIOM,philosophy-of-history-of-philosophy,2,17,burke-own-claim,GM-00,each philosophic idiom is a casuistry,heuristic-pending-3A
C-UNIVERSAL-GRAMMAR-OPEN-IDIOM,defines,C-GRAMMAR-OF-MOTIVES,dramatism,1,17,burke-own-claim,GM-00,grammatical principles claim universal validity,heuristic-pending-3A
C-UNIVERSAL-GRAMMAR-OPEN-IDIOM,qualifies,C-PHILOSOPHIC-IDIOM,philosophy-of-history-of-philosophy,1,17,burke-own-claim,GM-00,philosophic idioms are open to question (not universal),heuristic-pending-3A
C-AMBIGUITY-AS-RESOURCE,contests,X-SYMBOLIC-LOGIC,dramatism,1,18,burke-own-claim,GM-00,Burke against logical positivism's no-ambiguity ideal,heuristic-pending-3A
C-AMBIGUITY-AS-RESOURCE,defines,C-GREAT-CENTRAL-MOLTENNESS,dramatism,1,19,burke-own-claim,GM-00,ambiguity-areas are where transformations take place,heuristic-pending-3A
C-GREAT-CENTRAL-MOLTENNESS,defines,C-COMMON-GROUND-SUBSTANCE,dramatism,1,19,burke-own-claim,GM-00,distinctions arise out of common ground,heuristic-pending-3A
C-COMMON-GROUND-SUBSTANCE,defines,C-PENTAD-OVERLAPS,dramatism,1,19,burke-own-claim,GM-00,participation in common substance makes for transformability,heuristic-pending-3A
C-COMMON-GROUND-SUBSTANCE,defines,C-CONSUBSTANTIAL,dramatism,2,19,burke-own-claim,GM-00,A becomes consubstantial with non-A via descent to logical-substance ground,heuristic-pending-3A
C-CONSUBSTANTIAL,bridges-to-pipeline,P-RHET-IDENTIFICATION,rhetorical-theory,2,19,burke-own-claim,GM-00,proto-consubstantiation seed for forward Rhetoric of Motives pipeline,heuristic-pending-3A
C-PENTAD-OVERLAPS,defines,C-FINGERS-PALM,dramatism,2,22,burke-own-claim,GM-00,fingers-and-palm figure for pentad-overlap,heuristic-pending-3A
C-FINGERS-PALM,extends,C-GREAT-CENTRAL-MOLTENNESS,dramatism,2,22,burke-own-claim,GM-00,second pentad-relational metaphor extending the moltenness figure,heuristic-pending-3A
C-WAKES-OF-LAUNCHES,defines,C-PENTAD-AS-GENERATING-PRINCIPLE,dramatism,2,16,burke-own-claim,GM-00,Road to Victory aerial photo as opening figure for generating-principle,heuristic-pending-3A
C-PENTAD-AS-GENERATING-PRINCIPLE,defines,C-PENTAD,dramatism,1,16,burke-own-claim,GM-00,pentad as generating principle is the structural characterization,heuristic-pending-3A
C-PENTAD-SUBSTITUTION,instances-in-text,C-PENTAD-OVERLAPS,dramatism,1,20,burke-own-claim,GM-00,pentad-substitution works because of the overlaps,heuristic-pending-3A
C-PENTAD-SUBSTITUTION,instances-in-text,L-HERO-FILE,dramatism,1,20,burke-own-claim,GM-00,hero-villain-file is the fullest worked pentad-substitution,heuristic-pending-3A
L-HERO-FILE,defines,C-CASUISTIC-LOCATION,dramatism,1,20,burke-own-claim,GM-00,four casuistic locations demonstrated (agent/scene/co-agent/counter-agent),heuristic-pending-3A
C-CASUISTIC-LOCATION,instances-in-text,I-CHRISTIAN-HERETICS,dramatism,2,20,burke-own-claim,GM-00,heretical-Judas worship as counter-agent location,heuristic-pending-3A
C-CASUISTIC-LOCATION,cites,I-ENGELS,dramatism,2,21,burke-own-claim,GM-00,Engels Anti-Duhring slavery passage as secular counter-agent reduction,heuristic-pending-3A
C-CASUISTIC-LOCATION,cites,I-DEWEY,dramatism,2,21,burke-own-claim,GM-00,Dewey-pragmatist agency reduction as fourth casuistic location,heuristic-pending-3A
C-CASUISTIC-LOCATION,cites,I-MEAD,dramatism,2,21,burke-own-claim,GM-00,Mead's philosophy of the act as Act-titular reduction,heuristic-pending-3A
I-DEWEY,features-as-locus,C-AGENCY,philosophy-of-history-of-philosophy,1,21,burke-own-claim,GM-00,Dewey foregrounds intelligence as instrument (agency embodied in scientific method),heuristic-pending-3A
I-MEAD,features-as-locus,C-ACT,philosophy-of-history-of-philosophy,1,21,burke-own-claim,GM-00,Mead names his pragmatism a philosophy of the act,heuristic-pending-3A
I-DEWEY,glosses,C-SCENE,philosophy-of-history-of-philosophy,2,21,burke-own-claim,GM-00,Dewey: experience and nature as continuity (act/scene equivalents),heuristic-pending-3A
X-METAPHYSICS-GRAND-STYLE,extends,C-PENTAD-OVERLAPS,philosophy-of-history-of-philosophy,2,22,burke-own-claim,GM-00,grand-style metaphysics exploits pentad-pliancy via reduction-to-one,heuristic-pending-3A
C-METAPHYSICAL-REDUCTION-TO-ONE,instances-in-text,X-METAPHYSICS-GRAND-STYLE,philosophy-of-history-of-philosophy,2,22,burke-own-claim,GM-00,being-in-general/action-in-general/motion-in-general as titular over-all terms,heuristic-pending-3A
C-NO-METAPHYSICS-IMPLICIT,contests,C-METAPHYSICAL-REDUCTION-TO-ONE,philosophy-of-history-of-philosophy,2,22,burke-own-claim,GM-00,No-Metaphysics is the atomic-constituent variant (X is nothing but Y),heuristic-pending-3A
C-DRAMATISM,qualifies,C-METAPHYSICAL-REDUCTION-TO-ONE,dramatism,1,22,burke-own-claim,GM-00,dramatism makes pliancy explicit and refuses to causally privilege any one term,heuristic-pending-3A
C-DRAMATISM,defines,C-LANGUAGE-AS-MODE-OF-ACTION,dramatism,1,22,burke-own-claim,GM-00,dramatism's core: language and thought primarily as modes of action,heuristic-pending-3A
C-DRAMATISM,defines,C-SYNOPTIC-PLACEMENT,dramatism,2,22,burke-own-claim,GM-00,synoptic = system-of-placement (not historical universal-survey),heuristic-pending-3A
C-SYNOPTIC-PLACEMENT,contests,X-EMPIRICAL-MOTIVE-SCIENCE,dramatism,1,23,burke-own-claim,GM-00,system-of-placement vs empirical motivational science,heuristic-pending-3A
C-DRAMATISM,defines,C-PHILOSOPHIC-NOT-EMPIRICAL,dramatism,1,23,burke-own-claim,GM-00,motivation is philosophic not empirical-scientific,heuristic-pending-3A
C-PHILOSOPHIC-NOT-EMPIRICAL,contests,I-BEHAVIORISTS,dramatism,1,20,burke-own-claim,GM-00,behaviorist stimulus-response = sheer motion not act,heuristic-pending-3A
C-PHILOSOPHIC-NOT-EMPIRICAL,contests,X-EMPIRICAL-MOTIVE-SCIENCE,dramatism,1,23,burke-own-claim,GM-00,closing programmatic statement,heuristic-pending-3A
C-DRAMATISM,extends,C-HUMAN-BARNYARD,dramatism,3,17,burke-own-claim,GM-00,project origin in theory of comedy,heuristic-pending-3A
C-HUMAN-BARNYARD,defines,C-TRILOGY-PLAN,dramatism,2,18,burke-own-claim,GM-00,Grammar/Rhetoric/Symbolic three-volume program,heuristic-pending-3A
C-TRILOGY-PLAN,bridges-to-pipeline,P-RHET-OF-MOTIVES,rhetorical-theory,2,18,burke-own-claim,GM-00,Rhetoric of Motives 1950 is the named second volume,heuristic-pending-3A
C-TRILOGY-PLAN,bridges-to-pipeline,P-SYMBOLIC-OF-MOTIVES,rhetorical-theory,3,18,burke-own-claim,GM-00,Symbolic of Motives (eventually War of Words 2018) is the third volume,heuristic-pending-3A
C-ACT,maps-to-pim-dimension,PIM-LUDIC-NARRATIVE-KIN,game-studies,1,15,anticipatory-projection,GM-00,Act maps to Ludic+Narrative+Kinesthetic,heuristic-pending-3A
C-SCENE,maps-to-pim-dimension,PIM-SPATIAL-KIN,game-studies,1,15,anticipatory-projection,GM-00,Scene maps to Spatial+Kinesthetic,heuristic-pending-3A
C-AGENT,maps-to-pim-dimension,PIM-SHARED,game-studies,1,15,anticipatory-projection,GM-00,Agent maps to Shared (+avatar question),heuristic-pending-3A
C-AGENCY,maps-to-pim-dimension,PIM-KIN-LUD,game-studies,1,15,anticipatory-projection,GM-00,Agency maps to Kinesthetic(controls)+Ludic(rules-as-means),heuristic-pending-3A
C-PURPOSE,maps-to-pim-dimension,PIM-LUD-NAR-AFF,game-studies,1,15,anticipatory-projection,GM-00,Purpose maps to Ludic-goals+Narrative-arc+Affective-regulation,heuristic-pending-3A
C-ACT,awaits-ontological-grounding-in,ARIST-ENERGEIA-DYNAMIS,exegetical-bridge,1,15,exegetical-direct,GM-00,Act = Aristotelian energeia/dynamis via Burke GM-06 (forward reference),heuristic-pending-3A
C-SCENE,awaits-ontological-grounding-in,HEID-IN-DER-WELT-SEIN,exegetical-bridge,1,15,anticipatory-projection,GM-00,Scene anticipated to Heideggerian In-der-Welt-sein (no exegetical access in Burke 1945),heuristic-pending-3A
C-AGENT,awaits-ontological-grounding-in,HEID-DASEIN,exegetical-bridge,2,15,anticipatory-projection,GM-00,Agent anticipated to Dasein (anticipatory only),heuristic-pending-3A
C-AGENCY,awaits-ontological-grounding-in,ARIST-TECHNE,exegetical-bridge,2,15,anticipatory-projection,GM-00,Agency anticipated to Aristotelian techne (anticipatory),heuristic-pending-3A
C-PURPOSE,awaits-ontological-grounding-in,ARIST-TELOS,exegetical-bridge,1,15,anticipatory-projection,GM-00,Purpose anticipated to Aristotelian telos + Heideggerian Worumwillen,heuristic-pending-3A
C-SCENE,maps-to-uexkull-construct,UEX-UMWELT,exegetical-bridge,1,15,anticipatory-projection,GM-00,Scene parallels Uexkullian Umwelt (Layer C strongest convergence),heuristic-pending-3A
C-ACT,maps-to-uexkull-construct,UEX-WIRKMAL,exegetical-bridge,2,15,anticipatory-projection,GM-00,Act parallels Wirkmal-actualization in Funktionskreis,heuristic-pending-3A
C-AGENT,maps-to-uexkull-construct,UEX-INNENWELT,exegetical-bridge,2,15,anticipatory-projection,GM-00,Agent parallels subject-of-functional-circle (Innenwelt),heuristic-pending-3A
P-PENTAD-GRAMMATICAL,contests,I-BEHAVIORISTS,dramatism,1,20,burke-own-claim,GM-00,motives are grammatical-terministic not empirical-psychological,heuristic-pending-3A
P-GRAMMAR-VS-IDIOM,defines,C-UNIVERSAL-GRAMMAR-OPEN-IDIOM,philosophy-of-history-of-philosophy,1,17,burke-own-claim,GM-00,position grounding the two-level distinction,heuristic-pending-3A
P-AMBIGUITY-AS-RESOURCE,contests,X-SYMBOLIC-LOGIC,dramatism,1,18,burke-own-claim,GM-00,Burke vs logical-positivism on ambiguity,heuristic-pending-3A
P-COMMON-GROUND-TRANSFORMABILITY,defines,C-COMMON-GROUND-SUBSTANCE,dramatism,1,19,burke-own-claim,GM-00,position grounding the transformability claim,heuristic-pending-3A
P-COMMON-GROUND-TRANSFORMABILITY,contests,X-METAPHYSICS-GRAND-STYLE,dramatism,1,22,burke-own-claim,GM-00,refuses to causally privilege any one term as ancestor,heuristic-pending-3A
P-COMMON-GROUND-TRANSFORMABILITY,contests,X-NO-METAPHYSICS,dramatism,1,22,burke-own-claim,GM-00,refuses the atomic-constituent reduction also,heuristic-pending-3A
P-PHILOSOPHIC-NOT-EMPIRICAL,contests,X-EMPIRICAL-MOTIVE-SCIENCE,dramatism,1,23,burke-own-claim,GM-00,closing position-statement,heuristic-pending-3A
T-UNIVERSAL-VS-OPEN,qualifies,C-UNIVERSAL-GRAMMAR-OPEN-IDIOM,dramatism,1,17,burke-own-claim,GM-00,tension in the two-level claim,heuristic-pending-3A
T-PLIANCY-VS-CRITIQUE,qualifies,C-PENTAD-OVERLAPS,dramatism,1,22,burke-own-claim,GM-00,tension between pliancy-as-feature and pliancy-as-licensing-reductionism,heuristic-pending-3A
T-ACT-VS-MOTION,qualifies,C-ACT,dramatism,2,20,burke-own-claim,GM-00,tension between grammatical-universality and substantive act/motion threshold,heuristic-pending-3A
T-DRAMATISM-AS-METAPHOR-OR-ONTOLOGY,qualifies,C-LANGUAGE-AS-MODE-OF-ACTION,dramatism,2,22,burke-own-claim,GM-00,tension on whether dramatism is metaphor or ontology,heuristic-pending-3A
GM-12-MOORE,features,Act,,,486-489-498,exegetical-intra-volume,GM-12,Moore's signature attentive observation is her characteristic act; trunk-as-act is chapter pivot,heuristic-pending-3A
GM-12-MOORE,features,Scene,,,488-491,exegetical-intra-volume,GM-12,Descriptive material functions as scene-context for terminal act,heuristic-pending-3A
GM-12-MOORE,features,Agent,,,488-489-497,exegetical-intra-volume,GM-12,Moore-as-poet plus scene-internal animal agents; Black Earth I-poem,heuristic-pending-3A
GM-12-MOORE,recessive-on,Agency,,,implicit-throughout,exegetical-intra-volume,GM-12,Agency idiom largely absent from Moore's strategy,heuristic-pending-3A
GM-12-MOORE,recessive-on,Purpose,,,489-implicit,exegetical-intra-volume,GM-12,Purpose appears only via appreciation-as-secular-glorification analog,heuristic-pending-3A
GM-12-MOORE,foregrounds,act-agent-ratio,,,486-498,exegetical-intra-volume,GM-12,Signature attentive act diagnostic of Moore-as-agent,heuristic-pending-3A
GM-12-MOORE,foregrounds,scene-act-ratio,,,489-491,exegetical-intra-volume,GM-12,Description as logical ground of assertive act in Spenser's Ireland,heuristic-pending-3A
GM-12-MOORE,foregrounds,scene-agent-ratio,,,488-494,exegetical-intra-volume,GM-12,People's Surroundings + basilisk-in-basilica catalog of correspondences,heuristic-pending-3A
GM-12-MOORE,operationalizes,oeuvre-level-dramatism,,,programmatic-throughout,exegetical-intra-volume,GM-12,Whole-body-of-work as analytic object; chapter's signature contribution,heuristic-pending-3A
GM-12-MOORE,methodologically-pairs-with,GM-10-KEATS,,,GM-12-485-GM-10-447,exegetical-intra-volume,GM-12,GM-10 single-text + GM-12 oeuvre = two scales of dramatistic application,heuristic-pending-3A
GM-12-MOORE,exemplifies-trope,synecdoche,,,494,exegetical-intra-volume,GM-12,Chasm-in-sea becomes sea-in-chasm; years subsume synecdochic reversibility,heuristic-pending-3A
GM-12-MOORE,anticipates,GM-13-TROPES,,,494-505,exegetical-intra-volume,GM-12,Synecdochic reversibility worked here is theorized in GM-13,heuristic-pending-3A
GM-12-MOORE,redeploys-from,GM-04-SCENE,,,488-Burke-489,exegetical-intra-volume,GM-12,Scene-as-materialism vocabulary applied at scene-as-poem-background,heuristic-pending-3A
GM-12-MOORE,redeploys-from,GM-05-AGENT,,,488-489,exegetical-intra-volume,GM-12,Agent-as-idealism vocabulary applied at agent-as-poetic-speaker,heuristic-pending-3A
GM-12-MOORE,redeploys-from,GM-06-ACT,,,498,exegetical-intra-volume,GM-12,Act-as-realism vocabulary applied at trunk-as-act; realism in its purity,heuristic-pending-3A
GM-12-MOORE,explicitly-sources,Henry-James-prefaces,,,489,exegetical-intra-volume,GM-12,Burke names James as source of act/scene/agent in Moore reading,heuristic-pending-3A
GM-12-MOORE,quotes,Spoils-of-Poynton-preface,,,489,exegetical-intra-volume,GM-12,James on appreciation as appropriation,heuristic-pending-3A
GM-12-MOORE,locates-in-period-with,T-S-Eliot,,,485-486,exegetical-intra-volume,GM-12,Eliot's Selected-Poems introduction is Burke's framing source,heuristic-pending-3A
GM-12-MOORE,places-in-imagist-orbit,H-D,,,485-486,exegetical-intra-volume,GM-12,Via Eliot citation,heuristic-pending-3A
GM-12-MOORE,parallels,William-Carlos-Williams,,,486,exegetical-intra-volume,GM-12,Objectivist trade-name shared,heuristic-pending-3A
GM-12-MOORE,proportion-theory,Symbolism-Imagism-Objectivism,,,486-487,exegetical-intra-volume,GM-12,Same ingredients in different proportions; load-bearing transferable,heuristic-pending-3A
Moore-strategy,is-substance-of,Moore-oeuvre,,,485-486,exegetical-intra-volume,GM-12,Substance-as-strategy programmatic commitment,heuristic-pending-3A
appreciation-as-motive,redeems,complaint,,,489,exegetical-intra-volume,GM-12,Burke's redemption-of-complaint claim,heuristic-pending-3A
appreciation-as-motive,secular-analog-of,glorification,,,489,exegetical-intra-volume,GM-12,Closest secular equivalent to religious motive,heuristic-pending-3A
contractility,equates,style,,,498,exegetical-intra-volume,GM-12,To-a-Snail compression = first grace of style,heuristic-pending-3A
contractility,equates,virtue,,,498,exegetical-intra-volume,GM-12,Contractility as virtue alongside modesty,heuristic-pending-3A
jeopardy,context-of,contractility,,,499-500,exegetical-intra-volume,GM-12,Pangolin / Bird-Witted; armored animals as thesaurus of protectivenesses,heuristic-pending-3A
withinness-of-withinness,instances-in,Four-Quartz-Crystal-Clocks,,,487,exegetical-intra-volume,GM-12,Clocks-for-clocks; motives-behind-motives,heuristic-pending-3A
trunk-as-act,decodes-via,Black-Earth,,,497-498,exegetical-intra-volume,GM-12,Smooth Gnarled Crape Myrtle readable only against Black Earth,heuristic-pending-3A
trunk-as-act,instances,objects-as-volitions,,,496-498,exegetical-intra-volume,GM-12,Realism in its purity moment,heuristic-pending-3A
because-and-substitution,characterizes,Moore-objectivist-idiom,,,491,exegetical-intra-volume,GM-12,Lyric causation rewritten as conjunction,heuristic-pending-3A
Spenser's-Ireland,exemplifies,scene-act-compositional-logic,,,489-490,exegetical-intra-volume,GM-12,Descriptive material as scene for terminal lyric act,heuristic-pending-3A
Pangolin,opens-motif,armored-animals,,,500,exegetical-intra-volume,GM-12,Another-armoured-animal as diagnostic incipit,heuristic-pending-3A
Paper-Nautilus,closes-volume,bondage-freedom-merger,,,502,exegetical-intra-volume,GM-12,Hindered-to-succeed; poet-poem ↔ mother-young,heuristic-pending-3A
The-Fish,figures,synecdochic-reversibility,,,493-494,exegetical-intra-volume,GM-12,Chasm-in-sea ↔ sea-in-chasm pivot,heuristic-pending-3A
Sojourn-in-the-Whale,prefigures-oppositionally,What-Are-Years,,,492-493,exegetical-intra-volume,GM-12,Earlier defensive vs. later affirmative rising-water,heuristic-pending-3A
The-Plumet-Basilisk,exemplifies,scene-appropriate-to-agent,,,494,exegetical-intra-volume,GM-12,Basilisk lives in basilica,heuristic-pending-3A
The-Jerboa,exemplifies,scene-appropriate-to-agent,,,494,exegetical-intra-volume,GM-12,Honours-the-sand-by-assuming-its-colour,heuristic-pending-3A
An-Octopus,figures,objectivist-esthetic,,,495-496,exegetical-intra-volume,GM-12,Glacier with relentless accuracy,heuristic-pending-3A
oeuvre-level-dramatism,template-for,player-corpus-analysis,,,GM-12-throughout,anticipatory-projection-dissertation,GM-12,Player as Moore-oeuvre; PIM dimensions as native vocabulary,heuristic-pending-3A
oeuvre-level-dramatism,template-for,studio-corpus-analysis,,,GM-12-throughout,anticipatory-projection-dissertation,GM-12,Studio releases as Moore-oeuvre; cross-title motif convergence,heuristic-pending-3A
oeuvre-level-dramatism,template-for,community-archive-analysis,,,GM-12-throughout,anticipatory-projection-dissertation,GM-12,Forum/wiki/streamer-catalog corpora,heuristic-pending-3A
proportion-theory,template-for,game-studies-school-diagnosis,,,486-487,anticipatory-projection-dissertation,GM-12,Ludology/narratology/proceduralism as ingredient-proportions not labels,heuristic-pending-3A
trunk-as-act,template-for,designer-late-condensed-system-reading,,,497-498,anticipatory-projection-dissertation,GM-12,Read later condensed design through earlier overt expression,heuristic-pending-3A
scene-act-ratio,bridges-to,Rickert-ambient-rhetoric,,,489-491,anticipatory-projection-dissertation,GM-12,Scene contains same quality as act = ambient co-actancy prefiguration,heuristic-pending-3A
scene-appropriate-to-agent,bridges-to,Uexkull-Umwelt,,,488-494,anticipatory-projection-dissertation-parallel,GM-12,Species-specific perceptual worlds analog; not influence,heuristic-pending-3A
visible-invisible-relation,bridges-to,Aristotelian-phantasia,,,485,anticipatory-projection-dissertation,GM-12,Power-of-the-visible-is-invisible as phantasia analog,heuristic-pending-3A
objects-as-volitions,bridges-to,Heidegger-energeia-reading,,,496-498,anticipatory-projection-dissertation,GM-12,Thing-as-actuality not thing-as-stuff,heuristic-pending-3A
