subject,stimulus,variant,start_s,end_s,duration_s,n_samples,kind,resolvable
S02,INT,asis,188.026,188.359,0.332999999999,1,blink,False
S02,INT,asis,198.404,198.737,0.332999999999,1,blink,False
S02,INT,asis,204.782,205.115,0.332999999999,1,blink,False
S02,INT,asis,222.493,222.826,0.332999999999,1,blink,False
S02,INT,asis,226.867,227.2,0.332999999999,1,blink,False
S02,INT,asis,228.207,228.54,0.332999999999,1,blink,False
S02,INT,asis,237.899,238.232,0.332999999999,1,blink,False
S02,INT,asis,248.597,248.93,0.332999999999,1,blink,False
S02,INT,asis,249.93,250.263,0.332999999999,1,blink,False
S02,INT,asis,264.982,265.315,0.332999999999,1,blink,False
S02,INT,asis,282.705,283.038,0.332999999999,1,blink,False
S02,INT,asis,287.052,287.385,0.332999999999,1,blink,False
S02,INT,asis,301.123,301.456,0.332999999999,1,blink,False
S02,INT,asis,303.816,304.149,0.332999999999,1,blink,False
S02,INT,asis,329.901,330.234,0.332999999999,1,blink,False
S02,INT,asis,330.899,331.232,0.332999999999,1,blink,False
S02,INT,asis,343.248,343.581,0.332999999999,1,blink,False
S02,INT,asis,363.66,363.993,0.332999999999,1,blink,False
S02,INT,asis,365.673,366.006,0.332999999999,1,blink,False
S02,INT,asis,371.024,371.357,0.332999999999,1,blink,False
S02,INT,asis,376.047,376.38,0.332999999999,1,blink,False
S02,INT,asis,379.388,379.721,0.332999999999,1,blink,False
S02,INT,asis,381.064,381.397,0.332999999999,1,blink,False
S02,INT,asis,384.402,384.735,0.332999999999,1,blink,False
S02,INT,asis,387.743,388.417,0.673999999999,2,extended,False
S02,INT,asis,391.758,392.091,0.332999999999,1,blink,False
S02,INT,asis,398.449,398.782,0.332999999999,1,blink,False
S02,INT,asis,401.123,401.456,0.332999999999,1,blink,False
S02,INT,asis,401.792,402.125,0.332999999999,1,blink,False
S02,INT,asis,408.165,408.498,0.332999999999,1,blink,False
S02,INT,asis,409.165,409.498,0.332999999999,1,blink,False
S02,INT,asis,421.212,421.545,0.332999999999,1,blink,False
S02,INT,asis,424.236,424.569,0.332999999999,1,blink,False
S02,INT,asis,431.935,432.268,0.332999999999,1,blink,False
S02,INT,asis,437.638,437.971,0.332999999999,1,blink,False
S02,INT,asis,438.641,438.974,0.332999999999,1,blink,False
S02,INT,asis,460.402,461.069,0.667000000001,2,extended,False
S02,INT,asis,461.734,462.067,0.332999999999,1,blink,False
S02,INT,asis,465.748,466.416,0.667999999991,2,extended,False
S02,INT,asis,471.441,471.774,0.332999999999,1,blink,False
S02,INT,asis,474.79,475.123,0.332999999999,1,blink,False
S02,INT,asis,479.47,479.803,0.332999999999,1,blink,False
S02,INT,asis,482.48,482.813,0.332999999999,1,blink,False
S02,INT,asis,492.851,493.184,0.332999999999,1,blink,False
S02,INT,asis,493.851,494.184,0.332999999999,1,blink,False
S02,INT,asis,499.548,499.881,0.332999999999,1,blink,False
S02,INT,asis,504.232,504.565,0.332999999999,1,blink,False
S02,INT,asis,506.923,507.256,0.332999999999,1,blink,False
S02,INT,asis,509.59,509.923,0.332999999999,1,blink,False
S02,INT,asis,511.931,512.936,1.005,3,extended,False
S02,INT,asis,521.968,522.301,0.332999999999,1,blink,False
S02,INT,asis,522.604,523.309,0.704999999987,2,extended,False
S02,INT,asis,524.985,525.318,0.332999999999,1,blink,False
S02,INT,asis,526.318,526.651,0.332999999999,1,blink,False
S02,INT,asis,527.661,527.994,0.332999999999,1,blink,False
S02,INT,asis,528.332,529.001,0.669000000009,2,extended,False
S02,INT,asis,537.69,538.023,0.332999999999,1,blink,False
S02,INT,asis,544.045,544.714,0.668999999994,2,extended,False
S02,INT,asis,559.428,559.761,0.332999999999,1,blink,False
S02,INT,asis,562.108,562.441,0.332999999999,1,blink,False
S02,INT,asis,564.457,564.79,0.332999999999,1,blink,False
S02,INT,asis,567.141,567.474,0.332999999999,1,blink,False
S02,INT,asis,568.817,569.15,0.332999999999,1,blink,False
S02,INT,asis,569.482,569.815,0.332999999999,1,blink,False
S02,INT,asis,603.614,603.947,0.332999999999,1,blink,False
S02,INT,asis,608.64,608.973,0.332999999999,1,blink,False
S02,INT,asis,612.989,613.322,0.332999999999,1,blink,False
S02,INT,asis,617.337,617.67,0.332999999999,1,blink,False
S02,INT,asis,618.645,618.978,0.332999999999,1,blink,False
S02,INT,asis,630.724,631.057,0.332999999999,1,blink,False
S02,INT,asis,634.082,634.415,0.332999999999,1,blink,False
S02,INT,asis,640.44,640.773,0.332999999999,1,blink,False
S02,INT,asis,643.112,643.445,0.332999999999,1,blink,False
S02,INT,asis,645.125,645.458,0.332999999999,1,blink,False
S02,INT,asis,649.796,650.796,1,3,extended,False
S02,INT,asis,652.805,653.468,0.663,2,extended,False
S02,INT,asis,661.835,662.168,0.332999999999,1,blink,False
S02,INT,asis,667.526,667.859,0.332999999999,1,blink,False
S02,INT,asis,682.245,682.578,0.332999999999,1,blink,False
S02,INT,asis,684.929,685.262,0.332999999999,1,blink,False
S02,INT,asis,697.251,697.584,0.332999999999,1,blink,False
S02,INT,asis,700.307,700.64,0.332999999999,1,blink,False
S02,INT,asis,701.641,701.974,0.332999999999,1,blink,False
S02,INT,asis,728.419,728.752,0.332999999999,1,blink,False
S02,INT,asis,734.45,734.783,0.332999999999,1,blink,False
S02,INT,asis,736.782,737.115,0.332999999999,1,blink,False
S02,INT,asis,737.448,738.116,0.667999999991,2,extended,False
S02,INT,asis,742.804,743.137,0.332999999999,1,blink,False
S02,INT,asis,744.138,744.471,0.332999999999,1,blink,False
S02,INT,asis,764.568,764.901,0.332999999999,1,blink,False
S02,INT,asis,765.91,766.243,0.332999999999,1,blink,False
S02,INT,asis,766.573,766.906,0.332999999999,1,blink,False
S02,INT,asis,772.93,773.263,0.332999999999,1,blink,False
S02,INT,asis,774.605,774.938,0.332999999999,1,blink,False
S02,INT,asis,782.971,783.304,0.332999999999,1,blink,False
S02,INT,asis,783.614,783.947,0.332999999999,1,blink,False
S02,INT,asis,788.648,788.981,0.332999999999,1,blink,False
S02,INT,asis,802.048,802.381,0.332999999999,1,blink,False
S02,INT,asis,812.098,812.431,0.332999999999,1,blink,False
S02,INT,asis,814.77,815.103,0.332999999999,1,blink,False
S02,INT,asis,828.494,828.827,0.332999999999,1,blink,False
S02,INT,asis,867.325,867.658,0.332999999999,1,blink,False
S02,INT,asis,867.99,868.323,0.332999999999,1,blink,False
S02,INT,asis,872.678,873.011,0.332999999999,1,blink,False
S02,INT,asis,877.04,877.373,0.332999999999,1,blink,False
S02,INT,asis,878.721,879.054,0.332999999999,1,blink,False
S02,INT,asis,881.073,881.406,0.332999999999,1,blink,False
S03,BOR,asis,12.367,12.7,0.332999999999,1,blink,False
S03,BOR,asis,29.422,29.755,0.332999999999,1,blink,False
S03,BOR,asis,33.432,33.765,0.332999999999,1,blink,False
S03,BOR,asis,36.778,37.111,0.332999999999,1,blink,False
S03,BOR,asis,38.781,39.114,0.332999999999,1,blink,False
S03,BOR,asis,49.445,50.133,0.687999999995,2,extended,False
S03,BOR,asis,53.48,53.813,0.332999999999,1,blink,False
S03,BOR,asis,60.478,60.811,0.332999999999,1,blink,False
S03,BOR,asis,67.504,67.837,0.332999999999,1,blink,False
S03,BOR,asis,70.517,70.85,0.332999999999,1,blink,False
S03,BOR,asis,74.194,75.193,0.998999999996,3,extended,False
S03,BOR,asis,77.876,78.209,0.332999999999,1,blink,False
S03,BOR,asis,83.9,84.233,0.332999999999,1,blink,False
S03,BOR,asis,87.241,87.574,0.332999999999,1,blink,False
S03,BOR,asis,92.597,92.93,0.332999999999,1,blink,False
S03,BOR,asis,93.264,93.933,0.668999999994,2,extended,False
S03,BOR,asis,95.575,95.908,0.332999999999,1,blink,False
S03,BOR,asis,103.622,103.955,0.332999999999,1,blink,False
S03,BOR,asis,118.333,118.666,0.332999999999,1,blink,False
S03,BOR,asis,119.008,119.341,0.332999999999,1,blink,False
S03,BOR,asis,120.01,120.343,0.332999999999,1,blink,False
S03,BOR,asis,121.675,123.341,1.666,5,extended,False
S03,BOR,asis,124.348,125.025,0.676999999996,2,extended,False
S03,BOR,asis,127.364,127.697,0.332999999999,1,blink,False
S03,BOR,asis,130.363,130.696,0.332999999999,1,blink,False
S03,BOR,asis,135.387,135.72,0.332999999999,1,blink,False
S03,BOR,asis,136.053,136.386,0.332999999999,1,blink,False
S03,BOR,asis,143.07,143.403,0.332999999999,1,blink,False
S03,BOR,asis,144.768,145.101,0.332999999999,1,blink,False
S03,BOR,asis,145.422,145.755,0.332999999999,1,blink,False
S03,BOR,asis,146.101,146.745,0.644,2,extended,False
S03,BOR,asis,152.461,152.794,0.332999999999,1,blink,False
S03,BOR,asis,165.824,166.157,0.332999999999,1,blink,False
S03,BOR,asis,170.845,171.845,1,3,extended,False
S03,BOR,asis,173.185,174.518,1.333,4,extended,False
S03,BOR,asis,176.529,176.862,0.332999999999,1,blink,False
S03,BOR,asis,177.528,177.861,0.332999999999,1,blink,False
S03,BOR,asis,180.859,181.541,0.682000000001,2,extended,False
S03,BOR,asis,183.225,183.558,0.332999999999,1,blink,False
S03,BOR,asis,184.225,185.233,1.008,3,extended,False
S03,BOR,asis,186.921,187.254,0.332999999999,1,blink,False
S03,BOR,asis,187.927,188.26,0.332999999999,1,blink,False
S03,BOR,asis,203.345,203.678,0.332999999999,1,blink,False
S03,BOR,asis,210.368,215.375,5.007,15,extended,False
S03,BOR,asis,219.399,219.732,0.332999999999,1,blink,False
S03,BOR,asis,222.074,222.407,0.332999999999,1,blink,False
S03,BOR,asis,227.098,227.431,0.332999999999,1,blink,False
S03,BOR,asis,228.78,229.113,0.332999999999,1,blink,False
S03,BOR,asis,230.122,230.791,0.669000000009,2,extended,False
S03,BOR,asis,236.473,236.806,0.332999999999,1,blink,False
S03,BOR,asis,247.184,247.85,0.665999999997,2,extended,False
S03,BOR,asis,250.525,250.858,0.332999999999,1,blink,False
S03,BOR,asis,252.208,252.541,0.332999999999,1,blink,False
S03,BOR,asis,257.901,259.214,1.31299999999,4,extended,False
S03,BOR,asis,266.263,266.596,0.332999999999,1,blink,False
S03,BOR,asis,266.896,267.229,0.332999999999,1,blink,False
S03,BOR,asis,267.596,267.929,0.332999999999,1,blink,False
S03,BOR,asis,268.939,269.272,0.332999999999,1,blink,False
S03,BOR,asis,269.612,269.945,0.332999999999,1,blink,False
S03,BOR,asis,270.289,270.622,0.332999999999,1,blink,False
S03,BOR,asis,272.294,272.627,0.332999999999,1,blink,False
S03,BOR,asis,272.955,273.288,0.332999999999,1,blink,False
S03,BOR,asis,304.08,304.413,0.332999999999,1,blink,False
S03,BOR,asis,305.42,305.753,0.332999999999,1,blink,False
S03,BOR,asis,325.165,325.498,0.332999999999,1,blink,False
S03,BOR,asis,325.815,326.148,0.332999999999,1,blink,False
S03,BOR,asis,327.501,327.834,0.332999999999,1,blink,False
S03,BOR,asis,328.506,329.508,1.00199999999,3,extended,False
S03,BOR,asis,329.839,330.847,1.008,3,extended,False
S03,BOR,asis,331.513,334.179,2.666,8,extended,False
S03,BOR,asis,337.195,339.861,2.666,8,extended,False
S03,BOR,asis,340.544,340.877,0.332999999999,1,blink,False
S03,BOR,asis,341.544,341.877,0.332999999999,1,blink,False
S03,BOR,asis,378.735,379.068,0.332999999999,1,blink,False
S03,BOR,asis,379.401,379.734,0.332999999999,1,blink,False
S03,BOR,asis,382.409,383.75,1.34099999999,4,extended,False
S03,BOR,asis,385.425,385.758,0.332999999999,1,blink,False
S03,BOR,asis,386.424,386.757,0.332999999999,1,blink,False
S03,BOR,asis,387.765,389.773,2.00799999999,6,extended,False
S03,BOR,asis,391.115,391.789,0.673999999999,2,extended,False
S03,BOR,asis,394.791,395.456,0.664999999994,2,extended,False
S03,BOR,asis,396.797,397.463,0.665999999997,2,extended,False
S03,BOR,asis,398.138,398.471,0.332999999999,1,blink,False
S03,BOR,asis,401.829,402.828,0.998999999996,3,extended,False
S03,BOR,asis,404.504,405.169,0.665000000008,2,extended,False
S03,BOR,asis,414.211,414.544,0.332999999999,1,blink,False
S03,BOR,asis,415.552,415.885,0.332999999999,1,blink,False
S03,BOR,asis,430.275,430.608,0.332999999999,1,blink,False
S03,BOR,asis,435.64,435.973,0.332999999999,1,blink,False
S03,BOR,asis,438.983,439.316,0.332999999999,1,blink,False
S03,BOR,asis,439.986,441.655,1.66900000001,5,extended,False
S03,BOR,asis,441.986,442.652,0.665999999997,2,extended,False
S03,BOR,asis,443.669,444.335,0.665999999997,2,extended,False
S03,BOR,asis,445.01,445.676,0.665999999997,2,extended,False
S03,BOR,asis,447.01,447.676,0.665999999997,2,extended,False
S03,BOR,asis,453.358,453.691,0.332999999999,1,blink,False
S03,BOR,asis,456.368,456.701,0.332999999999,1,blink,False
S03,BOR,asis,458.365,458.698,0.332999999999,1,blink,False
S03,BOR,asis,459.032,459.365,0.332999999999,1,blink,False
S03,BOR,asis,460.706,461.375,0.668999999994,2,extended,False
S03,BOR,asis,462.384,463.391,1.007,3,extended,False
S03,BOR,asis,463.722,464.388,0.665999999997,2,extended,False
S03,BOR,asis,466.064,466.397,0.332999999999,1,blink,False
S03,BOR,asis,467.399,467.732,0.332999999999,1,blink,False
S03,BOR,asis,469.073,469.406,0.332999999999,1,blink,False
S03,BOR,asis,470.746,471.079,0.332999999999,1,blink,False
S03,BOR,asis,472.42,472.753,0.332999999999,1,blink,False
S03,BOR,asis,473.089,474.419,1.33,4,extended,False
S03,BOR,asis,476.096,476.429,0.332999999999,1,blink,False
S03,BOR,asis,480.451,480.784,0.332999999999,1,blink,False
S03,BOR,asis,483.478,483.811,0.332999999999,1,blink,False
S03,BOR,asis,490.167,490.5,0.332999999999,1,blink,False
S03,BOR,asis,491.165,491.498,0.332999999999,1,blink,False
S03,BOR,asis,495.173,495.842,0.668999999994,2,extended,False
S03,BOR,asis,500.191,500.524,0.332999999999,1,blink,False
S03,BOR,asis,500.829,501.162,0.332999999999,1,blink,False
S03,BOR,asis,503.204,503.537,0.332999999999,1,blink,False
S03,BOR,asis,504.188,504.521,0.332999999999,1,blink,False
S03,BOR,asis,511.876,512.209,0.332999999999,1,blink,False
S03,BOR,asis,514.234,515.567,1.333,4,extended,False
S03,BOR,asis,517.92,518.253,0.332999999999,1,blink,False
S03,BOR,asis,519.25,519.927,0.676999999996,2,extended,False
S03,BOR,asis,520.925,521.258,0.332999999999,1,blink,False
S03,BOR,asis,522.583,523.269,0.685999999987,2,extended,False
S03,BOR,asis,527.276,527.609,0.332999999999,1,blink,False
S03,BOR,asis,528.281,528.947,0.665999999997,2,extended,False
S03,BOR,asis,529.942,530.275,0.332999999999,1,blink,False
S03,BOR,asis,531.305,532.278,0.972999999998,3,extended,False
S03,BOR,asis,532.976,533.309,0.332999999999,1,blink,False
S03,BOR,asis,535.315,535.648,0.332999999999,1,blink,False
S03,BOR,asis,539.347,539.68,0.332999999999,1,blink,False
S03,BOR,asis,540.678,541.011,0.332999999999,1,blink,False
S03,BOR,asis,543.352,543.685,0.332999999999,1,blink,False
S03,BOR,asis,545.687,546.02,0.332999999999,1,blink,False
S03,BOR,asis,549.051,549.384,0.332999999999,1,blink,False
S03,BOR,asis,552.067,554.074,2.007,6,extended,False
S03,BOR,asis,556.084,556.749,0.665000000008,2,extended,False
S03,BOR,asis,559.451,559.784,0.332999999999,1,blink,False
S03,BOR,asis,561.451,562.455,1.004,3,extended,False
S03,BOR,asis,567.48,570.487,3.007,9,extended,False
S03,BOR,asis,572.498,572.831,0.332999999999,1,blink,False
S03,BOR,asis,574.495,578.502,4.007,12,extended,False
S03,BOR,asis,578.81,579.143,0.332999999999,1,blink,False
S03,BOR,asis,579.514,579.847,0.332999999999,1,blink,False
S03,BOR,asis,581.178,581.511,0.332999999999,1,blink,False
S03,BOR,asis,582.526,584.186,1.65999999999,5,extended,False
S03,BOR,asis,587.187,587.874,0.687000000005,2,extended,False
S03,BOR,asis,588.209,588.542,0.332999999999,1,blink,False
S03,BOR,asis,591.223,592.906,1.68299999999,5,extended,False
S03,BOR,asis,593.241,593.574,0.332999999999,1,blink,False
S03,BOR,asis,595.581,596.256,0.675000000003,2,extended,False
S03,BOR,asis,597.931,598.264,0.332999999999,1,blink,False
S03,BOR,asis,598.933,599.266,0.332999999999,1,blink,False
S03,BOR,asis,600.946,601.946,1,3,extended,False
S03,BOR,asis,603.621,604.628,1.007,3,extended,False
S03,BOR,asis,604.937,605.27,0.332999999999,1,blink,False
S03,BOR,asis,605.64,605.973,0.332999999999,1,blink,False
S03,BOR,asis,606.645,607.639,0.994000000006,3,extended,False
S03,BOR,asis,609.646,609.979,0.332999999999,1,blink,False
S03,BOR,asis,610.979,611.985,1.00599999999,3,extended,False
S03,BOR,asis,617.01,617.343,0.332999999999,1,blink,False
S03,BOR,asis,618.684,619.353,0.668999999994,2,extended,False
S03,BOR,asis,620.025,620.358,0.332999999999,1,blink,False
S03,BOR,asis,626.385,626.718,0.332999999999,1,blink,False
S03,BOR,asis,635.113,635.446,0.332999999999,1,blink,False
S03,BOR,asis,647.802,648.487,0.684999999998,2,extended,False
S03,BOR,asis,658.199,659.198,0.998999999996,3,extended,False
S03,BOR,asis,659.533,659.866,0.332999999999,1,blink,False
S03,BOR,asis,662.217,662.882,0.665000000008,2,extended,False
S03,BOR,asis,667.239,667.904,0.665000000008,2,extended,False
S03,BOR,asis,668.912,671.273,2.36099999999,7,extended,False
S03,BOR,asis,674.278,674.611,0.332999999999,1,blink,False
S03,BOR,asis,676.619,676.952,0.332999999999,1,blink,False
S03,BOR,asis,680.977,683.642,2.66499999999,8,extended,False
S03,BOR,asis,684.654,684.987,0.332999999999,1,blink,False
S03,BOR,asis,685.66,685.993,0.332999999999,1,blink,False
S03,BOR,asis,700.721,701.054,0.332999999999,1,blink,False
S03,BOR,asis,704.396,705.063,0.667000000001,2,extended,False
S03,CLC,asis,4.01999999999,4.353,0.333000000013,1,blink,False
S03,CLC,asis,8.71299999999,9.046,0.333000000013,1,blink,False
S03,CLC,asis,10.045,10.378,0.333000000013,1,blink,False
S03,CLC,asis,14.386,14.719,0.333000000013,1,blink,False
S03,CLC,asis,17.066,17.399,0.333000000013,1,blink,False
S03,CLC,asis,18.741,19.074,0.333000000013,1,blink,False
S03,CLC,asis,29.765,30.098,0.333000000013,1,blink,False
S03,CLC,asis,38.475,38.808,0.333000000013,1,blink,False
S03,CLC,asis,48.17,48.503,0.333000000013,1,blink,False
S03,CLC,asis,61.547,61.88,0.333000000013,1,blink,False
S03,CLC,asis,72.929,73.262,0.333000000013,1,blink,False
S03,CLC,asis,73.594,73.927,0.333000000013,1,blink,False
S03,CLC,asis,74.597,74.93,0.333000000013,1,blink,False
S03,CLC,asis,80.944,81.277,0.333000000013,1,blink,False
S03,CLC,asis,82.643,82.976,0.333000000013,1,blink,False
S03,CLC,asis,83.647,83.98,0.333000000013,1,blink,False
S03,CLC,asis,119.765,120.098,0.333000000013,1,blink,False
S03,CLC,asis,121.1,121.433,0.333000000013,1,blink,False
S03,CLC,asis,123.109,123.442,0.333000000013,1,blink,False
S03,CLC,asis,125.11,125.443,0.333000000013,1,blink,False
S03,CLC,asis,126.467,126.8,0.333000000013,1,blink,False
S03,CLC,asis,136.22,136.553,0.333000000013,1,blink,False
S03,CLC,asis,141.555,141.888,0.333000000013,1,blink,False
S03,CLC,asis,172.378,172.711,0.333000000013,1,blink,False
S03,CLC,asis,173.377,173.71,0.333000000013,1,blink,False
S03,CLC,asis,178.061,178.394,0.333000000013,1,blink,False
S03,CLC,asis,190.798,191.131,0.333000000013,1,blink,False
S03,CLC,asis,204.872,205.205,0.333000000013,1,blink,False
S03,CLC,asis,205.545,205.878,0.333000000013,1,blink,False
S03,CLC,asis,225.273,225.939,0.666000000012,2,extended,False
S03,CLC,asis,238.311,238.644,0.333000000013,1,blink,False
S03,CLC,asis,240.662,240.995,0.333000000013,1,blink,False
S03,CLC,asis,255.365,255.698,0.333000000013,1,blink,False
S03,CLC,asis,257.04,257.706,0.666000000012,2,extended,False
S03,CLC,asis,266.063,266.396,0.333000000013,1,blink,False
S03,CLC,asis,268.407,268.74,0.333000000013,1,blink,False
S03,CLC,asis,273.096,273.429,0.333000000013,1,blink,False
S03,CLC,asis,275.769,276.102,0.333000000013,1,blink,False
S03,CLC,asis,278.113,278.446,0.333000000013,1,blink,False
S03,CLC,asis,279.12,279.453,0.333000000013,1,blink,False
S03,CLC,asis,287.835,288.168,0.333000000013,1,blink,False
S03,CLC,asis,300.579,300.912,0.333000000013,1,blink,False
S03,CLC,asis,301.905,302.238,0.333000000013,1,blink,False
S03,CLC,asis,310.286,310.619,0.333000000013,1,blink,False
S03,CLC,asis,320.307,320.972,0.665000000008,2,extended,False
S03,CLC,asis,322.31,322.643,0.333000000013,1,blink,False
S03,CLC,asis,326.326,326.659,0.333000000013,1,blink,False
S03,CLC,asis,328.997,329.33,0.333000000013,1,blink,False
S03,CLC,asis,329.999,330.332,0.333000000013,1,blink,False
S03,CLC,asis,331.341,331.674,0.333000000013,1,blink,False
S03,CLC,asis,335.657,335.99,0.333000000013,1,blink,False
S03,CLC,asis,356.068,356.401,0.333000000013,1,blink,False
S03,CLC,asis,362.408,362.741,0.333000000013,1,blink,False
S03,CLC,asis,369.097,369.43,0.333000000013,1,blink,False
S03,CLC,asis,373.78,374.113,0.333000000013,1,blink,False
S03,CLC,asis,374.789,375.122,0.333000000013,1,blink,False
S03,CLC,asis,409.255,409.588,0.333000000013,1,blink,False
S03,CLC,asis,411.919,412.252,0.333000000013,1,blink,False
S03,CLC,asis,418.609,418.942,0.333000000013,1,blink,False
S03,CLC,asis,422.966,423.299,0.333000000013,1,blink,False
S03,CLC,asis,428.989,429.322,0.333000000013,1,blink,False
S03,CLC,asis,435.014,435.347,0.333000000013,1,blink,False
S03,CLC,asis,448.395,448.728,0.333000000013,1,blink,False
S03,CLC,asis,449.728,450.061,0.333000000013,1,blink,False
S03,CLC,asis,450.4,450.733,0.333000000013,1,blink,False
S03,CLC,asis,454.06,454.393,0.333000000013,1,blink,False
S03,CLC,asis,456.068,456.401,0.333000000013,1,blink,False
S03,CLC,asis,457.39,457.723,0.333000000013,1,blink,False
S03,CLC,asis,465.088,465.421,0.333000000013,1,blink,False
S03,CLC,asis,474.128,474.794,0.666000000012,2,extended,False
S03,CLC,asis,477.465,477.798,0.333000000013,1,blink,False
S03,CLC,asis,485.501,485.834,0.333000000013,1,blink,False
S03,CLC,asis,487.174,488.515,1.34100000001,4,extended,False
S03,CLC,asis,490.533,490.866,0.333000000013,1,blink,False
S03,CLC,asis,520.662,520.995,0.333000000013,1,blink,False
S03,CLC,asis,540.422,540.755,0.333000000013,1,blink,False
S03,CLC,asis,544.444,544.777,0.333000000013,1,blink,False
S03,CLC,asis,557.168,557.834,0.666000000012,2,extended,False
S03,CLC,asis,575.891,576.224,0.333000000013,1,blink,False
S03,CLC,asis,577.885,578.218,0.333000000013,1,blink,False
S03,CLC,asis,588.25,588.583,0.333000000013,1,blink,False
S03,CLC,asis,589.258,589.591,0.333000000013,1,blink,False
S03,CLC,asis,591.94,592.273,0.333000000013,1,blink,False
S03,CLC,asis,592.943,593.276,0.333000000013,1,blink,False
S03,CLC,asis,593.617,593.95,0.333000000013,1,blink,False
S03,CLC,asis,596.632,596.965,0.333000000013,1,blink,False
S03,CLC,asis,600.305,600.638,0.333000000013,1,blink,False
S03,CLC,asis,604.973,605.306,0.333000000013,1,blink,False
S03,CLC,asis,605.995,606.328,0.333000000013,1,blink,False
S03,CLC,asis,608.347,608.68,0.333000000013,1,blink,False
S03,CLC,asis,614.376,615.001,0.625000000015,2,extended,False
S03,CLC,asis,617.052,617.385,0.333000000013,1,blink,False
S03,CLC,asis,632.091,632.424,0.333000000013,1,blink,False
S03,CLC,asis,685.977,686.31,0.333000000013,1,blink,False
S03,CLC,asis,699.721,700.054,0.333000000013,1,blink,False
S03,CLC,asis,709.096,709.429,0.333000000013,1,blink,False
S03,CLC,asis,710.771,711.104,0.333000000013,1,blink,False
S03,CLC,asis,712.113,712.446,0.333000000013,1,blink,False
S03,CLC,asis,717.136,717.469,0.333000000013,1,blink,False
S03,CLC,asis,718.134,718.467,0.333000000013,1,blink,False
S03,CLC,asis,722.169,722.502,0.333000000013,1,blink,False
S03,CLC,asis,723.177,723.51,0.333000000013,1,blink,False
S03,CLC,asis,745.245,745.578,0.333000000013,1,blink,False
S03,CLC,asis,746.588,746.921,0.333000000013,1,blink,False
S03,CLC,asis,748.261,748.594,0.333000000013,1,blink,False
S03,CLC,asis,749.927,750.26,0.333000000013,1,blink,False
S03,CLC,asis,762.343,762.676,0.333000000013,1,blink,False
S03,CLC,asis,763.339,763.672,0.333000000013,1,blink,False
S03,CLC,asis,766.699,767.032,0.333000000013,1,blink,False
S03,CLC,asis,772.723,773.056,0.333000000013,1,blink,False
S03,CLC,asis,774.396,774.729,0.333000000013,1,blink,False
S03,CLC,asis,776.069,776.402,0.333000000013,1,blink,False
S03,CLC,asis,780.423,780.756,0.333000000013,1,blink,False
S03,CLC,asis,782.759,783.092,0.333000000013,1,blink,False
S03,CLC,asis,784.442,784.775,0.333000000013,1,blink,False
S03,CLC,asis,791.115,791.448,0.333000000013,1,blink,False
S03,CLC,asis,792.457,792.79,0.333000000013,1,blink,False
S03,CLC,asis,795.131,795.464,0.333000000013,1,blink,False
S03,CLC,asis,798.15,798.483,0.333000000013,1,blink,False
S03,CLC,asis,801.499,801.832,0.333000000013,1,blink,False
S03,INT,asis,2.014,2.34700000001,0.333000000013,1,blink,False
S03,INT,asis,5.359,5.69200000001,0.333000000013,1,blink,False
S03,INT,asis,6.03099999999,6.364,0.333000000013,1,blink,False
S03,INT,asis,8.712,9.04500000001,0.333000000013,1,blink,False
S03,INT,asis,9.37999999999,9.713,0.333000000013,1,blink,False
S03,INT,asis,11.381,11.714,0.333000000013,1,blink,False
S03,INT,asis,13.728,14.405,0.677000000025,2,extended,False
S03,INT,asis,20.11,20.443,0.333000000013,1,blink,False
S03,INT,asis,22.436,22.769,0.333000000013,1,blink,False
S03,INT,asis,24.425,24.758,0.333000000013,1,blink,False
S03,INT,asis,25.8,26.133,0.333000000013,1,blink,False
S03,INT,asis,27.136,27.469,0.333000000013,1,blink,False
S03,INT,asis,29.807,30.14,0.333000000013,1,blink,False
S03,INT,asis,30.816,31.149,0.333000000013,1,blink,False
S03,INT,asis,33.834,34.506,0.67200000002,2,extended,False
S03,INT,asis,35.508,35.841,0.333000000013,1,blink,False
S03,INT,asis,44.232,45.23,0.998000000021,3,extended,False
S03,INT,asis,48.58,48.913,0.333000000013,1,blink,False
S03,INT,asis,49.916,50.249,0.333000000013,1,blink,False
S03,INT,asis,53.603,53.936,0.333000000013,1,blink,False
S03,INT,asis,54.277,54.61,0.333000000013,1,blink,False
S03,INT,asis,55.277,55.945,0.66800000002,2,extended,False
S03,INT,asis,58.968,59.301,0.333000000013,1,blink,False
S03,INT,asis,60.299,60.632,0.333000000013,1,blink,False
S03,INT,asis,61.641,61.974,0.333000000013,1,blink,False
S03,INT,asis,65.991,66.324,0.333000000013,1,blink,False
S03,INT,asis,69.677,70.01,0.333000000013,1,blink,False
S03,INT,asis,72.03,72.363,0.333000000013,1,blink,False
S03,INT,asis,74.684,75.017,0.333000000013,1,blink,False
S03,INT,asis,77.38,77.713,0.333000000013,1,blink,False
S03,INT,asis,84.402,84.735,0.333000000013,1,blink,False
S03,INT,asis,87.401,88.087,0.686000000002,2,extended,False
S03,INT,asis,88.401,90.425,2.024,6,extended,False
S03,INT,asis,91.767,92.1,0.333000000013,1,blink,False
S03,INT,asis,100.132,101.134,1.00200000001,3,extended,False
S03,INT,asis,101.472,101.805,0.333000000013,1,blink,False
S03,INT,asis,102.14,103.463,1.323,4,extended,False
