edge_id,source_id,relation,target_id,domain,evidence_pdf_page,evidence_book_page,source_unit,contributor,notes
GE-297,Barsalou-Barrett-scan-protocol-mini-narratives,cross-discipline-bridges,Cicero-Verrine-Orations-vivid-description,,,119,US-04,Gross,book p.119 + n.21 (Innocenti 1994 Rhetorica) — Beth Innocenti on Ciceronian vivacity as classical-rhetorical analog for Barsalou-Barrett's experimental mini-narrative immersion protocol.
GE-298,Gross-Ch4-rhetoric-rediscovered-at-the-heart,prepares-for,Snow-Two-Cultures,,,128,US-04,Gross,book p.128 — Closing claim: 'No single discipline has a monopoly on how norms are established referentially and measured.' Sets up Epilogue with Preston.
GE-299,Fauconnier-Turner-2002-conceptual-blending,explains,half-mind-idioms-FEEL-TORN,,,113,US-04,Gross,book p.113 + n.6 — 'I FEEL TORN' as conceptual blending Fauconnier-Turner 2002 The Way We Think.
GE-300,Bentham-utilitarianism,qualifies,crass-utilitarianism-strawman,,,121,US-04,Gross,book p.121 + n.25 + n.26 — Bentham himself 'deeply interested in circumstances influencing sensibility' (gender education rank) — qualifies the crass-utilitarian model.
GE-301,Wayne-Booth-Rhetoric-of-Fiction-Emma-reader-implication,builds-on,Gross-interested-onlookers-include-us,,,,US-04,Gross,n.23 — Booth on how reader is invited to measure distance between character and norm. Gross attributes 'more authorial skepticism about human felicity than either McCloskey or Booth would grant.'
GE-302,Reddy-1997-Paxtun-ambivalence-nodal-instability,parallels,Gross-mixed-feelings-as-negotiated-circumstances,,,,US-04,Gross,n.37 — Reddy on intense ambivalence as 'nodal point of instability in a normative emotional style' — historical-ethnographic analog.
GE-303,Hirschman-1977-Passions-and-the-Interests,grounds,Adam-Smith-rhetoric-of-economics,,,122,US-04,Gross,book p.122 + n.30 — Hirschman's genealogy of capitalism-before-its-triumph anchors behavioral-economics rediscovery of rhetorical economics in Adam Smith.
GE-304,Barrett-recent-gossip-top-down-visual-Fig4-5,exemplifies,John-Dashwood-Mrs-Jennings-norm-setters,,,124,US-04,Gross,book p.124-125 (Fig 4.5) — Barrett's gossip article: top-down affective information 'influences vision' — experimental analog for secondary characters as Kahnemanite norm-setters.
GE-305,Gross-Ch4-Austen-as-Aristotelian-qualified,cross-discipline-bridges,HR-01-GROSS-2005-rhetorical-ontology,,,116,US-04,Gross,book p.116 + n.16 + Index 167n16 — Major cross-pipeline anchor: Gross's own 2006 Secret History rhetorical-ontology operative throughout Ch.4 mixed-feelings analysis.
GE-306,irreconcilable-difference,answers-with-qualified-no,Snow-Two-Cultures,,155,145,US-05,Gross & Preston,Volume titular question receives qualified-No answer; differences are reconcilable only via rhetorical-situational reframing
GE-307,Gross-Preston-dissolution-of-two-cultures,refuses,incommensurability-response,,140,130,US-05,Gross & Preston,Authors explicitly refuse the third-response slot — they DISSOLVE rather than respond to the Snow problem
GE-308,Gross-Preston-dissolution-of-two-cultures,refuses,consilience-response,,140,130,US-05,Gross & Preston,E. O. Wilson + Pinker consilience is reductive and sacrifices local cultural texture
GE-309,POS-against-consilience-reduction,critiques-via,POS-snow-dichotomy-contested,,140,130,US-05,Gross,Pinker reads Austen's Sense and Sensibility via Trivers's 'moral emotions' — strawman of consilience approach
GE-310,Phelps-2000-amygdala-race-study,exemplifies,fMRI-methodology,,147,137,US-05,Preston,Phelps et al. 2000 J. Cog. Neuroscience 12.5:729-738 is the chief test object
GE-311,Phelps-2000-amygdala-race-study,does-not-correlate-with,modern-racism-scale,,148,138,US-05,Preston,Differential amygdala activity in Exp. 1 correlated with UNCONSCIOUS measures (startle
GE-312,Phelps-2000-amygdala-race-study,is-contrasted-with,Phelps-2000-amygdala-race-study,,148,138,US-05,Preston,Exp. 2 with famous + positively regarded faces did NOT reproduce the differential amygdala pattern of Exp. 1
GE-313,rhetorical-situational-reframing,reframes,Phelps-2000-amygdala-race-study,,149,139,US-05,Gross,Gross's signal contribution: Phelps's amygdala-correlate must be referred to racist INSTITUTIONS exceeding any brain state
GE-314,racism-located-in-institutions,grounds,rhetorical-situational-reframing,,149,139,US-05,Gross,'Racism is not located primarily in the brain. It is located primarily in the racist institutions — like US race-based slavery and subsequent Jim Crow laws'
GE-315,familiarity-as-mediation,critiques,Phelps-2000-amygdala-race-study,,149-150,139-140,US-05,Gross,Arsenio Hall familiarity for white subject is televisual/capital mediation NOT face-to-face — Phelps may be correlating CELEBRITY with unconscious racial attitudes
GE-316,markedness-of-celebrity,destabilizes,Phelps-2000-amygdala-race-study,,150,140,US-05,Gross,Fame + achievement unevenly distributed across Black/White populations; famous Black face carries markedness famous White face does not
GE-317,mlk-jfk-equivalence,instantiates,markedness-of-celebrity,,150,140,US-05,Gross,Phelps's pairing of MLK Jr. with JFK as 'roughly equivalent' is itself a rhetorical-political claim about US public memory
GE-318,familiarity-as-mediation,cross-references,Equiano-Interesting-Narrative,,150,140,US-05,Gross,Recall Equiano's Ch.2 'familiarity' with slavemaster Henry Pascal — familiarity did not mitigate racism in racialized slave culture
GE-319,POS-laboratory-eight-limits,critiques,fMRI-methodology,,141-147,131-137,US-05,Preston,Eight-point critique: technological + monetary + journal-impact + media + localization + expertise-limits + reverse-inference + technocratic-hierarchy
GE-320,Poldrack-reverse-inference-2006,methodologically-constrains,fMRI-methodology,,144,134,US-05,Preston,Poldrack 2006 critique discourages inferring same cognitive process from same brain region across studies
GE-321,localization-illusion,is-rhetorical-distortion-of,fMRI-methodology,,143,133,US-05,Preston,'Social brain' (Frith) / 'empathy circuit' (Baron-Cohen) / 'self-related regions' are oversimplified shorthand
GE-322,professional-expertise-limits,exacerbates,localization-illusion,,144,134,US-05,Preston,Angular gyrus: arithmetic / metaphor / out-of-body / cross-modal-integration / self-relevant — single-discipline reading habits foreclose triangulation
GE-323,monetary-incentivization-critique,limits,fMRI-methodology,,142,132,US-05,Preston,Money produces a mindset that specifically limits prosocial motives; non-linear value across persons
GE-324,technocratic-hierarchy,structures,fMRI-methodology,,147,137,US-05,Preston,~$600/subject + $12
GE-325,central-historical-claim,explains-margin-of,Phelps-2000-amygdala-race-study,,147,137,US-05,Gross & Preston,Topic of fear-research coincides meaningfully with post-war anti-racism concerns at margins of experiment design
GE-326,central-historical-claim,explains-margin-of,preston-hofelich-hospital-study,,147,137,US-05,Gross & Preston,Topic of empathy-research coincides meaningfully with post-war humanitarianism concerns
GE-327,empathy-apathy-reticence,breaks-circle-of,mirror-neuron-theory-of-empathy,,152,142,US-05,Preston,Three-term triad replaces the circular 'empathy = mirror-neuron activity = empathy' definition
GE-328,preston-hofelich-hospital-study,empirically-grounds,empathy-apathy-reticence,,152,142,US-05,Preston,Hospital-patient video study (Hofelich PhD 2012) produces variance pattern across distraught / reticent dimensions
GE-329,depression-reduces-empathy,empirically-refutes,mirror-neuron-theory-of-empathy,,152,142,US-05,Preston,Observers with depression-driven negative affect report LESS sympathy for distraught patients — pain does not linearly trigger pain
GE-330,perspective-takers-prefer-reticent,empirically-grounds,empathy-apathy-reticence,,152,142,US-05,Preston,Perspective-taking habit interacts non-linearly with reticent-patient stimulus
GE-331,Dean-reticence-thesis,cross-discipline-bridges,empathy-apathy-reticence,,153,143,US-05,Gross,Dean's post-WWII reticence-as-authentic-suffering norm bridges Preston's lab finding to Holocaust-survivor archive
GE-332,dean-preston-disanalogy,tensions-with,Dean-reticence-thesis,,153,143,US-05,Gross & Preston,Preston-lab reticent = LEAST sympathy; Dean's survivor-reticence = MAXIMAL credibility — same surface term different cultural-historical situations
GE-333,gender-in-empathy-study,destabilizes,preston-hofelich-hospital-study,,154,144,US-05,Preston,Gender expectations differentiate willingness to help distraught vs. resilient patients — empathy research cannot be gender-neutral without distortion
GE-334,humanities-construction-of-dignity,extends,Dean-reticence-thesis,,154,144,US-05,Gross,With Dean: humanities account of how victims are constituted along with the agencies expected to respond
GE-335,Barrett-Barsalou-situated-conceptualization,supersedes,Ekman-basic-emotions-program,,150,140,US-05,Gross & Preston,Wilson-Mendenhall + Barsalou critique Ekman's inborn-instinct + stereotyped-trigger model (snake → fear circuit 1105)
GE-336,barsalou-elliptical-limit,critiques,Barrett-Barsalou-situated-conceptualization,,151,141,US-05,Gross,Barsalou's modular-functionalist focus forced to rely on 'and so forth' / 'and many others' for non-conceptual social affordances
GE-337,Griffiths-Scarantino-Emotions-in-the-Wild,supersedes,Barrett-Barsalou-situated-conceptualization,,151,141,US-05,Gross,Griffiths + Scarantino track emotions in marital quarrels / pre-performance embarrassment — environment AFFORDS skillful engagement
GE-338,diachronic-synchronic-scaffolding,operationalizes,Griffiths-Scarantino-Emotions-in-the-Wild,,151,141,US-05,Gross,Synchronic (Vygotskian confessional) + diachronic (Catholic culture) scaffolding + emotional capital concepts
GE-339,critical-race-theory-bridge,supplies-mediating-field,Phelps-2000-amygdala-race-study,,149,139,US-05,Gross,Critical race theory + rhetorical studies provide the mediating field of socio-historical phenomena Phelps's protocol does not articulate
GE-340,methodological-wager,answers,POS-snow-dichotomy-contested,,155,145,US-05,Gross & Preston,'Two-cultures collaboration at its early stages' — written by a rhetorician and a neuroscientist enacts the methodology it theorizes
GE-341,ecological-experimental-protocols,obligates-scientist-side,POS-laboratory-eight-limits,,154,144,US-05,Gross & Preston,Treaty: scientists must build ecological + situated + statistically powerful protocols within existing technology
GE-342,all-or-none-refusal,obligates-humanist-side,POS-against-consilience-reduction,,154,144,US-05,Gross & Preston,Humanists must refuse the demand that topics be EITHER completely available to experiment OR completely unavailable
GE-343,POS-laboratory-topics-coincide-with-history,instantiates-in,Phelps-2000-amygdala-race-study,,147-149,137-139,US-05,Gross & Preston,Fear-research / racism coincidence shown in Phelps study; bias built into stimulus design + interpretation
GE-344,POS-laboratory-topics-coincide-with-history,instantiates-in,preston-hofelich-hospital-study,,147 152-154,137 142-144,US-05,Gross & Preston,Empathy-research / humanitarianism coincidence shown in Preston-Hofelich hospital study + Dean cross-bridge
GE-345,HR-01-GROSS-Secret-History-of-Emotion,grounds,rhetorical-situational-reframing,,(volume-wide),(volume-wide),US-05,Gross,HR-01-GROSS rhetorical ontology presupposed; Phelps reframing is direct application — re-reads-author bridge
GE-346,GROSS-2012-NEURORHETORICS,re-reads-author,Phelps-2000-amygdala-race-study,,n.34,n.34,US-05,Gross,'A portion of this experiment description and critique appeared in' Gross's 2012 'Toward a Rhetoric of Cognition' (Neurorhetorics ed. Jack)
GE-347,BIESS-GROSS-2014,is-prior-version-of,US05-EPILOGUE,,n.33,n.33,US-05,Gross,Earlier version published in Biess + Gross eds. Science and Emotion after 1945 (Chicago 2014) — self-citation
GE-348,Dean-reticence-thesis,grounds,Dean-reticence-thesis,,153-154,143-144,US-05,Gross,Dean's chapter in Biess + Gross 2014 — quoted at 396 on reticence as marker of authenticity
GE-349,Barrett-Barsalou-situated-conceptualization,canonical-statement-of,Barrett-Barsalou-situated-conceptualization,,150-151,140-141,US-05,Gross & Preston,Wilson-Mendenhall + Barsalou et al. 'Grounding Emotion in Situated Conceptualization' (Neuropsychologia 49) is the canonical statement
GE-350,Poldrack-reverse-inference-2006,canonical-statement-of,Poldrack-reverse-inference-2006,,n.29,n.29,US-05,Preston,Poldrack 'Can Cognitive Processes Be Inferred from Neuroimaging Data?' (Trends Cog. Sci. 10.2)
GE-351,WANG-PRESTON-2012,illustrates-via-self-example,Poldrack-reverse-inference-2006,,146,136,US-05,Preston,Preston-lab study: insula activated for ACQUIRING valuable goods (unexpected); reverse-inference ban forecloses confirmatory inference from prior literature
GE-352,mirror-neuron-theory-of-empathy,canonical-statement-of,mirror-neuron-theory-of-empathy,,n.3,n.3,US-05,Preston,Iacoboni Mirroring People (FSG 2008) — mirror-neuron synthesis Preston critiques as circular
GE-353,PRESTON-DEWAAL-2011,grounds,monetary-incentivization-critique,,n.16,n.16,US-05,Preston,Preston + de Waal 'Altruism' (Handbook of Social Neuroscience 2011) — Preston's altruism program contextualizing money-suppresses-prosociality critique
GE-354,PRESTON-HOFELICH-2012,publishes,preston-hofelich-hospital-study,,n.41,n.41,US-05,Preston,Preston + Hofelich 'The Many Faces of Empathy' (Emotion Review 4.1:24-33) — stable-state dynamic-systems approach
GE-355,Preston-ecological-neuroscience,authorial-background-of,empathy-apathy-reticence,,(provenance),(provenance),US-05,Preston,Preston's Altruistic Brain (Oxford 2014) is the empathy-research substrate from which the triad emerges
GE-356,Snow-Two-Cultures,canonical-statement-of,Snow-Two-Cultures,,139,129,US-05,Gross & Preston,Snow's Rede Lecture is the operative framing for the Epilogue
GE-357,Pinker-evolutionary-aesthetics,exemplifies,consilience-response,,n.6,n.6,US-05,Gross,Pinker 'Toward a Consilient Study of Literature' (Philosophy and Literature 31.1) — applies evolutionary psychology + Trivers's 'moral emotions' to Austen
GE-358,Griffiths-Scarantino-Emotions-in-the-Wild,exemplifies,incommensurability-response,,n.5,n.5,US-05,Gross,Scarantino + Griffiths 'Don't Give Up on Basic Emotions' (Emotion Review 3.4) — Folk vs. Scientific Emotion Project distinction
GE-359,Damasio-amygdala-trustworthiness,supporting-evidence-for,Poldrack-reverse-inference-2006,,n.32,n.32,US-05,Preston,Damasio The Feeling of What Happens (2000:400) — insula in monetary cost-benefit decisions; bears on Wang-Preston insula puzzle
GE-360,KAGAN-2007,critiques,fMRI-methodology,,n.5 n.8,n.5 n.8,US-05,Gross,Kagan What Is Emotion? (Yale 2007) calls for moratorium on single-word emotion terms — sympathetic project
GE-361,LEYS-2011-AFFECT,parallel-critique-of,mirror-neuron-theory-of-empathy,,n.8,n.8,US-05,Gross,Ruth Leys 'Both of Us Disgusted in My Insula' (in Biess + Gross 2014) critiques mirror-neuron theory of emotional empathy
GE-362,Phelps-2000-amygdala-race-study,authors,Phelps-2000-amygdala-race-study,,147,137,US-05,Preston,Phelps NYU cognitive scientist who led the 2000 J. Cog. Neuroscience study; interlocutor anchor
GE-363,Preston-ecological-neuroscience,authors,preston-hofelich-hospital-study,,152,142,US-05,Gross,Co-author of the Epilogue; PI of the Preston Ecological Neuroscience Lab
GE-364,Dean-reticence-thesis,authors,Dean-reticence-thesis,,140 153-154,130 143-144,US-05,Gross,Dean's 'Empathy Pornography and Suffering' (2003) + 'Erasures' (in Biess + Gross 2014) — historian of post-war emotion
GE-365,Barrett-Barsalou-situated-conceptualization,authors,Barrett-Barsalou-situated-conceptualization,,150-151,140-141,US-05,Gross & Preston,Barsalou + Wilson-Mendenhall + Barrett situated-conceptualization program
GE-366,Griffiths-Scarantino-Emotions-in-the-Wild,authors,Griffiths-Scarantino-Emotions-in-the-Wild,,151,141,US-05,Gross,Griffiths + Scarantino 'Emotions in the Wild' chapter — environment AFFORDS skillful engagement
GE-367,Poldrack-reverse-inference-2006,authors,Poldrack-reverse-inference-2006,,n.29,n.29,US-05,Preston,Poldrack 2006 canonical reverse-inference critique
GE-368,methodological-wager,operates-through,situated-cognition,,155,145,US-05,Gross & Preston,'In situated cognition we identify an approach that invites such collaboration' — the framework of the volume's methodological self-justification
GE-369,Equiano-Interesting-Narrative,cross-references-from-ch2,familiarity-as-mediation,,150,140,US-05,Gross,Volume-internal Ch.2 callback: Equiano's familiarity with slavemaster Pascal — historical counter-case to Phelps's familiarity construct
GE-370,Austen-Sense-and-Sensibility,cross-references-from-ch4,POS-against-consilience-reduction,,140,130,US-05,Gross,Volume-internal Ch.4 callback via Pinker's evolutionary-psychological reading of Sense and Sensibility
GE-371,Gibson-affordance-theory,phenomenological-tradition-anchors,Griffiths-Scarantino-Emotions-in-the-Wild,,147,137,US-05,Gross,Gibson's ecological perception bridges Wittgenstein + Vygotsky + Heideggerian phenomenology to the alternative tradition the chapter endorses
