source,relation,target,locus,note,unit
bor-sec-43,cites,"Reddy, P., Sharma, B., & Chaudhary, K. (2020)",~p.6,"Source of the digital-literacy definition, directly quoted, framing the digital-literacy challenge (FAITHFUL-Lin et al., ~p.6).",bor-sec-43
bor-sec-43,cites,"Tsivitanidou, O.E., Georgiou, Y., & Ioannou, A. (2021); Necci, A., Cozzani, V., Spadoni, G., & Khan, F. (2015); Farmer, L.S., & Farmer, C.J. (2023); Andone, D., Vert, S., Frydenberg, M., & Vasiu, R. (2018)",~p.6,"Cited findings elaborating specific digital-literacy demands VR imposes on students: judging simulation-vs-real-world validity, mastering VR painting/sculpting tools, and sharing/presenting work in virtual environments (FAITHFUL-Lin et al., ~p.6).",bor-sec-43
bor-sec-43,cites,"Abich, J., Parker, J., Murphy, J.S., & Eudy, M. (2021)",~p.7,"Cited finding that teachers may lack proficiency in VR operation and application, limiting instructional use, supporting the teacher-proficiency challenge (FAITHFUL-Lin et al., ~p.7).",bor-sec-43
bor-sec-43,cites,"Jensen, L., & Konradsen, F. (2018)",~p.7,"Cited finding, closely paraphrased, that instructors need the ability to produce and edit head-mounted-display content for VR to become a relevant instructional tool (FAITHFUL-Lin et al., ~p.7).",bor-sec-43
bor-sec-43,cites,"Fransson, G., Holmberg, J., & Westelius, C. (2020)",~p.7,"Primary interview study (N=28 teachers) on the technological threshold and learning curve of operating head-mounted VR equipment, one of only two explicitly sampled sources in the review (FAITHFUL-Lin et al., ~p.7).",bor-sec-43
bor-sec-43,cites,"Alfalah, S.F. (2018)",~p.7,"Primary questionnaire study (N=30 IT teachers), directly quoted ('may be maximized for the integration of VR technology'), proposing teacher training as the remedy to the proficiency challenge (FAITHFUL-Lin et al., ~p.7).",bor-sec-43
bor-sec-43,instances-in-text,Table 1 (33-article PRISMA-screened corpus with inclusion rationale),~p.3-4,"Worked example of the review's full evidentiary base: every included article listed with first author, title, year, and reason for inclusion; the great majority are themselves reviews or conceptual introductions rather than primary empirical studies (FAITHFUL-Lin et al., ~p.3-4, with P/anticipatory-application for the review-of-reviews observation).",bor-sec-43
bor-sec-43,grounds-measure,Boredom Experiment (VR Attention Study) -- engagement self-report channel,n/a,"****** UNVERIFIED: Wang and Degol's (2014) tripartite engagement construct, or a derivative short-form self-report instrument, offers a plausible engagement/self-report channel for the not-yet-built VR Attention Study dataset entry, complementing rather than duplicating that entry's likely physiological (EEG/eye-tracking) channels; unconfirmed until the dataset entry specifies its own instrumentation (P/anticipatory-application).",bor-sec-43
bor-sec-43,bridges-to-part-iii,Part III tripartite engagement-coding frame for VR-deployment strata,n/a,"P/anticipatory-application -- Wang and Degol's (2014) cognitive/behavioral/affective model, operationalized end-to-end here, is a plausible off-the-shelf coding frame for Part III's own VR-deployment survey items: rather than a single scalar engagement-vs-boredom contrast, Part III could code its desktop-3D vs. video-only strata and lab vs. deployment poles separately along all three dimensions, potentially revealing dimension-specific (e.g., affective-only) gains a single-item measure would collapse.",bor-sec-43
bor-sec-43,bridges-to-part-iii,Part III mixed/contested-result framing precedent,n/a,"P/anticipatory-application -- the review's own internal behavioral-engagement debate (positive-participation vs. negative-absorption vs. virtual/real transfer-gap) models the mixed, stratum-dependent result Part III should expect and be prepared to report honestly, rather than a clean VR-increases-engagement finding; a citable precedent for framing contested results as a genuine debate rather than a null result to be explained away.",bor-sec-43
bor-sec-43,bridges-to-part-iii,Part III lab-vs-deployment facilitator-proficiency confound,n/a,"P/anticipatory-application -- the review's teacher/facilitator-proficiency barrier is structurally analogous to a variable Part III's deployment stratum must track but the lab stratum can hold constant (who operates/troubleshoots the VR apparatus); the deployment pole may inherit exactly this proficiency gap, a plausible confound for any lab-vs-deployment engagement contrast Part III draws.",bor-sec-43
bor-sec-18,treats-construct,profound/deep boredom (FCM 3rd form),"p.261-262, 265-268","Exposits total indifference and 'telling refusal' of beings as a whole, then makes profound boredom the pedagogical center of gravity via paideia, waiting, and the entertainment-industry critique (FAITHFUL-Mansikka, p.261-262, 265-268).",bor-sec-18
bor-sec-18,treats-construct,being-bored-by (1st form),"p.259-260, 262-263","Railway-station exposition of situative boredom (held in delay by dragging time, left empty by things offering nothing), transposed onto meaningless/technical instruction (FAITHFUL-Mansikka, p.259-260, 262-263).",bor-sec-18
bor-sec-18,treats-construct,being-bored-with (2nd form),"p.260-261, 263-264","Evening-invitation exposition of self-forming-emptiness boredom (boredom concentrating on us, the stretched 'now'), transposed onto engaged-but-inauthentic, they-self-governed learning (FAITHFUL-Mansikka, p.260-261, 263-264).",bor-sec-18
bor-sec-18,treats-construct,boredom-as-regulatory-signal (functional account),"p.265, 267-268","Loose philosophical analog only: boredom 'wishes to tell us something... not something arbitrary or contingent' -- an existential-hermeneutic disclosure claim, not an empirical functional account (FAITHFUL-Mansikka, p.265, 267-268).",bor-sec-18
bor-sec-18,treats-construct,flow / engagement (contrast pole),p.255,"Csikszentmihalyi's Flow (1990) named explicitly as boredom's contrast pole -- 'a feeling of wholeness and full involvement' -- in the paper's own opening paragraph (FE, p.255).",bor-sec-18
bor-sec-18,treats-construct,monotony / meaninglessness,"p.262-263, 267-268",Technical/objectivistic instruction and Egan's 'desiccated' education (p.262-263); entertainment industry's continuous meaning-flattening amusement (p.267-268) (FAITHFUL-Mansikka).,bor-sec-18
bor-sec-18,treats-construct,temporality of boredom (time-drag),p.259-262,"Langeweile ('long while') etymology, dragging time / held-in-delay, the stretched 'now' without past or future, and entrancement toward the Augenblick (FAITHFUL-Mansikka, p.259-262).",bor-sec-18
bor-sec-18,qualifies,situational vs. trait/state boredom (false friend),p.259-260,"Mansikka's own label 'situative boredom' for the first form is phenomenological (situation-bound vs. arising from Dasein itself), not a psychometric state/trait claim; flagged as a false friend, not counted as a construct hit (P/anticipatory-application).",bor-sec-18
bor-sec-18,qualifies,mind-wandering / task-unrelated thought (false friend),"p.260-261, 264","'Slipping away from ourselves toward whatever is happening' (second form) resembles attentional drift only superficially; the claim is ontological (self-abandonment to das Man), not attentional-cognitive; flagged as a false friend (P/anticipatory-application).",bor-sec-18
bor-sec-18,defines,Stimmung / Befindlichkeit (TERM),p.258,"Mood and state-of-mind as existentials that disclose Dasein's Being-in-the-world 'as a whole' prior to any subject/object split; mood as a 'way' that 'sets the tone' for being (FAITHFUL-Mansikka, p.258).",bor-sec-18
bor-sec-18,defines,Leergelassenheit / being left empty (FCM-NODE),p.259-262,"'Being left empty' by things at hand that offer nothing, transformed across the three forms into 'self-forming emptiness' and finally the 'telling refusal' of beings as a whole (FAITHFUL-Mansikka, p.259-262).",bor-sec-18
bor-sec-18,defines,Hingehaltenheit / being held in delay (FCM-NODE),p.259-260,"'Held in delay' by time as it drags at the railway station, the first form's structural counterpart to being-left-empty (FAITHFUL-Mansikka, p.259-260).",bor-sec-18
bor-sec-18,defines,self-forming emptiness (FCM-NODE),p.260-261,"An emptiness that 'precisely first forms itself' rather than resulting from an absence of fullness, arising from 'slipping away from ourselves toward whatever is happening' (FAITHFUL-Mansikka, p.260-261, quoting Heidegger 1995, p.118).",bor-sec-18
bor-sec-18,defines,telling refusal / Versagen (FCM-NODE),p.261-262,"Beings as a whole offer 'no further possibility of acting'; a 'telling [Sagen] refusal [Versagen]' that both forecloses and announces hidden possibilities (FAITHFUL-Mansikka, p.261-262, quoting Heidegger 1995, p.139).",bor-sec-18
bor-sec-18,defines,das Man / they-self (TERM),p.264,"The public, collective mode of Dasein ('we know and understand what everybody knows and understands') contrasted with a more authentic self 'taken hold of in its own way' (FAITHFUL-Mansikka, p.264).",bor-sec-18
bor-sec-18,defines,essence of paideia (TERM),p.265,"Genuine education 'lays hold of the soul itself' rather than depositing information into an empty container, quoted from Heidegger via Thomson 2003, p.133 (FAITHFUL-Mansikka, p.265).",bor-sec-18
bor-sec-18,defines,Augenblick / moment of vision (TERM),p.261-262,"A 'resolute self-disclosure' that captures one's own possibilities in a single temporal point, credited by Mansikka to Kierkegaard (FAITHFUL-Mansikka, p.261-262, quoting Heidegger 1995, pp.149-151).",bor-sec-18
bor-sec-18,instances-in-text,railway-station example (first form),p.259-260,"Heidegger's own example of situative boredom -- waiting hours for a train, counting trees, checking the watch -- reproduced by Mansikka to ground the first structural moment pair (FAITHFUL-Mansikka, p.259-260).",bor-sec-18
bor-sec-18,instances-in-text,evening-invitation example (second form),p.260-261,"Heidegger's own example of self-forming-emptiness boredom -- an enjoyable evening out that is retrospectively recognized as boring -- reproduced by Mansikka to ground the second form (FAITHFUL-Mansikka, p.260-261).",bor-sec-18
bor-sec-18,instances-in-text,three-forms pedagogical typology (THEORY-MODEL),p.262-266,"Mansikka's own worked application: meaningless/technical instruction (form 1), engaged-but-inauthentic performance-learning (form 2), profound boredom as pedagogical rupture (form 3) (FE, p.262-266).",bor-sec-18
bor-sec-18,extends,three-forms pedagogical typology (THEORY-MODEL),p.262-266,"Mansikka's genuine extension of Heidegger's boredom-phenomenology (not present in Heidegger's own text) into an educational register -- 'I think it is possible to discern an interesting correlation here' (FE, p.262).",bor-sec-18
bor-sec-18,bridges-to-fcm,fcm-04-first-form,"p.259-260, 262-263","Situative/first-form exposition directly paraphrases fcm-04's Part One Ch.2 SS19-23 (railway-station example, Leergelassenheit/Hingehaltenheit as structural primitives) (P/anticipatory-application for the explicit unit cross-reference).",bor-sec-18
bor-sec-18,bridges-to-fcm,fcm-05-second-form,"p.260-261, 263-264","Self-forming-emptiness/second-form exposition directly paraphrases fcm-05's Part One Ch.3 SS24-28 (evening-invitation example, the stretched 'now') (P/anticipatory-application for the explicit unit cross-reference).",bor-sec-18
bor-sec-18,bridges-to-fcm,fcm-06-third-form,"p.261-262, 265-266","Profound-boredom exposition directly paraphrases fcm-06's Part One Ch.4 SS29-36 (total indifference, telling refusal, Augenblick credited to Kierkegaard, matching fcm-06 section 32b) (P/anticipatory-application for the explicit unit cross-reference).",bor-sec-18
bor-sec-18,bridges-to-fcm,fcm-07-particular-profound,"p.264-265, 267-268","Mansikka's 'learned competencies' and 'smug contentment' quotations (Heidegger 1995, pp.164-166) are drawn verbatim from the exact GA pp.244-46 passage fcm-07 identifies as SS38a's keystone diagnosis of contemporary Dasein's absence of essential oppressiveness, though Mansikka never names Chapter Five as such (P/anticipatory-application).",bor-sec-18
bor-sec-18,cites,"Csikszentmihalyi, Mihaly (INTERLOCUTOR)",p.255,"External, non-cluster interlocutor: 'flow' named as boredom's contrast pole in the opening paragraph, not developed further in the source (FE, p.255).",bor-sec-18
bor-sec-18,cites,"Aquinas, Thomas (INTERLOCUTOR)",p.256-257,"Medieval theology of acedia as a spiritual disorder consisting of joylessness and a lack of interest in spiritual goods, arising from 'too little love' (FAITHFUL-Mansikka citing Raposa, p.256-257).",bor-sec-18
bor-sec-18,cites,"Svendsen, Lars Fr. H. (INTERLOCUTOR)","p.257, 260-261, 263, 267","Cited repeatedly: the romantic 'expressive subject,' the second form's meaning-filled analysis, and boredom as Heidegger's 'initiation to metaphysics' (FAITHFUL-Mansikka).",bor-sec-18
bor-sec-18,cites,"Raposa, Michael L. (INTERLOCUTOR)","p.257-258, 259, 266-267","Boredom and the Religious Imagination: the relational concept of boredom, the plenitude/emptiness of bored time, and Christian/Buddhist ambivalence about indifference (FAITHFUL-Mansikka).",bor-sec-18
bor-sec-18,cites,"Egan, Kieran (INTERLOCUTOR)",p.263,"Romantic Understanding: enthusiasm and wonder as vital educational attitudes; quoted on education 'desiccated and devoid of energy and life' (FAITHFUL-Mansikka, p.263).",bor-sec-18
bor-sec-18,cites,"Biesta, Gert J. J. (INTERLOCUTOR)",p.265-266,"Beyond Learning: the educator's 'responsibility for what is to come,' undertaken without foreknowledge of that future, cited to gloss profound boredom's educational implications (FAITHFUL-Mansikka, p.265-266).",bor-sec-18
bor-sec-18,cites,"Fromm, Erich (INTERLOCUTOR)",p.266,"The Fear of Freedom: Calvinist activity as a desperate escape from doubt and powerlessness rather than inner strength, cited to gloss the relation between 'not doing' and authenticity (FAITHFUL-Mansikka, p.266).",bor-sec-18
bor-sec-18,cites,"Agamben, Giorgio (INTERLOCUTOR)",p.267,"The Open: profound boredom read as a description of Heidegger's 'anthropogenesis,' the becoming-Dasein (FAITHFUL-Mansikka, p.267).",bor-sec-18
bor-sec-18,cites,"Foucault, Michel (INTERLOCUTOR)",p.267,"Power as circulating through networks of relationships rather than emanating from a given point, invoked to gloss Heidegger's implicit 'counter-education' (FAITHFUL-Mansikka, p.267).",bor-sec-18
bor-sec-18,cites,"Greene, Maxine (INTERLOCUTOR)",p.267,"Releasing the Imagination: education as 'a mode of opening the world' to critical judgment, imaginative projection, and transformative action (FAITHFUL-Mansikka, p.267, quoting Greene 1995, p.56).",bor-sec-18
bor-sec-18,cites-cluster-author,bor-sec-19,p.265,"Mansikka's 'essence of paideia' quotation is cited 'in Thomson 2003, p.133' -- almost certainly a reprint/republication of this cluster's bor-sec-19 (Thomson, Inquiry 2001; identical title, same author), most likely as a chapter in Peters (ed.) 2003; a high-confidence but not independently library-verified identification (P/anticipatory-application).",bor-sec-18
bor-sec-18,cites-cluster-author,bor-sec-07,"p.602, 611 (in Gibbs's own pagination)","Direction note: bor-sec-07 (Gibbs 2011, Strand A) cites this unit twice as a prior education-sphere treatment of Heideggerian boredom; this is a normal, chronologically sound citation (Gibbs postdates Mansikka), not a case requiring reversal -- Mansikka (2008/2009) could not and does not cite Gibbs (2011) (P/anticipatory-application).",bor-sec-18
bor-sec-18,bridges-to-part-iii,Part III dissertation (three-forms typology as VLE/classroom boredom diagnostic frame),p.262-266,"(P/anticipatory-application) The three-part typology distinguishes meaningless/technical VLE content from a harder-to-detect boredom in which a student is behaviorally 'engaged' (submissions, participation) yet governed by das Man rather than an authentic self-relation -- a distinction engagement metrics alone cannot see, since engagement and this second-form boredom are compatible rather than opposed on Mansikka's reading.",bor-sec-18
bor-sec-18,bridges-to-part-iii,Part III dissertation (entertainment/gamification critique vs. VLE engagement design),p.267-268,"(P/anticipatory-application) Mansikka's critique of the entertainment industry's continuous 'driving away' of boredom extends, by our own analogy and not Mansikka's own argument, to gamified or engagement-maximizing VLE features, which could function like Heidegger's 'smug contentment' busyness in foreclosing rather than opening profound boredom's disclosive potential.",bor-sec-18
bor-sec-18,bridges-to-part-iii,****** UNVERIFIED: Boredom Experiment (VR Attention Study) dataset entry (not yet built),n/a,(P/anticipatory-application) No grounds-measure bridge is asserted -- this source contains zero empirical measures of any kind and is not a plausible candidate for a construct-measured-by/grounds-measure edge; flagged only to close out the cluster's required bridge fields.,bor-sec-18
bor-sec-18,shifts-debate-axis,technical-competency vs. paideia-as-soul-transformation (DEBATE-AXIS),p.264-265,"Sets Heidegger's critique of education as mere 'accumulation of learned competencies' against the recovered paideia ideal of education as transforming the soul in its entirety, reframing what counts as the aim of education (FAITHFUL-Mansikka, p.264-265).",bor-sec-18
bor-sec-17,treats-construct,monotony / meaninglessness,"474, 480-481",Analogical mapping only (P/anticipatory-application); Mertel's own terms are 'de-worlding' and 'quantification of the qualitative' (via Thomson) not 'meaninglessness'.,bor-sec-17
bor-sec-17,treats-construct,flow / engagement (contrast pole),479-480,Analogical mapping only (P/anticipatory-application); via Dreyfus/Wrathall's sport-as-'non-optionalised-engagement' example which Mertel discusses critically.,bor-sec-17
bor-sec-17,treats-construct,attentional disengagement / meta-awareness,476-477,Analogical mapping only (P/anticipatory-application); via calculative-thinking (mindless) vs. Gelassenheit/Besinnung (reflective) contrast; source never uses attentional vocabulary.,bor-sec-17
bor-sec-17,defines,TERM: Gestell (enframing),467-468,Reality disclosed as homogeneous standing-reserve (Bestand) accessed via calculative thinking (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,defines,TERM: Bestand (standing-reserve),467,All reality framed/disclosed as fungible stock to be manipulated toward pre-determined goals (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,defines,TERM: appropriation (Aneignung),470-471,Fundamental hermeneutical mode by which Dasein relates to self/other/world; normative and context-dependent (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,defines,TERM: formal indication,469-470,"Existential-ontological concepts that 'point' toward concretion without determining content, giving Dasein leeway to appropriate them (FAITHFUL-Mertel).",bor-sec-17
bor-sec-17,defines,TERM: ownedness / unownedness,471-472,Proposed as better translations of Eigentlichkeit/Uneigentlichkeit than authenticity/inauthenticity (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,defines,TERM: moral articulacy,477,Cultivation of an evaluative vocabulary irreducible to functional/instrumental language; proper aim of education per Mertel (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,defines,THEME: Leistungskultur (culture of achievement),"477, 480-481",Enframing's by-product in professional and educational contexts; linked to burnout and student anxiety (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,defines,THEORY-MODEL: Gelassenheit / Besinnung,476-477,"'Sober thinking' as corrective to calculative thinking; releasement (Gelassenheit) plus reflective sensibility (Besinnung), via Wrathall gloss (FAITHFUL-Mertel).",bor-sec-17
bor-sec-17,cites,AUTHOR: Heidegger — Being and Time,"470-472, 500",Primary source for appropriation/interpretation and authenticity discussion (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,cites,AUTHOR: Heidegger — Zollikon Seminars,"469, 476",Cited for language/comportment claims and appropriation of the epochal understanding of Being (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,cites,AUTHOR: Heidegger — The Question Concerning Technology,472-473,Cited for 'becomes truly free only insofar as he belongs to the realm of destining' and the false active/passive dilemma (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,cites,INTERLOCUTOR: Iain Thomson,"468, 474",Cited approvingly re: importance of education for resisting enframing and the 'quantification of the qualitative' (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,contests,INTERLOCUTOR: Andrew Feenberg,"467-468, 472-473",Contests charge that Heidegger's philosophy of technology is dystopian/fatalistic/pessimistic/overly abstract (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,contests,INTERLOCUTOR: Hubert Dreyfus,476-480,Contests skilled-bodily-coping model as insufficient foundation for emancipatory Heideggerian education (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,qualifies,INTERLOCUTOR: Mark Wrathall,476-480,Endorses Wrathall's Gelassenheit gloss but contests his skilled-coping-centered account of education and the sport example specifically (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,contests,INTERLOCUTOR: Herbert Marcuse,472-473,Rejects Marcuse's attribution to Heidegger of a static ontology based on 'immune' transcendental concepts (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,instances-in-text,THEME: TEL / Technology Enhanced Learning critique,475,"Critiques UK 'Technologically Enhanced Learning' initiative for lack of clarity, via Bayne 2014 (FAITHFUL-Mertel).",bor-sec-17
bor-sec-17,instances-in-text,THEME: sport as non-optionalised engagement (streetball vs. professional sport),479-480,Football academies and US college sports as colonization of sport's claimed emancipatory function; amateur streetball offered as partial counter-example (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,instances-in-text,THEME: social media / dating apps and erosion of language,482-484,Dating-apps example used to argue online platforms can blur ethical/interpersonal distinctions despite cognitive awareness of virtual/actual difference (FAITHFUL-Mertel).,bor-sec-17
bor-sec-17,cites-cluster-author,bor-sec-19,"468, 474","Cites Thomson but a DIFFERENT 2019 piece ('Technology, Ontotheology, Education', in Heidegger on Technology) than bor-sec-19's 'Heidegger on Ontological Education' (2001) — same interlocutor, not the same cited text; flag for future concordance, do not treat as direct citation of bor-sec-19 (P/anticipatory-application).",bor-sec-17
bor-sec-17,bridges-to-part-iii,Part III student-boredom / disengagement frame,"473-474, 481",De-worlding argument individualizes systemic/environmental pathologies as student-side deficits — corroborates Part III's VLE proximity-voice/grouping correction against misreading design gaps as student deficits (P/anticipatory-application).,bor-sec-17
bor-sec-09,treats-construct,profound/deep boredom (FCM 3rd form),pp.35-39,Central object of the article; site of the truth/meaning diagnosis (FE),bor-sec-09
bor-sec-09,treats-construct,being-bored-by (1st form),p.32,"Brief baseline recap via station/waiting example (FAITHFUL-Mihacevic, p.32)",bor-sec-09
bor-sec-09,treats-construct,being-bored-with (2nd form),"pp.33-34, 40","Party example read via Mitsein; sole locus of genuine loss of personal meaning (FAITHFUL-Mihacevic, p.33-34)",bor-sec-09
bor-sec-09,treats-construct,situational vs. trait/state boredom,p.32 n.50; p.34 n.58,"Adopts Elpidorou & Freeman's state/trait labels for 1st/2nd forms (FAITHFUL-Mihacevic, p.32 n.50)",bor-sec-09
bor-sec-09,treats-construct,monotony/meaninglessness,"pp.29, 40-41",Central interpretive stake; disputes uniform loss-of-meaning reading across all three forms (FE),bor-sec-09
bor-sec-09,treats-construct,temporality of boredom (time-drag),pp.32-40,"Extended argument that 3rd-form time-alteration is nunc stans/noeseos noesis, not linear repetition (FE)",bor-sec-09
bor-sec-09,treats-construct,flow / engagement (contrast pole),p.39,"Gelassenheit (non-willing meditative thinking) posed against calculative/planned thought (FAITHFUL-Mihacevic, p.39)",bor-sec-09
bor-sec-09,bridges-to-fcm,fcm-04-first-form,Mihacevic p.32; FCM pp.87-105 (pdf 53-64),"Source's own gloss of 1st-form Zeitvertreib and being-held-in-limbo via the station-waiting analogy (FAITHFUL-Mihacevic, p.32)",bor-sec-09
bor-sec-09,bridges-to-fcm,fcm-05-second-form,Mihacevic pp.33-34; FCM pp.106-131 (pdf 65-77),"Source's own reading of the party scene as Mitsein-boredom, more profound/indeterminate than the 1st form (FAITHFUL-Mihacevic, p.33-34)",bor-sec-09
bor-sec-09,bridges-to-fcm,fcm-06-third-form,Mihacevic pp.34-39; FCM pp.132-159 (pdf 78-91),"Sustained engagement with 'it is boring for one,' the indifference of beings as a whole, and the moment of vision (FAITHFUL-Mihacevic, p.35-36)",bor-sec-09
bor-sec-09,contests-reading-of,fcm-06-third-form,Mihacevic pp.39-40; FCM pp.152-153 (pdf 88),"Argues 3rd-form time-alteration is nunc stans/noeseos noesis (non-repetitive), against an ecstatic-repetition reading of Langeweile's temporal structure (FE)",bor-sec-09
bor-sec-09,bridges-to-fcm,fcm-07-particular-profound,Mihacevic pp.35-36; FCM pp.160-168 (pdf 92-96),"Conclusion's turn to technological rationality/Das Man parallels FCM's diagnostic register for contemporary Dasein (FAITHFUL-Mihacevic, p.35-36)",bor-sec-09
bor-sec-09,cites-cluster-author,bor-sec-04,"Mihacevic pp.28, 34, 39-40 (n.18, n.58, n.91-92)","Engages Elpidorou & Freeman's claim that profound boredom = lack of meaning + disengagement + altered time-perception (FAITHFUL-Mihacevic, p.39-40)",bor-sec-09
bor-sec-09,contests-reading-of,bor-sec-04,p.40-41,Disputes the uniform loss-of-meaning claim across all three forms; only the 2nd form is genuine loss of personal meaning (FE),bor-sec-09
bor-sec-09,cites-cluster-author,bor-sec-07,p.28 (n.19),"Cites Gibbs on boredom's difficulty of recognition as an internally or externally caused mood (FAITHFUL-Mihacevic, p.28)",bor-sec-09
bor-sec-09,cites-cluster-author,bor-sec-13,"pp.28, 34 (n.14, n.68)","Cites Slaby on moods as existential orientations and on the Mitsein-structure of 2nd-form boredom (FAITHFUL-Mihacevic, p.28)",bor-sec-09
bor-sec-09,contests-reading-of,"Svendsen, Lars",p.29,"Agrees boredom involves loss of meaning generally, disputes Svendsen's causal attribution (meaning-of-Being vs. truth-of-Being) and rejects his 'no Being as such' conclusion (FE)",bor-sec-09
bor-sec-09,qualifies,"Ciocan, Cristian",pp.28-29,"Credits Ciocan's tracing of continuities between FCM and Being and Time on boredom/anxiety, but judges the authentic/inauthentic gap 'bridged but not closed' (FAITHFUL-Mihacevic, p.28)",bor-sec-09
bor-sec-09,cites,"Boss, Medard",pp.32-33,"Cites Boss on time 'standing' rather than flowing in profound boredom (FAITHFUL-Mihacevic, p.32)",bor-sec-09
bor-sec-09,cites,"Parvis, E.","pp.32, 36","Cites Parvis on Langeweile's literal 'long-while' sense and on boredom as access to Dasein (FAITHFUL-Mihacevic, p.36)",bor-sec-09
bor-sec-09,cites,"Arendt, Hannah","pp.27, 36, 41","Draws on Arendt (Life of the Mind; Human Condition) for anxiety/corporeality and the technological means-ends framing (FAITHFUL-Mihacevic, p.36)",bor-sec-09
bor-sec-09,cites,"MacIntyre, Alasdair",p.37 (n.84),"Footnote citing MacIntyre's Dependent Rational Animals against restricting the hermeneutical 'as'-structure to humans alone (FAITHFUL-Mihacevic, p.37)",bor-sec-09
bor-sec-09,cites,"Nancy, Jean-Luc",p.41,"Closes with Nancy's A Finite Thinking on thinking as always concerned with sense (FAITHFUL-Mihacevic, p.41)",bor-sec-09
bor-sec-09,defines,TERM: truth-vs-meaning-of-Being,"pp.29, 40-41","Central distinction: truth is binding (aletheia, unconcealment), meaning/sense is not — diagnosed source of Heidegger's sublimation of boredom (FE)",bor-sec-09
bor-sec-09,instances-in-text,TERM: Gelassenheit,p.39,"Profound boredom characterized as non-willing/meditative thinking, 'a thanking for the gift of Being' (FAITHFUL-Mihacevic, p.39)",bor-sec-09
bor-sec-09,instances-in-text,TERM: aletheia,p.38,"Truth as unconcealment/showing (apophainesthai); freedom as letting-beings-be (FAITHFUL-Mihacevic, p.38)",bor-sec-09
bor-sec-09,shifts-debate-axis,DEBATE-AXIS: profound-boredom-is-boredom-vs-distinct-mood,pp.38-39,Stakes a middle position: profound boredom 'wishes not to be boredom' but cannot be an entirely alien form since it shares Leergelassenheit/Hingehaltenheit with the other two (FE),bor-sec-09
bor-sec-09,bridges-to-part-iii,Part III: engagement/disengagement strata (desktop-3D vs. video-only; lab-VR vs. deployment-2D-PC poles),n/a,Truth/meaning distinction (binding disclosure vs. freely-made sense) offers a frame for separating compelled/binding disengagement from freely-elected disengagement in the survey population (P/anticipatory-application),bor-sec-09
bor-sec-09,bridges-to-part-iii,Part III: VLE co-presence / WE-unmet-want construct,n/a,2nd-form 'being-bored-with' analysis (boredom arising from Dasein itself despite full outward social participation) offers phenomenological vocabulary for co-presence findings where surface engagement coexists with disengagement (P/anticipatory-application),bor-sec-09
bor-sec-29,treats-construct,mind-wandering / task-unrelated thought,pp.72-75 approx.,"Organizing construct named in the paper's title and operationalized as the theorized first stage of the two-stage cognitive-process model (Fig. 1, p.72 approx.); tonic theta (6-8 Hz) analyzed as its EEG signature in Results/Discussion (pp.74-75 approx.) (FAITHFUL-Miyauchi & Kawasaki).",bor-sec-29
bor-sec-29,treats-construct,attentional disengagement / meta-awareness,p.72 approx.; pp.74-76 approx.,Frames the study's motivating claim that boredom is related to attentional failure (p.72 approx.); operationalized indirectly via the ASRS attentional-deficit self-report and its correlations with EEG/behavioral measures (pp.74-76 approx.) (FAITHFUL-Miyauchi & Kawasaki).,bor-sec-29
bor-sec-29,treats-construct,boredom proneness,pp.75-76 approx.,"Surfaces only in the Discussion, where the authors flag their own ASRS-response-time correlation as apparently discrepant with prior literature linking boredom proneness to attention-deficit symptoms; not independently operationalized by this study (FAITHFUL-Miyauchi & Kawasaki, pp.75-76 approx.).",bor-sec-29
bor-sec-29,treats-construct,situational vs. trait/state boredom,p.76 approx.,"Implicit but consequential framing: the authors distinguish their design, which measures the actual real-time occurrence of boredom via key-press latency, from most prior studies, which use subjective trait-like boredom-proneness self-report (FAITHFUL-Miyauchi & Kawasaki, p.76 approx.).",bor-sec-29
bor-sec-29,operationalizes-measure,EEG alpha/theta power,pp.73-75 approx.,"Morlet-wavelet time-frequency analysis (2-15 Hz; theta 6-8 Hz, alpha 10-12 Hz, beta 14-20 Hz) over 27 active scalp electrodes (actiCAP/BrainAmp DC, 1000 Hz, mastoid reference), baseline-corrected against inter-melody intervals, analyzed over the 3.0 s window preceding each key press (FAITHFUL-Miyauchi & Kawasaki, pp.73-75 approx., Figs. 3-5).",bor-sec-29
