unit,source,relation,target,locus,note
rdr-06-vanderhoef,rdr-06,cites,John Wills forthcoming 2023,"Sec. Critical Potentiality","Sublime reflection and mundane realism in Rockstar's historical West (RDR2-specific scholarship)."
rdr-06-vanderhoef,rdr-06,contests,realism-blaming explanation of slowness,"Sec. Slow Your Horse / Press X to Wait","Rejects 'excessive verisimilitude' as the cause; relocates frustration in temporal rupture letting reality 'bleed through.'"
rdr-06-vanderhoef,rdr-06,contests-reading-of,radical slowness as player-only subversion,"Sec. Slow Your Horse","Inverts Scully-Blaker: RDR2 makes radical slowness the dominant DESIGNED mode, not just a chosen player act."
rdr-06-vanderhoef,rdr-06,extends-reading-of,Dead Eye as hegemonic mastery,"Sec. Action and Stasis","Recodes the series' bullet-time ability: mastery-slowness, yet recoded by surrounding slow time; not radical slowness."
rdr-06-vanderhoef,rdr-06,concedes,RDR2 not a political panacea,"Sec. Press X to Wait","Concedes RDR2 is inextricably enmeshed in capitalist design, ideology, and labor practices."
rdr-06-vanderhoef,rdr-06,qualifies,negative discourse a vocal minority,"Sec. Critical Potentiality","Qualifies that frustrated players may be a vocal minority against record-breaking commercial success."
rdr-06-vanderhoef,rdr-06,treats-game-element,Press X button prompts,"Sec. Press X to Wait","Pressing X to wait (or refraining) opens a contemplative play space vs instrumental X-presses to shoot/punch/leap."
rdr-06-vanderhoef,rdr-06,treats-game-element,drawer-by-drawer looting,"Sec. Action and Stasis (Fig. 1)","Searching every cupboard/drawer one by one as paradigmatic stasis extending a pickup into unavoidable beats."
rdr-06-vanderhoef,rdr-06,treats-game-element,looting bodies and skinning animals,"Sec. Action and Stasis","Repetitive canned animations whose cumulative volume yields considerable wait time."
rdr-06-vanderhoef,rdr-06,treats-game-element,Eagle Eye tracking,"Sec. Action and Stasis","Slows time, mutes color, illuminates a vapor trail; deceleration engine of legendary hunts."
rdr-06-vanderhoef,rdr-06,treats-game-element,Dead Eye bullet time,"Sec. Action and Stasis","Combat ability slowing the game clock to line up shots; hinge between hegemonic and slow time."
rdr-06-vanderhoef,rdr-06,treats-game-element,slow horseback traversal,"Sec. Travel and Stillness","29-sq-mi world; ~16 min by horse / 3+ hrs walking; designed stillness privileging vistas and journey over destination."
rdr-06-vanderhoef,rdr-06,treats-game-element,horse stamina and permanent horse death,"Sec. Travel and Stillness","Stamina tempers sprint; horse death forces walking out on foot until camp/town, reinforcing slow tempo."
rdr-06-vanderhoef,rdr-06,treats-game-element,auto-run cinematic travel,"Sec. Travel and Stillness","Auto-pilots the horse and seizes the camera; explicitly removes player agency while injecting contemplative inaction."
rdr-06-vanderhoef,rdr-06,treats-game-element,gated obscured fast-travel,"Sec. Travel and Stillness","Warp locked behind story missions and camp upgrades; some players never find it; refuses acceleration logic."
rdr-06-vanderhoef,rdr-06,treats-game-element,no horseback in camp,"Sec. Travel and Stillness","Players must dismount and walk methodically through the camp hub between tents and wagons."
rdr-06-vanderhoef,rdr-06,treats-game-element,massive narrative scale,"Sec. Narrative and Prolongment","109 missions, ~2000-page script, 40-60 hrs; cyclical hope/defeat as the basis of prolongment."
rdr-06-vanderhoef,rdr-06,treats-game-element,Arthur's tuberculosis arc,"Sec. Narrative and Prolongment","Diagnosis Ch.5 mission 65; ~30-mission decline degrading abilities; refuses narrative economy and avoidance of death."
rdr-06-vanderhoef,rdr-06,instances-in-text,legendary grizzly-bear hunt,"Sec. Action and Stasis (Fig. 2)","Ch.2 tutorial: prints, Eagle Eye, vapor trail, bait, scripted ambush — systematic slow time in optional activity."
rdr-06-vanderhoef,rdr-06,instances-in-text,fireside solitude reading,"Sec. Press X to Wait (Fig. 3)","Adjusting the camera at the campfire: still playing, software still running — stillness reframed as action via Galloway."
rdr-06-vanderhoef,rdr-06,shifts-debate-axis,player-agency to scripted-constraint,"Sec. Slow Your Horse / Travel and Stillness","Relocates temporal politics from player choice to design that withholds/forecloses agency to produce critical slowness."
rdr-07-ventomaki,rdr-07,defines,nature representation as multimodal construction,sec 3.3,nature built through visual/textual/auditory/kinesthetic cues via Elleström's four modalities
rdr-07-ventomaki,rdr-07,defines,spatial narrative / environmental storytelling,sec 3.1.1,privileges spatial exploration over plot; player deduces story from environmental clues
rdr-07-ventomaki,rdr-07,defines,nature as the uncontrolled,sec 2,adopts Öhman et al.'s fluid definition so gravity/fatigue/weather count as nature
rdr-07-ventomaki,rdr-07,defines,nature-as-safe-space,sec 5.5,nature recurrently a site where NPCs open up emotionally without disturbance
rdr-07-ventomaki,rdr-07,defines,wilderness vs civilization opposition,sec 3.2,wilderness=freedom/respite vs civilization=cramped/polluted/unequal
rdr-07-ventomaki,rdr-07,defines,Old West / New West frontier nostalgia,sec 3.2,nostalgic remembrance of simpler times; man-vs-nature as simplest conflict
rdr-07-ventomaki,rdr-07,defines,contextual exploitation,sec 5.3,killing for food is self-preservation; killing for trophy is exploitation
rdr-07-ventomaki,rdr-07,cites,Öhman Öhman & Sandell (2016),sec 2,exergames indoorisation collateral learning and fluid nature definition
rdr-07-ventomaki,rdr-07,cites,Saxton Brown (2014),sec 2,anthropocentrism of game-nature and the eco-conundrum
rdr-07-ventomaki,rdr-07,cites,Bainbridge (2010),sec 2,virtual environmentalism and conspicuous consumption transfer
rdr-07-ventomaki,rdr-07,cites,Truong Prévot & Clayton (2018),sec 2,biophilia and player landscape preference; escapism motive
rdr-07-ventomaki,rdr-07,cites,Denham & Spokes (2021),sec 2,cornerstone Lefebvrian spatial study of RDR2
rdr-07-ventomaki,rdr-07,cites,Carter (2014),sec 2,Western-genre development; nostalgia vs revisionist critique
rdr-07-ventomaki,rdr-07,cites,McVeigh (2007),sec 3.2,post-9/11 re-emergence of the Western via political anxiety
rdr-07-ventomaki,rdr-07,cites,Walsh (2016),sec 2,John Ford's mythic West and Monument Valley iconography
rdr-07-ventomaki,rdr-07,cites,McFarlane (2019),sec 2,nature in Westerns as beauty/doom/neutral; universality of themes
rdr-07-ventomaki,rdr-07,cites,Domsch (2019),sec 3.1.1,spatial-narrative taxonomy (evocative/embedded/cause-effect)
rdr-07-ventomaki,rdr-07,cites,Eide & Schubert (2021),sec 3.1,realism and adjusted-real-world landscapes across media
rdr-07-ventomaki,rdr-07,cites,Elleström (2021a),sec 3.3,four media modalities (material/spatiotemporal/sensorial/semiotic)
rdr-07-ventomaki,rdr-07,cites,Shinkle (2020),sec 3.1,sensory vs nonsensory realism distinction
rdr-07-ventomaki,rdr-07,cites,McMahon (2010),sec 5.4,revisionist degradation of horses in the Western
rdr-07-ventomaki,rdr-07,cites,Tompkins (1992),sec 5.4,horses as unseen symbolic labor; man-nature link
rdr-07-ventomaki,rdr-07,cites,Balakrishnan & Sundar (2011),sec 3.1,navigation aid and spatial presence
rdr-07-ventomaki,rdr-07,cites,Hassan (2020),sec 3.1,graphics quality and purchase decisions
rdr-07-ventomaki,rdr-07,cites,Lastowka & Ogino (2014),sec 4,screenshot use in scholarly publications (fair use)
rdr-07-ventomaki,rdr-07,extends,Denham & Spokes (2021),sec 2,drops empirical participants; reads game-text directly with fuller nature-culture attention
rdr-07-ventomaki,rdr-07,extends,Öhman Öhman & Sandell (2016),sec 2,applies exergame/collateral-learning lens to a console open-world that is not an exergame
rdr-07-ventomaki,rdr-07,contests,Saxton Brown (2014),sec 5.3,disputes blanket claim that hunting mechanics are exploitative; survival-hunting is natural
rdr-07-ventomaki,rdr-07,qualifies,Saxton Brown (2014),sec 5.3,concedes exploitation holds for purely cosmetic trophy hunting
rdr-07-ventomaki,rdr-07,concedes,Saxton Brown (2014),sec 5.6,grants that legendary-bear hunt exploits and reduces nature's mythical spirit
rdr-07-ventomaki,rdr-07,concedes,McMahon (2010),sec 6,admits horse section adopts only the revisionist viewpoint
rdr-07-ventomaki,rdr-07,extends-reading-of,RDR2 horses,sec 5.4,reads white-Arabian taming through McMahon/Tompkins as conquest/mastery
rdr-07-ventomaki,rdr-07,contests-reading-of,RDR2 hunting mechanic,sec 5.3,reframes methodical clean kill as potentially humane against exploitation-reading
rdr-07-ventomaki,rdr-07,shifts-debate-axis,nature-as-resource <-> nature-as-aesthetic/ecological,sec 6,reframes either/or into both/and-in-tension; net lean aesthetic/ecological
rdr-07-ventomaki,rdr-07,shifts-debate-axis,nostalgic-Western <-> revisionist-Western,sec 6,reads RDR2 as predominantly nostalgic/Romantic while registering revisionist currents
rdr-07-ventomaki,rdr-07,instances-in-text,New Austin vs Annesburg opposition,sec 5.1.1,gated Old West desert vs polluted New West coal town as authored commentary
rdr-07-ventomaki,rdr-07,instances-in-text,nature-as-safe-space,sec 5.5.2,fishing trips and campfires where Kieran/Javier/Hosea disclose pasts
rdr-07-ventomaki,rdr-07,instances-in-text,man-vs-nature struggle,sec 5.6,legendary Bharati bear as antagonized adversary; man-over-nature asymmetry
rdr-07-ventomaki,rdr-07,instances-in-text,conservation vs player-freedom tension,sec 5.3,bison mission condemns excess killing yet game never prohibits it
rdr-07-ventomaki,rdr-07,instances-in-text,autonomy of nature,sec 5.4,hawks fishing and birds on bison act independently of the player
rdr-07-ventomaki,rdr-07,treats-game-element,five states + Guarma (biomes),sec 5.1,real-US analog regions establishing nature-culture geography
rdr-07-ventomaki,rdr-07,treats-game-element,Annesburg coal town,sec 5.1.1,polluted water/dead fish/sickly population embody industrial cost
rdr-07-ventomaki,rdr-07,treats-game-element,hunting mechanic (binoculars/Eagle Eye/clean kill),sec 5.3,star-rating tracking and correct-caliber kill read as conservationist
rdr-07-ventomaki,rdr-07,treats-game-element,honor system,sec 5.3,care rewarded excess killing penalized; buck vs black-coyote endings
rdr-07-ventomaki,rdr-07,treats-game-element,bison + poachers mission (Charles Smith),sec 5.3,indigenous conservation ethic and bison near-extinction commentary
rdr-07-ventomaki,rdr-07,treats-game-element,animals (~80 species + 15 legendary),sec 5.4,personalities/reputations; compendium situates ecology
rdr-07-ventomaki,rdr-07,treats-game-element,horses (white Arabian/war horses/abused mounts),sec 5.4,transport and bonding; revisionist marginalization reading
rdr-07-ventomaki,rdr-07,treats-game-element,predators (bears/wolves/panther/alligators),sec 5.4,nature's deadliness personified; legendary panther mythified by NPCs
rdr-07-ventomaki,rdr-07,treats-game-element,dynamic weather + survival,sec 5.3,warmth-rated clothing vs draining health core; dust storms; 48-min day
rdr-07-ventomaki,rdr-07,treats-game-element,map + Arthur's journal,sec 5.2,hand-drawn markers humanize interface; nature-over-culture sketch bias
rdr-07-ventomaki,rdr-07,treats-game-element,species compendium,sec 5.4,habitat/hunting-method/kill-count/uses communicate game-world ecology
rdr-07-ventomaki,rdr-07,treats-game-element,loading-screen photographs,sec 5.5.1,12 sepia stills set wistful Old West nostalgia; ambivalent symbolism
rdr-07-ventomaki,rdr-07,treats-game-element,campsites (Horseshoe Overlook to Beaver Hollow),sec 5.5.2,barometer of gang wellbeing trending toward industrialized areas
rdr-07-ventomaki,rdr-07,treats-game-element,'Exit Pursued by a Bruised Ego' bear hunt,sec 5.6,city-to-wild transition; unsettling skinning; meat-industry reflection
rdr-07-ventomaki,rdr-07,treats-game-element,Malcolm MacIntosh / 'Hopes for the Future',sec 5.1.1,anti-mining scientist NPC selling environmental-protection book
rdr-07-ventomaki,rdr-07,treats-game-element,Butcher Creek poisoning / Appleseed deforestation,sec 5.1.1,curse revealed as lead/arsenic poisoning; capitalist clear-cutting
rdr-07-ventomaki,rdr-07,extends-reading-of,Arthur Morgan characterization,sec 5.2,journal's animal/plant sketch preference frames Arthur as nature-over-culture
rdr-07-ventomaki,rdr-07,instances-in-text,decline of Old West,sec 6,Arthur's death symbolizes the New West overcoming the old
rdr-02-westerside,rdr-02,defines,gameplace,"Abstract; Conclusion; endnote 2","Affective relationship between place, experience and play; refines Ali (2016)"
rdr-02-westerside,rdr-02,defines,gameworld-vs-gameplace,"Home/Self-Motivation","Gameworld = space for traversal; gameplace = a world for being in"
rdr-02-westerside,rdr-02,defines,placeness,"Abstract (Nitsche 2009, 191-201)","Identity; self-motivated/self-organised action; traces of memory"
rdr-02-westerside,rdr-02,defines,topopoesis,"Site as Structure (Casey 2002)","Poetic truth of place over topographical representation"
rdr-02-westerside,rdr-02,defines,dual-mode-of-agency,"Home/Self-Motivation; endnote 5","Free-roam vessel vs. story-quest imposed agency; identification with vs. as Arthur"
rdr-02-westerside,rdr-02,cites,Nitsche 2009 Video Game Spaces,"Abstract; pp.191-201, 193, 198","Three indicators of placeness; primary games-studies anchor"
rdr-02-westerside,rdr-02,cites,Tuan 1977 Space and Place,"Introduction","Space becomes place via human connection (phenomenology premise)"
rdr-02-westerside,rdr-02,cites,Casey 2002 Representing Place,"Site as Structure; Conclusion","Topopoesis"
rdr-02-westerside,rdr-02,cites,Pearson 2010 Site-Specific Performance,"Home/Self-Motivation, p.20; p.19","Activity/audience/place triangulation; visitor taxonomy"
rdr-02-westerside,rdr-02,cites,Jenkins 2004 Game Design as Narrative Architecture,"Go West","Four modes of environmental storytelling"
rdr-02-westerside,rdr-02,cites,Bizzocchi & Tanenbaum 2011,"Abstract","Close-reading-of-gameplay method"
rdr-02-westerside,rdr-02,cites,Bogost 2006 Unit Operations,"Introduction, p.54","Shift from how games work to what they do / expressive capacity"
rdr-02-westerside,rdr-02,cites,Wilkie 2002 Mapping the Terrain,"Go West / Site as Structure, p.158","Site as symbol/storyteller/structure"
rdr-02-westerside,rdr-02,cites,Wark 2007 Gamer Theory,"Site as Structure","Topographic-to-topological compression"
rdr-02-westerside,rdr-02,cites,Galloway 2004 Social Realism in Gaming,"Home/Self-Motivation","Realism as everyday minutiae"
rdr-02-westerside,rdr-02,cites,Calleja 2011 In-Game,"Home/Self-Motivation, p.82","Self-motivated journeys/exploration in sandbox roam"
rdr-02-westerside,rdr-02,cites,Heidegger 2000 Being and Time,"Home/Self-Motivation","World for being in (gameplace's phenomenological ground)"
rdr-02-westerside,rdr-02,extends,Nitsche placeness toward ludic-affective gameplace,"Conclusion","Adds player activities/goals/narrative to how place means"
rdr-02-westerside,rdr-02,extends,site-specific performance theory into game analysis,"Introduction; Players & Spectators","Transposes performance studies' site/place vocabulary to videogames"
rdr-02-westerside,rdr-02,extends-reading-of,Murray 2005 reading of GTA San Andreas,"Players & Spectators, pp.91-96","Carries Murray's place-centric Rockstar reading forward to RDR2 / gameplace"
rdr-02-westerside,rdr-02,contests-reading-of,Humphreys 2012 neoliberal-Western reading of RDR,"Go West, pp.210-214","RDR2 makes the frontier the political ideal; Arthur escapes Marston's recuperation"
rdr-02-westerside,rdr-02,concedes,Humphreys 2012 critique partly persists in RDR2,"Go West, p.237","Much of what Humphreys claims of RDR is similarly present in RDR2"
rdr-02-westerside,rdr-02,qualifies,Fernandez-Vara 2014 on games-review bias,"Go West, p.3","Cautions that positive RDR reviews may be revenue-biased"
rdr-02-westerside,rdr-02,contests,Schwartz 2006 accurate-representation view,"Site as Structure","Regions are compressed caricatures, not accurate historical places (via Wark)"
rdr-02-westerside,rdr-02,shifts-debate-axis,from ideology-representation to phenomenology-of-place,"Introduction; Conclusion","Reorients RDR2 analysis toward affective experience of place"
rdr-02-westerside,rdr-02,shifts-debate-axis,from empirical user study to qualitative close-reading,"Abstract (Bizzocchi & Tanenbaum 2011)","30+ hours reflective first-person play as evidentiary base"
rdr-02-westerside,rdr-02,instances-in-text,placeevent (McLucas via Kaye 2000 p.56),"Introduction","Place and what is built there bleed into each other"
rdr-02-westerside,rdr-02,instances-in-text,Pearson visitor taxonomy in RDR2 traversal,"Home/Self-Motivation, p.20","Nomad/wayfarer/derivist/flaneur mapped to mini-map and random encounters"
rdr-02-westerside,rdr-02,treats-game-element,Chapter 1 blizzard mountains (Grizzlies),"Site as Storyteller (Figure 1)","Site as story-teller-in-chief; refugee-coded gang; hour-plus to escape"
rdr-02-westerside,rdr-02,treats-game-element,Valentine frontier town,"Site as Storyteller (Figures 2-3)","Saloon/jail/stables/hotel/station; first window into Arthur; Leone/Ford imagery"
rdr-02-westerside,rdr-02,treats-game-element,Saint Denis industrial city,"Site as Structure (Figure 4)","Steel-and-steam town; empathy-driven climax; site-as-structure"
rdr-02-westerside,rdr-02,treats-game-element,the camp (moving home),"Home/Self-Motivation","Relocating base of care/maintenance; acts as home for the player"
rdr-02-westerside,rdr-02,treats-game-element,traversal & encounter systems,"Home/Self-Motivation, p.20","Mini-map (wayfarer) vs. random encounter (derivist); kinaesthetic avatar bond"
rdr-02-westerside,rdr-02,treats-game-element,NPCs & settlements,"Home/Self-Motivation","Goal-bearing NPCs; background chatter; varying believability; player as flaneur"
rdr-02-westerside,rdr-02,treats-game-element,regions and spatial compression,"Site as Structure; endnote 4","Grizzlies-to-Lemoyne under 10 min; compression and order as affective device"
rdr-02-westerside,rdr-02,treats-game-element,honor system (incl. KKK exception),"endnote 3","Actions shift NPC behavior/prices/dialogue; KKK-punishment as unique positive-honor crime"
rdr-02-westerside,rdr-02,treats-game-element,free-roam activities and compendium/journal,"Home/Self-Motivation","Hunting/poker/theatre; compendium and Arthur's journal scaffold long-term goals"
rdr-02-westerside,rdr-02,treats-game-element,prequel-haunting / Arthur's mortality,"endnote 5","Foreknown death (Ch.5 tuberculosis) both galvanizes and diminishes emergent-narrative drive"
rdr-02-westerside,rdr-02,cites,Vella & Giappone 2018 The City in Singleplayer Fantasy RPGs,"Site as Storyteller; Home/Self-Motivation","A city must afford the spatial practices we understand as a city's"
rdr-05-wright,rdr-05-wright,defines,narratives of "progress" (brand/paratext/text three-level concept),para 7,"Progress utilized on 3 levels: developer-brand image, promotional surround, in-game text"
rdr-05-wright,rdr-05-wright,defines,paratextual / promotional surround,"'True West' section, para 15-16","Wide pre-play network preloading historical 'truths'; a 'discourse of historical authenticity'"
rdr-05-wright,rdr-05-wright,defines,authenticity as constructed/marketed discourse,para 15,"Authenticity reframed as manufactured claim, not accuracy; Rockstar in pedagogical role"
rdr-05-wright,rdr-05-wright,defines,irony as "no-lose gambit" / self-cancellation,para 8,"Quoting Kline, Dyer-Witheford & de Peuter; affirmation/negation appearance of critique"
rdr-05-wright,rdr-05-wright,defines,false (and damaging) equivalence,para 29 & 36,"Native suffering aligned with white-outlaw extinction; satirical NPCs given equal weighting"
rdr-05-wright,rdr-05-wright,cites,Soraya Murray (Triumphal Procession; On Video Games),para 12 & 28,"Game-history teleology critique + race/gender/space backdrop-for-white-violence critique"
rdr-05-wright,rdr-05-wright,cites,"Kline, Dyer-Witheford & de Peuter (Digital Play)",para 8,"'have your cake and eat it too' self-cancelling critique structure"
rdr-05-wright,rdr-05-wright,cites,Dyer-Witheford & De Peuter (Games of Empire),para 10,"GTA as 'cynical'/conservative self-cancellation"
rdr-05-wright,rdr-05-wright,cites,Adam Chapman (Digital Games as History),para 14 & 16,"'developer-historian'; historical games' radical potential vs status quo"
rdr-05-wright,rdr-05-wright,cites,William Uricchio,para 14,"Historical games built on principles reflecting a 'historiographic status quo'"
rdr-05-wright,rdr-05-wright,cites,Patricia Nelson Limerick (Legacy of Conquest),para 6 & 13,"Turner 'ethnocentric and nationalistic'; Frontier as process of conquest"
rdr-05-wright,rdr-05-wright,cites,Alan Trachtenberg (Incorporation of America),para 5 & 20-21,"Civilization wrought through violence/corporatization; ~10% homesteader statistic"
rdr-05-wright,rdr-05-wright,cites,Jane Tompkins (West of Everything),para 5 & 13,"West as 'symbol of freedom'/'escape from modern industrial society'"
rdr-05-wright,rdr-05-wright,cites,Philip Deloria (Playing Indian),para 29,"Van Der Linde gang 'play Indian' to negotiate identity"
rdr-05-wright,rdr-05-wright,cites,Tilo Hartmann & Peter Vorderer,para 39,"Progress-narratives as 'moral disengagement factor'"
rdr-05-wright,rdr-05-wright,cites,Laine Nooney,para 12,"Game history as 'patrilineal chronicle' of founding fathers/game gods"
rdr-05-wright,rdr-05-wright,cites,Carl Therrien,para 12,"How to avoid progress-laden teleological discourse for an evolving object"
rdr-05-wright,rdr-05-wright,cites,Sara Humphreys,para 5,"Prior textual analysis of RDR via safety-valve/freedom thematics"
rdr-05-wright,rdr-05-wright,cites,Carol Anderson (White Rage),para 36,"Individual-bad-racist framing aligns game with US Conservatives"
rdr-05-wright,rdr-05-wright,cites,Angela Saini (Superior),para 30 & 36,"Race science never truly died out; legacy in modern science/medicine"
rdr-05-wright,rdr-05-wright,cites,John Blake (racism without racists),para 34,"'I don't see color' hides white privilege/structural racism"
rdr-05-wright,rdr-05-wright,cites,Souvik Mukherjee / Sybille Lammes,para 10,"Colonial exploration/mastering of digital space critique"
rdr-05-wright,rdr-05-wright,extends,Soraya Murray (game historiography critique),para 13,"Extends Murray's 'violence of game histories' by aligning it with Western historiography (Limerick)"
rdr-05-wright,rdr-05-wright,extends,Esther Wright (own paratext-with-text method),para 38,"Reiterates her prior argument not to separate paratextual framing from textual content"
rdr-05-wright,rdr-05-wright,contests,Rockstar's authenticity / critical self-presentation,para 22-23 & 40,"Critique judged selective, surface-level, undercut by reliance on same ideologies"
rdr-05-wright,rdr-05-wright,contests-reading-of,RDR/RDR2 as genuine critique of the Western genre,para 27 & 32,"Via Byrd ('absent presence') and Keller ('hardly a radical revision')"
rdr-05-wright,rdr-05-wright,concedes,it is unrealistic to expect a game to carry nuanced historiography,para 23,"But turns concession into a sharper question about why make authenticity claims at all"
rdr-05-wright,rdr-05-wright,concedes,it would be overly simplistic to say Rockstar are NOT critical,para 31,"Games 'suggest an awareness' via non-optional dialogue/cutscenes"
rdr-05-wright,rdr-05-wright,qualifies,Rockstar's responsibility for ideological positions,para 41,"They 'capitalize on' a wider capitalist recycling rather than bear 'full brunt'"
rdr-05-wright,rdr-05-wright,cites-cluster-author,Jodi A. Byrd ('Red Dead Conventions'),para 27,"'Red dead' title betrays genocidal racism; fetishizes genre at Indian 'absent presence'"
rdr-05-wright,rdr-05-wright,cites-cluster-author,Matt Margini (Red Dead Redemption Boss Fight Books),para 30,"RDR's 'obvious distaste' for MacDougal yet 'whitewashing' adherence"
rdr-05-wright,rdr-05-wright,contests-reading-of,Rockstar's 'critique' of civilization vs savagery,para 32,"'disingenuous attempt to make white outlaws' cause seem more righteous'"
rdr-05-wright,rdr-05-wright,shifts-debate-axis,authenticity-as-accuracy -> authenticity-as-marketed-discourse,para 15 & 23,"Refuses accuracy grading; relocates authenticity to the promotional surround"
rdr-05-wright,rdr-05-wright,shifts-debate-axis,text-only analysis -> text+paratext analysis,para 38,"Insists paratext casts 'harsher light' on ideological resonance"
rdr-05-wright,rdr-05-wright,instances-in-text,Cattleman Revolver / Wheeler & Rawson catalogue advert,para 22,"Labor copy ('little pay') exposes crunch-culture irony"
rdr-05-wright,rdr-05-wright,treats-game-element,Cochinay Reservation storming missions (RDR),para 28,"'Wiping out every last man' a predetermined objective; micro-scale genocidal violence"
rdr-05-wright,rdr-05-wright,treats-game-element,Wapiti Reservation / Eagle Flies dialogue (RDR2),para 29,"Old/infirm only; young 'shipped off to reform schools'; 'vanishing American' trope"
rdr-05-wright,rdr-05-wright,treats-game-element,MacDougal & Nastas race-science subplot (RDR),para 30,"'reverse Integration'/'regressive acculturation'; played for laughs"
rdr-05-wright,rdr-05-wright,treats-game-element,"'Eugenics for Beginners' pamphlet / Saint Denis NPC (RDR2)",para 34-36,"Arthur's 'I don't see color' response; satchel desc 'racist, idiotic eugenics handbill'"
rdr-05-wright,rdr-05-wright,treats-game-element,Milton/Dutch 'civilized land' cutscene exchange,para 31,"Emblematic 'critique' yet 'hardly a radical revision' (Keller)"
rdr-05-wright,rdr-05-wright,treats-game-element,RDR2 PC trailer Arthur Morgan voiceover,epigraph & para 6,"'more and more civilization, what a damn mess' frames progress discourse"
rdr-05-wright,rdr-05-wright,treats-game-element,Red Dead Online roles (Bounty Hunter/Trader/Trapper),para 20,"Player 'becomes whatever Westerner' satisfies desire to exist in virtual West"
rdr-05-wright,rdr-05-wright,treats-game-element,"'The True West' Newswire blog series (paratext)",para 16-17,"Positions Rockstar as developer-historian; commodifies research"
rdr-05-wright,rdr-05-wright,treats-game-element,KKK rallies / 'Iniquities of History' Compson mission (RDR2),para 37 & note 6,"Ambivalent inclusions that 'raise more questions than they answer'"
