source_id,relation,target_id,domain,centrality_tier,book_page,provenance,supporting_unit_ids,notes,source_id_original,target_id_original,resolution_status
D-002,decomposes-into,IG-05:macro-phase-exploration,game-studies,1,73,text-anchored,IG-05-SPATIAL,Macro phase = exploration drive (off-line + on-line). Lines 2469-2540.,,,partial
D-002,decomposes-into,IG-05:micro-phase-navigating-space,game-studies,1,77,text-anchored,IG-05-SPATIAL,"Micro phase = navigating space, mental mapping, miniature-tactical control. Lines 2641-2658.",,,partial
IG-05:micro-phase-navigating-space,classifies-as,IG-05:five-spatial-structures-taxonomy,game-studies,1,78-85,text-anchored,IG-05-SPATIAL,5-fold taxonomy based on traversable (not visible) space.,,,unresolved
IG-05:five-spatial-structures-taxonomy,includes,IG-05:unicursal-corridor,game-studies,1,78,text-anchored,IG-05-SPATIAL,"Structure 1 — single-path, forward/backward orientation only. Aarseth 2005 anchor.",,,unresolved
IG-05:five-spatial-structures-taxonomy,includes,IG-05:multicursal-maze,game-studies,1,80,text-anchored,IG-05-SPATIAL,Structure 2 — branching paths + dead ends. Fernandez-Vara 2007 anchor.,,,unresolved
IG-05:five-spatial-structures-taxonomy,includes,IG-05:rhizomatic-zone,game-studies,1,81,text-anchored,IG-05-SPATIAL,Structure 3 — non-contiguous teleport-linked spaces. Deleuze+Guattari 1987 frame.,,,unresolved
IG-05:five-spatial-structures-taxonomy,includes,IG-05:open-landscape,game-studies,1,82,text-anchored,IG-05-SPATIAL,Structure 4 — maximum navigational freedom. Aarseth 2005 + Babic 2007.,,,unresolved
IG-05:five-spatial-structures-taxonomy,includes,IG-05:arena,game-studies,1,83,text-anchored,IG-05-SPATIAL,Structure 5 — canvas for performance. Nitsche 2008 anchor.,,,unresolved
IG-05:unicursal-corridor,operationalized-via-game,IG-05:medal-of-honor-allied-assault,game-studies,1,78-79,text-anchored,IG-05-SPATIAL,Beach landing opening (Figure 5.1) — single-path disguised by chaos + invisible-wall cognitive-map update.,,,unresolved
IG-05:unicursal-corridor,operationalized-via-game,IG-05:half-life-2,game-studies,2,80,text-anchored,IG-05-SPATIAL,Alternating action + physics-puzzle barriers.,,,unresolved
IG-05:unicursal-corridor,operationalized-via-game,IG-05:gran-turismo,game-studies,3,80,text-anchored,IG-05-SPATIAL,Tracks-and-rails (Nitsche) collapsed-to-unicursal in Calleja's traversable-space taxonomy.,,,unresolved
IG-05:multicursal-maze,operationalized-via-game,IG-05:fable,game-studies,1,80-81,text-anchored,IG-05-SPATIAL,In-perspective paradigm — hill/rock channeling + desert-ring heat-exhaustion barrier.,,,unresolved
IG-05:multicursal-maze,operationalized-via-game,IG-05:pacman,game-studies,2,81,text-anchored,IG-05-SPATIAL,Omniscient-perspective contrast — Google-Maps-indexical-style spatial learning.,,,unresolved
IG-05:rhizomatic-zone,operationalized-via-game,IG-05:fable-ii,game-studies,2,81,text-anchored,IG-05-SPATIAL,Intra-region teleport at predefined points within discovered areas.,,,unresolved
IG-05:rhizomatic-zone,operationalized-via-game,IG-05:mass-effect,game-studies,2,81,text-anchored,IG-05-SPATIAL,Inter-zone teleport-only — galaxy-map zone-access.,,,unresolved
IG-05:rhizomatic-zone,operationalized-via-game,IG-05:dead-space,game-studies,2,82,text-anchored,IG-05-SPATIAL,Diegetic-transit concealment — elevator zone-load + inventory/weapon management.,,,unresolved
IG-05:open-landscape,operationalized-via-game,IG-05:elder-scrolls-iv-oblivion,game-studies,1,82,text-anchored,IG-05-SPATIAL,Paradigm RPG open landscape + map↔3D-environment transition (Figure 5.4).,,,unresolved
IG-05:open-landscape,operationalized-via-game,IG-05:world-of-warcraft,game-studies,1,82-89,text-anchored,IG-05-SPATIAL,MMOG open world + Azeroth high-imageability paradigm + tourist-moment testimony corpus.,,,unresolved
IG-05:open-landscape,operationalized-via-game,IG-05:lord-of-the-rings-online,game-studies,2,82,text-anchored,IG-05-SPATIAL,Rule-based-not-spatial restriction — Hobbit Shire-to-Rivendell mob-difficulty barrier.,,,unresolved
IG-05:arena,operationalized-via-game,IG-05:counter-strike-source,game-studies,1,83-86,text-anchored,IG-05-SPATIAL,de_dust2 B-rush worked example (Figures 5.2 + 5.3) — loadout-route-choice + flash-grenade blind-navigation.,,,unresolved
IG-05:arena,operationalized-via-game,IG-05:unreal-tournament,game-studies,2,85,text-anchored,IG-05-SPATIAL,Multi-shot-kill physics contrast — constant-movement vs CS:S cover-discipline.,,,unresolved
IG-05:miniature-space,operationalized-via-game,IG-05:dawn-of-war-ii,game-studies,1,91,text-anchored,IG-05-SPATIAL,RTS miniature-landscape paradigm (Figure 5.5) — defendable-position + cover + line-of-fire.,,,unresolved
IG-05:miniature-space,operationalized-via-game,IG-05:empire-total-war,game-studies,2,91,text-anchored,IG-05-SPATIAL,Distributed-agency — Portugal-march + Silesian-tax-rate simultaneity.,,,unresolved
IG-05:miniature-space,operationalized-via-game,IG-05:risk,game-studies,2,92,text-anchored,IG-05-SPATIAL,Symbolic miniature — spatial-involvement coextensive with tactical-involvement.,,,unresolved
IG-05:macro-phase-exploration,affective-marker,IG-05:tourist-moment,game-studies,2,74,text-anchored,IG-05-SPATIAL,Rheric + Baal + Kelly 2004 testimony — vista-encounter affect within spatial macro.,,,unresolved
IG-05:lost-in-game-world,requires,IG-05:worldness,game-studies,1,76,text-anchored,IG-05-SPATIAL,Klastrup 2004 — environment must extend beyond immediate perceptibility for spatial contingency to obtain.,,,unresolved
IG-05:lost-in-game-world,cites,IG-05:tuan-2007-lost-forest,game-studies,1,76,text-anchored,IG-05-SPATIAL,Lines 2589-2599 quoted at length — body-relative orientation + flickering-light goal-establishment.,,,unresolved
IG-05:lost-in-game-world,cites,IG-05:malaby-2007-contingency,game-studies,1,77,text-anchored,IG-05-SPATIAL,Designer-constituted-but-genuinely-contingent space.,,,unresolved
IG-05:lost-in-game-world,cites,IG-05:borges-1972-labyrinth,literature,2,77,text-anchored,IG-05-SPATIAL,Literary figure for designer-constituted character of game worlds.,,,unresolved
C-024,attributed-to,IG-05:tolman-1948,psychology,1,79,text-anchored,IG-05-SPATIAL,Concept anchor — encoding/storing/manipulating spatially-referenceable information.,,,partial
C-024,operationalized-via,IG-05:golledge-garling-2004,psychology,2,79,text-anchored,IG-05-SPATIAL,Operational gloss imported.,,,partial
C-024,extended-by,IG-05:liboriussen-2009,game-studies,2,79,text-anchored,IG-05-SPATIAL,Cognitive-map as virtual-world-navigation tool + sense-of-connectedness.,,,partial
IG-05:imageability,attributed-to,IG-05:lynch-1960,urban-perception,1,88-89,text-anchored,IG-05-SPATIAL,Quoted at length — quality yielding strong evokable mental images of environment.,,,unresolved
IG-05:imageability,contrasted-via-game,IG-05:planetside-vs-wow,game-studies,1,89-90,text-anchored,IG-05-SPATIAL,Auraxis low-imageability vs Azeroth high-imageability — Kestra + Rheric testimony.,,,unresolved
C-025,cites,IG-05:tuan-2007-p73,humanistic-geography,1,87,text-anchored,IG-05-SPATIAL,Gatekeeping quote — 'when space feels thoroughly familiar … it has become place. Kinesthetic + perceptual experience + concept-formation required.',,,partial
IG-05:navigable-space,attributed-to,IG-05:wolf-2009,game-studies,1,77,text-anchored,IG-05-SPATIAL,Interconnected simulated cells; maze-organized network; off-screen-accessibility via navigational ability.,,,unresolved
IG-05:open-landscape,carries-argument-from,IG-05:babic-2007-relational-space,game-studies,1,83,text-anchored,IG-05-SPATIAL,Absolute-vs-relational space distinction applied to MMOGs (via Löw 2001).,,,unresolved
IG-05:babic-2007-relational-space,builds-on,IG-05:lefebvre-1991,social-theory,2,83,text-anchored,IG-05-SPATIAL,Relational-space lineage.,,,unresolved
IG-05:babic-2007-relational-space,builds-on,IG-05:soja-1996,social-theory,2,83,text-anchored,IG-05-SPATIAL,Relational-space lineage (Thirdspace).,,,unresolved
IG-05:babic-2007-relational-space,builds-on,IG-05:tuan-1974,humanistic-geography,2,83,text-anchored,IG-05-SPATIAL,Relational-space lineage.,,,unresolved
IG-05:unicursal-corridor,overrides,IG-05:nitsche-2008-tracks-rails,game-studies,2,80,text-anchored,IG-05-SPATIAL,Calleja collapses Nitsche's labyrinth/tracks-rails distinction on traversable-space grounds.,,,unresolved
IG-05:arena,attributed-to,IG-05:nitsche-2008-arena,game-studies,1,83,text-anchored,IG-05-SPATIAL,'Canvas for a performance' — embedded competitive space.,,,unresolved
IG-05:unicursal-corridor,enables-control-of,IG-05:king-krzywinska-2006,game-studies,2,80,text-anchored,IG-05-SPATIAL,Spatial restriction enables tighter designer control of scripted narrative + orchestrated affect.,,,unresolved
IG-05:cognitive-conceptual-to-inhabited-shift,bridges-to,C-003,game-studies,1,87-90,text-anchored,IG-05-SPATIAL,Attentional-freeing through internalization → multi-dimensional incorporation in IG-10.,,,partial
D-002,cornerstone-paired-with,D-001,game-studies,1,82-83,text-anchored,IG-05-SPATIAL,Anticipates IG-10's spatial+kinesthetic cornerstone-pair claim (Babic-framing as PIM-overlap).,,,resolved
IG-05:imageability,maps-to-phantasia,DALTON:phantasia-spatial-imagery,ontological-grounding,2,88-89,anticipatory-projection (dissertation),IG-05-SPATIAL,Lynch imageability as designed-environment-driven phantasia-evocation. Via Hawhee 2009 + Papachristou. Calleja cites no Aristotle.,,,unresolved
IG-05:lost-in-game-world,maps-to-heidegger,DALTON:verlorenheit,ontological-grounding,2,75-77,anticipatory-projection (dissertation),IG-05-SPATIAL,Productive-lost-ness as Heideggerian Verlorenheit. Calleja cites no Heidegger.,,,unresolved
IG-05:body-relative-orientation,maps-to-merleau-ponty,DALTON:body-schema,ontological-grounding,2,75-77,anticipatory-projection (dissertation),IG-05-SPATIAL,Tuan 2007 front/back/right/left passage as lived-body orientation. Calleja cites no Merleau-Ponty.,,,unresolved
C-008,maps-to-uexkull-construct,UEXKULL:umwelt,layer-c-bridge,1,73-92,anticipatory-projection (dissertation),IG-05-SPATIAL,SIGNATURE LAYER-C BRIDGE. Whole-chapter habitational-spatiality machinery ↔ Uexküll Umwelt. Designer-constituted boundedness is feature not bug for Uexküllian apparatus.,,,partial
IG-05:imageability,maps-to-uexkull-construct,UEXKULL:merkwelt,layer-c-bridge,1,88-89,anticipatory-projection (dissertation),IG-05-SPATIAL,Lynch imageability ↔ Merkwelt: environment-features as perceivable signs FOR THE ORGANISM that traverses it. Azeroth high-Merkwelt-fidelity vs Auraxis high-geographic-fidelity.,,,unresolved
IG-05:navigable-space,maps-to-uexkull-construct,UEXKULL:wirkwelt,layer-c-bridge,1,77,anticipatory-projection (dissertation),IG-05-SPATIAL,Wolf 2009 navigable-space ↔ Wirkwelt: action-side of the functional circle. Macro/micro pair tracks Merkwelt-dominant/Wirkwelt-dominant phasing.,,,unresolved
C-024,maps-to-uexkull-construct,UEXKULL:funktionskreis,layer-c-bridge,1,79-80,anticipatory-projection (dissertation),IG-05-SPATIAL,"Tolman cognitive-map ↔ Funktionskreis closure: action feeds back as perception, updates map, informs next action. Cumulative Funktionskreis over time.",,,partial
IG-05:body-relative-orientation,maps-to-uexkull-construct,UEXKULL:umwelt-organism-relativity,layer-c-bridge,1,75-77,anticipatory-projection (dissertation),IG-05-SPATIAL,Tuan 2007 front/back/right/left ↔ Umwelt organism-centered spatial-frame BROUGHT TO environment.,,,unresolved
IG-05:space-to-place-transition,maps-to-uexkull-construct,UEXKULL:umwelt-consolidation,layer-c-bridge,1,87,anticipatory-projection (dissertation),IG-05-SPATIAL,Tuan 2007 p.73 familiarization ↔ Merkwelt-stabilization + habituated Funktionskreis-closure.,,,unresolved
IG-05:five-spatial-structures-taxonomy,maps-to-burke,BURKE:scene,layer-c-bridge,2,78-85,anticipatory-projection (dissertation),IG-05-SPATIAL,5 spatial structures as typology of Scene-as-constraint-on-Act. Scene-Act ratio pairs with IG-04 Kinesthetic ↔ Agency.,,,unresolved
IG-05:lynch-1960,awaits-ontological-grounding-in,DALTON:phantasia-cluster,ontological-grounding,2,88-89,anticipatory-projection (dissertation),IG-05-SPATIAL,Lynch's imageability has no upstream ontology of mental-image-formation. Aristotle De Anima III.3 + phantasia cluster supply the missing ontological grounding.,,,unresolved
IG-05:tuan-2007-lost-forest,awaits-ontological-grounding-in,DALTON:heideggerian-disorientation,ontological-grounding,2,76,anticipatory-projection (dissertation),IG-05-SPATIAL,Tuan's lost-in-forest phenomenology is doing Heideggerian work without Heideggerian apparatus.,,,unresolved
IG-05:cognitive-conceptual-to-inhabited-shift,awaits-ontological-grounding-in,DALTON:zuhandenheit-vorhandenheit,ontological-grounding,2,87-88,anticipatory-projection (dissertation),IG-05-SPATIAL,Modal phenomenology of comportment-shift: equipment-transparently-used vs explicitly-attended.,,,unresolved
IG-05:tuan-2007-p73-space-to-place,bridges-direct-to,DALTON:locus-topos,dissertation-bridge,2,87,direct-citation-chain,IG-05-SPATIAL,Tuan-anchored direct (non-anticipatory) bridge to dissertation locus/topos treatment.,,,unresolved
IG-05:babic-2007-relational-space,bridges-direct-to,DALTON:production-of-virtual-place,dissertation-bridge,2,83,direct-citation-chain,IG-05-SPATIAL,Lefebvre/Soja/Tuan/Babic direct citation chain to dissertation chapter on production of virtual place.,,,unresolved
IG-05:aarseth-2005,bridges-direct-to,DALTON:game-world-structure,dissertation-bridge,2,76-82,direct-citation-chain,IG-05-SPATIAL,Aarseth labyrinth-typology direct citation chain.,,,unresolved
IG-05:residual-phenomenology-pattern,characterizes,IG-05:tuan-lynch-tolman-cluster,methodological,1,73-92,text-anchored,IG-05-SPATIAL,Six RPA sites — all using phenomenological register without canonical-phenomenologist citation. Anchored entirely in humanistic geography + urban perception + behavioral psychology.,,,unresolved
IG-05:miniature-space,structurally-excludes,IG-05:lost-in-game-world,game-studies,2,91,text-anchored,IG-05-SPATIAL,'In miniature space one can never be lost' (line 3140). Productive lost-ness of S2 is structurally impossible in miniature mode.,,,unresolved
IG-05:tension-space-vs-place,internal-tension,IG-05:tuan-applied-to-designer-constituted-environments,game-studies,2,87,text-anchored,IG-05-SPATIAL,Whether designer-constituted place is the same kind of place as Tuan's humanistic-geographic place is unresolved. Entry point for Umwelt augmentation.,,,unresolved
IG-05:tension-fidelity-vs-meaningfulness,internal-tension,IG-05:azeroth-vs-auraxis,game-studies,2,89-90,text-anchored,IG-05-SPATIAL,Imageability + aesthetic distinctness beats geographic plausibility; Calleja sides with meaningfulness without theoretical resolution.,,,unresolved
IG-05:tension-designer-vs-emergent,internal-tension,IG-05:malaby-2007-contingency,game-studies,2,77,text-anchored,IG-05-SPATIAL,Contrived contingency vs real contingency. Calleja celebrates designed contingency without resolving whether productive lost-ness genuinely transfers.,,,unresolved
IG-05:intimate-map-knowledge,operationalized-via-game,IG-05:counter-strike-source,game-studies,1,84-85,text-anchored,IG-05-SPATIAL,Arena precondition for competitive play — layout/sightlines/cover/movement-velocity mastery.,,,unresolved
D-003,defines,C-029,game-studies,1,93-97,calleja-direct,IG-06-SHARED,Macro-phase MMOG socializing as primary referent || canonical-id-resolution-pending,IG-06-SHARED,,resolved
D-003,defines,C-027,game-studies,1,100-101,calleja-direct,IG-06-SHARED,Micro-phase decomposed into cohabitation/cooperation/competition || canonical-id-resolution-pending,IG-06-SHARED,,resolved
C-029,extends,C-014,game-studies,1,94,calleja-direct,IG-06-SHARED,Macro-phase claim that MMOGs are full-fledged on-line societies || canonical-id-resolution-pending,,,resolved
C-014,instances-in-text,C27,game-studies,3,94,calleja-direct,IG-06-SHARED,EVE Online Guiding Hand heist exemplifies society-claim || canonical-id-resolution-pending,,,partial
C-029,extends,C-015,game-studies,2,95-96,calleja-direct,IG-06-SHARED,End-game content forces guild formation || canonical-id-resolution-pending,,,resolved
C-029,extends,C04,game-studies,2,95-96,calleja-direct,IG-06-SHARED,Out-of-game friendships and geographic guilds || canonical-id-resolution-pending,,,partial
D-003,defines,C-008,virtual-worlds-theory,1,97-99,calleja-direct,IG-06-SHARED,MMOG governance as substantive case || canonical-id-resolution-pending,IG-06-SHARED,,resolved
C-008,extends,C-016,virtual-worlds-theory,1,98,calleja-direct,IG-06-SHARED,Magic-circle critique generated from governance case || canonical-id-resolution-pending,,,resolved
C-008,extends,C-034,virtual-worlds-theory,2,98,calleja-direct,IG-06-SHARED,Server-consensus self-policing as practical-enforcement mechanism || canonical-id-resolution-pending,,,resolved
C-029,extends,C-030,game-studies,1,99-100,calleja-direct,IG-06-SHARED,MMOGs as third places via Steinkuehler-Williams || canonical-id-resolution-pending,,,resolved
C-030,qualifies,C-014,game-studies,2,99-100,calleja-direct,IG-06-SHARED,Bridging vs bonding qualification of third-place claim || canonical-id-resolution-pending,,,resolved
C-027,defines,C12,game-studies,1,101-102,calleja-direct,IG-06-SHARED,Cohabitation anchors player spatially and socially || canonical-id-resolution-pending,,,partial
C12,bridges-to-pipeline,C-028,game-studies,2,102,calleja-direct,IG-06-SHARED,Reeves-Nass media equation grounds AI cohabitation || canonical-id-resolution-pending,,,partial
C12,extends,C-028,game-studies,2,103,calleja-direct,IG-06-SHARED,MMOG persistence adds reputation layer to cohabitation || canonical-id-resolution-pending,,,partial
C12,extends,C-015,game-studies,1,103-104,calleja-direct,IG-06-SHARED,Spectatorship as sub-element of cohabitation || canonical-id-resolution-pending,,,partial
C-015,instances-in-text,C-015,game-studies,3,104,calleja-direct,IG-06-SHARED,Clan-trial spectator-mode screening || canonical-id-resolution-pending,,,resolved
C-027,defines,C17,game-studies,2,104-105,calleja-direct,IG-06-SHARED,Cooperation co-op/LAN/split-screen || canonical-id-resolution-pending,,,partial
C17,operationalizes-via-game,C18,game-studies,2,105,calleja-direct,IG-06-SHARED,Left 4 Dead designed-interdependence paradigm case || canonical-id-resolution-pending,,,unresolved
C17,extends,C19,virtual-worlds-theory,2,106,calleja-direct,IG-06-SHARED,MMOG group/guild scaffolding for cooperation || canonical-id-resolution-pending,,,unresolved
C-027,defines,C20,game-studies,1,107-108,calleja-direct,IG-06-SHARED,Competition via Caillois agon || canonical-id-resolution-pending,,,partial
C20,qualifies,C21,game-studies,2,108,calleja-direct,IG-06-SHARED,Direct competition vs conflict-without-shared-goal || canonical-id-resolution-pending,,,unresolved
C20,bridges-to-pipeline,C22,game-studies,1,109,calleja-direct,IG-06-SHARED,Malaby social contingency grounds competition preference for humans || canonical-id-resolution-pending,,,unresolved
C20,extends,C-029,game-studies,2,110-111,calleja-direct,IG-06-SHARED,AI limitations: pinpoint accuracy without holistic awareness || canonical-id-resolution-pending,,,partial
C20,extends,C24,game-studies,2,111,calleja-direct,IG-06-SHARED,Rambusch et al. individual-to-team-play shift || canonical-id-resolution-pending,,,unresolved
D-003,defines,C-025,game-studies,2,110,calleja-direct,IG-06-SHARED,Internalization from conscious to mastery || canonical-id-resolution-pending,IG-06-SHARED,,resolved
C-025,bridges-to-pipeline,C-022,game-studies,3,109-110,calleja-direct,IG-06-SHARED,Kinesthetic-prerequisite to social-contingency mapping (intra-volume IG-04) || canonical-id-resolution-pending,,,resolved
D-003,cites,I01,game-studies,1,93+99-100,calleja-direct,IG-06-SHARED,Steinkuehler & Williams (2006) third-place anchor || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I02,game-studies,1,93+97,calleja-direct,IG-06-SHARED,T. L. Taylor (2006) MMOG sociality (twice cited) || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I03,game-studies,1,96,calleja-direct,IG-06-SHARED,Castronova (2005) MMOGs as VR-1990s instantiation || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I04,sociology,1,99,calleja-direct,IG-06-SHARED,Oldenburg (1999) third places || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I05,human-computer-interaction,1,102,calleja-direct,IG-06-SHARED,Reeves & Nass (1996) media equation || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I12,game-studies,1,107,calleja-direct,IG-06-SHARED,Caillois (1962) agon || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I13,game-studies,1,109,calleja-direct,IG-06-SHARED,Malaby (2007) social/performative contingency || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I14,game-studies,2,111,calleja-direct,IG-06-SHARED,Rambusch et al. (2007) individual-to-team-play || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I09,game-studies,2,102+110,calleja-direct,IG-06-SHARED,Lim & Reeves (2006) human vs AI arousal/engagement || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I06,human-computer-interaction,2,102,calleja-direct,IG-06-SHARED,Gerhard Moore & Hobbs (2004) cohabitation with rudimentary AI || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I07,human-computer-interaction,2,102,calleja-direct,IG-06-SHARED,Calo (2010) growing sociality of AI agents || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I10,game-studies,2,104,calleja-direct,IG-06-SHARED,Manninen & Kujanpaa (2005) collaboration || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I11,game-studies,2,104,calleja-direct,IG-06-SHARED,Heide-Smith (2007) multiplayer collaboration || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I15,game-studies,2,97,calleja-direct,IG-06-SHARED,Klastrup (2004) goal-directed activity (jointly with Taylor) || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,cites,I16,game-studies,3,98,calleja-direct,IG-06-SHARED,Hunter (2006) Blizzard public statement in Sara Andrews case || canonical-id-resolution-pending,IG-06-SHARED,,partial
C-008,operationalizes-via-game,G01,virtual-worlds-theory,1,97-99,calleja-direct,IG-06-SHARED,World of Warcraft Sara Andrews / Blizzard governance case || canonical-id-resolution-pending,,,partial
C18,operationalizes-via-game,G13,game-studies,2,105,calleja-direct,IG-06-SHARED,Left 4 Dead designed-interdependence || canonical-id-resolution-pending,,,unresolved
C-015,operationalizes-via-game,G23,game-studies,2,104,calleja-direct,IG-06-SHARED,FIFA 2009 co-located spectatorship || canonical-id-resolution-pending,,,partial
C12,operationalizes-via-game,G11,game-studies,2,102,calleja-direct,IG-06-SHARED,GTA IV Dimitri Rascalov betrayal of Nico Bellic || canonical-id-resolution-pending,,,unresolved
C20,operationalizes-via-game,G02,game-studies,1,106-107,calleja-direct,IG-06-SHARED,Planetside mass-collaboration FPS || canonical-id-resolution-pending,,,unresolved
C24,operationalizes-via-game,G15,game-studies,2,111,calleja-direct,IG-06-SHARED,Counter-Strike clan/LAN/tournament arc || canonical-id-resolution-pending,,,unresolved
C-029,operationalizes-via-game,G18,game-studies,2,110,calleja-direct,IG-06-SHARED,Empire Total War AI limitations || canonical-id-resolution-pending,,,partial
D-003,marginal-note,T03,game-studies,3,101,calleja-direct,IG-06-SHARED,Three-not-four authorial enumeration slip || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,marginal-note,T01,game-studies,2,101-103,calleja-direct,IG-06-SHARED,Cohabitation-as-co-presence vs shared-involvement-as-interaction tension || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,marginal-note,T02,virtual-worlds-theory,2,98,calleja-direct,IG-06-SHARED,Magic-circle critique vs designer-cultivated social ties tension || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,marginal-note,T04,game-studies,2,99-100,calleja-direct,IG-06-SHARED,Bridging-vs-bonding qualification weakens third-place claim || canonical-id-resolution-pending,IG-06-SHARED,,partial
D-003,awaits-ontological-grounding-in,BCAP-Mitsein,phenomenology,1,94-95,anticipatory-projection (dissertation),IG-06-SHARED,Strongest Mitsein bridge in volume — full-fledged on-line societies formulation without Heidegger cite,IG-06-SHARED,,partial
C-008,awaits-ontological-grounding-in,BCAP-das-Man,phenomenology,1,98,anticipatory-projection (dissertation),IG-06-SHARED,Sara Andrews / server-consensus enforcement as das Man without Heidegger cite || canonical-id-resolution-pending,,,partial
D-003,maps-to-pentad-term,Burke-Agent,rhetoric,1,93-112,anticipatory-projection (dissertation),IG-06-SHARED,Chapter foregrounds human/AI Agent with ratios to Scene/Act/Agency,IG-06-SHARED,,partial
D-003,maps-to-uexkull-construct,Uexkull-Bedeutungstrager,biosemiotics,3,100-101,anticipatory-projection (dissertation),IG-06-SHARED,Other-player as meaning-carrier with differential Wirktöne — weak/secondary anchor only; Shared is NOT Layer-C signature dimension,IG-06-SHARED,,partial
C-015,awaits-ontological-grounding-in,Goffman-frame-analysis,sociology,1,103-104,anticipatory-projection (dissertation),IG-06-SHARED,Spectatorship + co-located audience without Goffman cite — chapter-level Layer-A anchor flagged by IG-03/IG-10 propagation || canonical-id-resolution-pending,,,partial
C-028,awaits-ontological-grounding-in,Husserl-intersubjectivity,phenomenology,2,101-102,anticipatory-projection (dissertation),IG-06-SHARED,Media-equation passage substantively engages intersubjectivity without Husserl/Schutz/Levinas cite || canonical-id-resolution-pending,,,partial
C-015,awaits-ontological-grounding-in,Aristotle-koinonia-philia,phenomenology,3,95-96,anticipatory-projection (dissertation),IG-06-SHARED,Guild and friendship structures as koinōnia/philia (anticipatory) || canonical-id-resolution-pending,,,partial
D-003,bridges-to-pipeline,D-001,game-studies,2,110,calleja-direct,IG-06-SHARED,Kinesthetic mastery prerequisite to social-contingency mapping,IG-06-SHARED,IG-04-KINESTHETIC,resolved
C12,bridges-to-pipeline,D-002,game-studies,2,101,calleja-direct,IG-06-SHARED,Cohabitation anchors player spatially and socially || canonical-id-resolution-pending,,IG-05-SPATIAL,partial
C-015,bridges-to-pipeline,D-005,game-studies,2,104,calleja-direct,IG-06-SHARED,FIFA 2009 audience intensifies affective involvement || canonical-id-resolution-pending,,IG-08-AFFECTIVE,resolved
D-003,bridges-to-pipeline,IG-10-INCORPORATION,game-studies,1,93-112,calleja-direct,IG-06-SHARED,Shared sub-dimensions feed forward into incorporation rubric,IG-06-SHARED,,partial
D-004,defines,C-009,game-studies,,"115, 124-125",calleja-exegetical,IG-07-NARRATIVE,Calleja's signature term — italicized definitional prose at p.115 + dedicated subsection p.124,IG-07-NARRATIVE,,resolved
D-004,defines,C-029,game-studies,,"115, 120-121",calleja-exegetical,IG-07-NARRATIVE,Story content/structures explicitly written into the game by designers,IG-07-NARRATIVE,,resolved
C-009,instances-in-text,C-009,game-studies,,126,calleja-exegetical,IG-07-NARRATIVE,First-person disposition focalization (Fallout 3 / Mount and Blade),,,resolved
C-009,instances-in-text,C-009,game-studies,,125-126,calleja-exegetical,IG-07-NARRATIVE,Third-person disposition focalization (Max Payne / Fahrenheit),,,resolved
C-009,instances-in-text,C-009,game-studies,,125,calleja-exegetical,IG-07-NARRATIVE,Managerial/collective focalization (Age of Empires / SimCity / Medieval II:TW),,,resolved
C-009,extends,Focalization-Genette,game-studies,,124-125,calleja-exegetical,IG-07-NARRATIVE,Extends Genette's literary focalization concept to game environments via player disposition,,,partial
C-029,instances-in-text,C-030,game-studies,,122-123,calleja-exegetical,IG-07-NARRATIVE,Cut scenes / quick-time events — captive audience delivery (Levine 2008),,,resolved
C-029,instances-in-text,C-030,game-studies,,123-124,calleja-exegetical,IG-07-NARRATIVE,Designer-embedded narrative requiring player elicitation (Bioshock audio diaries),,,resolved
C-030,operationalizes-via-game,Bioshock-2K-2008,game-studies,,123,calleja-exegetical,IG-07-NARRATIVE,Tape recorders in Rapture as paradigm pull elements,,,partial
C-030,operationalizes-via-game,Half-Life-Valve-2004,game-studies,,123,calleja-exegetical,IG-07-NARRATIVE,Player-restricted-movement during cut scenes,,,partial
C-029,instances-in-text,Scripted-narrative-structures-of-progression,game-studies,,121-122,calleja-exegetical,IG-07-NARRATIVE,Linear / branching / open / no-main-line typology,,,partial
Scripted-narrative-structures-of-progression,operationalizes-via-game,Halo-3-Bungie-2007,game-studies,,121-122,calleja-exegetical,IG-07-NARRATIVE,Linear progression paradigm,,,unresolved
